enhancedWeatherDescription,extendedWeatherType,feelsLikeTemperatureC,feelsLikeTemperatureF,gustSpeedKph,gustSpeedMph,humidity,localDate,precipitationProbabilityInPercent,precipitationProbabilityText,pressure,temperatureC,temperatureF,timeslot,timeslotLength,visibility,weatherType,weatherTypeText,windDescription,windDirection,windDirectionAbbreviation,windDirectionFull,windSpeedKph,windSpeedMph,issueDate,lastUpdated,location_id,location_name
Sunny intervals and a moderate breeze,3,14,57,43,27,74,2024-08-29,0,Precipitation is not expected,1012,14,58,10:00,1,Good,3,Sunny Intervals,A moderate breeze from the west south west,WSW,WSW,West South Westerly,22,14,2024-08-28T22:46:00+01:00,2024-08-29T09:00:00.199+01:00,2650225,Edinburgh
Sunny intervals and a moderate breeze,3,15,59,46,29,70,2024-08-29,0,Precipitation is not expected,1012,15,59,11:00,1,Good,3,Sunny Intervals,A moderate breeze from the west south west,WSW,WSW,West South Westerly,23,15,2024-08-28T22:46:00+01:00,2024-08-29T09:00:00.199+01:00,2650225,Edinburgh
Sunny intervals and a moderate breeze,3,16,60,48,30,66,2024-08-29,13,Low chance of precipitation,1012,16,60,12:00,1,Good,3,Sunny Intervals,A moderate breeze from the west south west,WSW,WSW,West South Westerly,25,16,2024-08-28T22:46:00+01:00,2024-08-29T09:00:00.199+01:00,2650225,Edinburgh
Sunny intervals and a moderate breeze,3,16,61,49,31,64,2024-08-29,8,Low chance of precipitation,1013,16,61,13:00,1,Good,3,Sunny Intervals,A moderate breeze from the west south west,WSW,WSW,West South Westerly,28,17,2024-08-28T22:46:00+01:00,2024-08-29T09:00:00.199+01:00,2650225,Edinburgh
Light rain and a moderate breeze,12,16,61,52,32,63,2024-08-29,27,Low chance of precipitation,1013,16,61,14:00,1,Good,12,Light Rain,A moderate breeze from the west south west,WSW,WSW,West South Westerly,28,17,2024-08-28T22:46:00+01:00,2024-08-29T09:00:00.199+01:00,2650225,Edinburgh
Sunny intervals and a moderate breeze,3,16,61,51,32,65,2024-08-29,26,Low chance of precipitation,1013,16,61,15:00,1,Good,3,Sunny Intervals,A moderate breeze from the west south west,WSW,WSW,West South Westerly,28,17,2024-08-28T22:46:00+01:00,2024-08-29T09:00:00.199+01:00,2650225,Edinburgh
Sunny intervals and a moderate breeze,3,16,61,48,30,65,2024-08-29,0,Precipitation is not expected,1014,16,61,16:00,1,Good,3,Sunny Intervals,A moderate breeze from the west south west,WSW,WSW,West South Westerly,29,18,2024-08-28T22:46:00+01:00,2024-08-29T09:00:00.199+01:00,2650225,Edinburgh
Sunny intervals and a moderate breeze,3,16,60,45,28,65,2024-08-29,0,Precipitation is not expected,1014,16,60,17:00,1,Good,3,Sunny Intervals,A moderate breeze from the west south west,WSW,WSW,West South Westerly,27,17,2024-08-28T22:46:00+01:00,2024-08-29T09:00:00.199+01:00,2650225,Edinburgh
Sunny intervals and a moderate breeze,3,15,59,41,25,66,2024-08-29,16,Low chance of precipitation,1015,15,59,18:00,1,Good,3,Sunny Intervals,A moderate breeze from the west south west,WSW,WSW,West South Westerly,25,15,2024-08-28T22:46:00+01:00,2024-08-29T09:00:00.199+01:00,2650225,Edinburgh
Sunny intervals and a moderate breeze,3,14,57,41,26,68,2024-08-29,0,Precipitation is not expected,1015,15,58,19:00,1,Good,3,Sunny Intervals,A moderate breeze from the west south west,WSW,WSW,West South Westerly,22,14,2024-08-28T22:46:00+01:00,2024-08-29T09:00:00.199+01:00,2650225,Edinburgh
