enhancedWeatherDescription,extendedWeatherType,feelsLikeTemperatureC,feelsLikeTemperatureF,gustSpeedKph,gustSpeedMph,humidity,localDate,precipitationProbabilityInPercent,precipitationProbabilityText,pressure,temperatureC,temperatureF,timeslot,timeslotLength,visibility,weatherType,weatherTypeText,windDescription,windDirection,windDirectionAbbreviation,windDirectionFull,windSpeedKph,windSpeedMph,detailed.issueDate,detailed.lastUpdated,location_id,location_name
A clear sky and light winds,0,22,71,23,14,60,2022-07-29,4,Low chance of precipitation,1011,20,68,02:00,1,Very Good,0,Clear Sky,Light winds from the north,N,N,Northerly,8,5,2022-07-17T01:14:41+02:00,2022-07-17T01:14:41.673+02:00,2988507,Paris
A clear sky and light winds,0,21,70,22,14,63,2022-07-29,2,Low chance of precipitation,1011,19,67,03:00,1,Very Good,0,Clear Sky,Light winds from the north north west,NNW,NNW,North North Westerly,8,5,2022-07-17T01:14:41+02:00,2022-07-17T01:14:41.673+02:00,2988507,Paris
A clear sky and light winds,0,20,68,21,13,66,2022-07-29,2,Low chance of precipitation,1011,19,65,04:00,1,Very Good,0,Clear Sky,Light winds from the north north west,NNW,NNW,North North Westerly,8,5,2022-07-17T01:14:41+02:00,2022-07-17T01:14:41.673+02:00,2988507,Paris
A clear sky and light winds,0,19,67,21,13,69,2022-07-29,3,Low chance of precipitation,1011,18,64,05:00,1,Good,0,Clear Sky,Light winds from the north west,NW,NW,North Westerly,8,5,2022-07-17T01:14:41+02:00,2022-07-17T01:14:41.673+02:00,2988507,Paris
A clear sky and light winds,0,19,66,22,13,71,2022-07-29,4,Low chance of precipitation,1011,17,63,06:00,1,Good,0,Clear Sky,Light winds from the north west,NW,NW,North Westerly,8,5,2022-07-17T01:14:41+02:00,2022-07-17T01:14:41.673+02:00,2988507,Paris
Sunny and light winds,1,19,66,23,14,72,2022-07-29,6,Low chance of precipitation,1011,17,63,07:00,1,Good,1,Sunny,Light winds from the west north west,WNW,WNW,West North Westerly,8,5,2022-07-17T01:14:41+02:00,2022-07-17T01:14:41.673+02:00,2988507,Paris
Sunny and light winds,1,20,68,23,14,70,2022-07-29,8,Low chance of precipitation,1011,18,65,08:00,1,Good,1,Sunny,Light winds from the west north west,WNW,WNW,West North Westerly,8,5,2022-07-17T01:14:41+02:00,2022-07-17T01:14:41.673+02:00,2988507,Paris
Sunny and light winds,1,22,71,25,16,65,2022-07-29,8,Low chance of precipitation,1011,20,67,09:00,1,Good,1,Sunny,Light winds from the west,W,W,Westerly,9,6,2022-07-17T01:14:41+02:00,2022-07-17T01:14:41.673+02:00,2988507,Paris
Sunny and light winds,1,24,75,28,17,58,2022-07-29,6,Low chance of precipitation,1011,21,71,10:00,1,Good,1,Sunny,Light winds from the west,W,W,Westerly,10,6,2022-07-17T01:14:41+02:00,2022-07-17T01:14:41.673+02:00,2988507,Paris
Sunny and light winds,1,26,78,31,19,52,2022-07-29,5,Low chance of precipitation,1010,23,74,11:00,1,Good,1,Sunny,Light winds from the west,W,W,Westerly,11,7,2022-07-17T01:14:41+02:00,2022-07-17T01:14:41.673+02:00,2988507,Paris
Sunny and light winds,1,27,81,33,20,47,2022-07-29,5,Low chance of precipitation,1010,25,77,12:00,1,Good,1,Sunny,Light winds from the west south west,WSW,WSW,West South Westerly,12,7,2022-07-17T01:14:41+02:00,2022-07-17T01:14:41.673+02:00,2988507,Paris
Sunny and light winds,1,28,83,34,21,44,2022-07-29,5,Low chance of precipitation,1010,26,78,13:00,1,Very Good,1,Sunny,Light winds from the west south west,WSW,WSW,West South Westerly,12,7,2022-07-17T01:14:41+02:00,2022-07-17T01:14:41.673+02:00,2988507,Paris
Sunny and a gentle breeze,1,29,84,35,22,40,2022-07-29,5,Low chance of precipitation,1010,27,80,14:00,1,Very Good,1,Sunny,A gentle breeze from the west south west,WSW,WSW,West South Westerly,12,8,2022-07-17T01:14:41+02:00,2022-07-17T01:14:41.673+02:00,2988507,Paris
Sunny and a gentle breeze,1,30,85,36,23,38,2022-07-29,6,Low chance of precipitation,1009,27,81,15:00,1,Very Good,1,Sunny,A gentle breeze from the west south west,WSW,WSW,West South Westerly,13,8,2022-07-17T01:14:41+02:00,2022-07-17T01:14:41.673+02:00,2988507,Paris
Sunny and a gentle breeze,1,30,86,37,23,37,2022-07-29,7,Low chance of precipitation,1009,28,82,16:00,1,Very Good,1,Sunny,A gentle breeze from the west,W,W,Westerly,13,8,2022-07-17T01:14:41+02:00,2022-07-17T01:14:41.673+02:00,2988507,Paris
Sunny and a gentle breeze,1,30,86,37,23,36,2022-07-29,7,Low chance of precipitation,1009,28,83,17:00,1,Very Good,1,Sunny,A gentle breeze from the west,W,W,Westerly,13,8,2022-07-17T01:14:41+02:00,2022-07-17T01:14:41.673+02:00,2988507,Paris
Sunny and a gentle breeze,1,30,86,37,23,36,2022-07-29,7,Low chance of precipitation,1009,28,83,18:00,1,Very Good,1,Sunny,A gentle breeze from the west,W,W,Westerly,13,8,2022-07-17T01:14:41+02:00,2022-07-17T01:14:41.673+02:00,2988507,Paris
Sunny intervals and a gentle breeze,3,29,85,35,22,37,2022-07-29,7,Low chance of precipitation,1008,28,82,19:00,1,Very Good,3,Sunny Intervals,A gentle breeze from the west north west,WNW,WNW,West North Westerly,13,8,2022-07-17T01:14:41+02:00,2022-07-17T01:14:41.673+02:00,2988507,Paris
Sunny intervals and a gentle breeze,3,29,83,33,21,39,2022-07-29,7,Low chance of precipitation,1008,27,80,20:00,1,Very Good,3,Sunny Intervals,A gentle breeze from the west north west,WNW,WNW,West North Westerly,12,8,2022-07-17T01:14:41+02:00,2022-07-17T01:14:41.673+02:00,2988507,Paris
Sunny and light winds,1,27,81,31,19,42,2022-07-29,5,Low chance of precipitation,1009,25,77,21:00,1,Very Good,1,Sunny,Light winds from the north west,NW,NW,North Westerly,12,7,2022-07-17T01:14:41+02:00,2022-07-17T01:14:41.673+02:00,2988507,Paris
A clear sky and light winds,0,26,79,29,18,47,2022-07-29,3,Low chance of precipitation,1009,24,75,22:00,1,Very Good,0,Clear Sky,Light winds from the north north west,NNW,NNW,North North Westerly,11,7,2022-07-17T01:14:41+02:00,2022-07-17T01:14:41.673+02:00,2988507,Paris
A clear sky and light winds,0,25,77,27,17,51,2022-07-29,3,Low chance of precipitation,1009,23,73,23:00,1,Very Good,0,Clear Sky,Light winds from the north north west,NNW,NNW,North North Westerly,10,6,2022-07-17T01:14:41+02:00,2022-07-17T01:14:41.673+02:00,2988507,Paris
A clear sky and light winds,0,24,75,25,16,54,2022-07-30,3,Low chance of precipitation,1010,22,71,00:00,1,Very Good,0,Clear Sky,Light winds from the north north west,NNW,NNW,North North Westerly,10,6,2022-07-17T01:14:41+02:00,2022-07-17T01:14:41.673+02:00,2988507,Paris
A clear sky and light winds,0,23,73,24,15,57,2022-07-30,3,Low chance of precipitation,1010,21,70,01:00,1,Very Good,0,Clear Sky,Light winds from the north north west,NNW,NNW,North North Westerly,9,6,2022-07-17T01:14:41+02:00,2022-07-17T01:14:41.673+02:00,2988507,Paris
A clear sky and light winds,0,22,72,23,15,60,2022-07-30,2,Low chance of precipitation,1011,20,69,02:00,1,Very Good,0,Clear Sky,Light winds from the north north west,NNW,NNW,North North Westerly,9,5,2022-07-17T01:14:41+02:00,2022-07-17T01:14:41.673+02:00,2988507,Paris
A clear sky and light winds,0,21,71,22,14,63,2022-07-30,1,Low chance of precipitation,1011,20,67,03:00,1,Very Good,0,Clear Sky,Light winds from the north north west,NNW,NNW,North North Westerly,8,5,2022-07-17T01:14:41+02:00,2022-07-17T01:14:41.673+02:00,2988507,Paris
A clear sky and light winds,0,21,69,22,14,66,2022-07-30,1,Low chance of precipitation,1012,19,66,04:00,1,Very Good,0,Clear Sky,Light winds from the north north west,NNW,NNW,North North Westerly,8,5,2022-07-17T01:14:41+02:00,2022-07-17T01:14:41.673+02:00,2988507,Paris
A clear sky and light winds,0,20,68,22,14,69,2022-07-30,1,Low chance of precipitation,1012,18,65,05:00,1,Very Good,0,Clear Sky,Light winds from the north west,NW,NW,North Westerly,8,5,2022-07-17T01:14:41+02:00,2022-07-17T01:14:41.673+02:00,2988507,Paris
