enhancedWeatherDescription,extendedWeatherType,feelsLikeTemperatureC,feelsLikeTemperatureF,gustSpeedKph,gustSpeedMph,humidity,localDate,precipitationProbabilityInPercent,precipitationProbabilityText,pressure,temperatureC,temperatureF,timeslot,timeslotLength,visibility,weatherType,weatherTypeText,windDescription,windDirection,windDirectionAbbreviation,windDirectionFull,windSpeedKph,windSpeedMph,issueDate,lastUpdated,location_id,location_name
Partly cloudy and a gentle breeze,2,8,46,20,12,43,2025-02-24,0,Precipitation is not expected,1014,10,50,20:00,1,Good,2,Partly Cloudy,A gentle breeze from the south south west,SSW,SSW,South South Westerly,14,9,2025-02-24T14:41:00-05:00,2025-02-24T19:06:04.525-05:00,4140963,Washington DC
Partly cloudy and a gentle breeze,2,7,45,19,12,46,2025-02-24,0,Precipitation is not expected,1014,10,49,21:00,1,Good,2,Partly Cloudy,A gentle breeze from the south south west,SSW,SSW,South South Westerly,15,9,2025-02-24T14:41:00-05:00,2025-02-24T19:06:04.525-05:00,4140963,Washington DC
Partly cloudy and a gentle breeze,2,7,44,19,12,49,2025-02-24,0,Precipitation is not expected,1014,9,48,22:00,1,Good,2,Partly Cloudy,A gentle breeze from the south south west,SSW,SSW,South South Westerly,14,9,2025-02-24T14:41:00-05:00,2025-02-24T19:06:04.525-05:00,4140963,Washington DC
Partly cloudy and a gentle breeze,2,7,44,18,11,51,2025-02-24,0,Precipitation is not expected,1014,9,48,23:00,1,Good,2,Partly Cloudy,A gentle breeze from the south south west,SSW,SSW,South South Westerly,13,8,2025-02-24T14:41:00-05:00,2025-02-24T19:06:04.525-05:00,4140963,Washington DC
Partly cloudy and a gentle breeze,2,6,43,17,11,54,2025-02-25,0,Precipitation is not expected,1013,8,47,00:00,1,Good,2,Partly Cloudy,A gentle breeze from the south south west,SSW,SSW,South South Westerly,12,8,2025-02-24T14:41:00-05:00,2025-02-24T19:06:04.525-05:00,4140963,Washington DC
Partly cloudy and light winds,2,6,42,16,10,57,2025-02-25,0,Precipitation is not expected,1013,8,46,01:00,1,Good,2,Partly Cloudy,Light winds from the south south west,SSW,SSW,South South Westerly,11,7,2025-02-24T14:41:00-05:00,2025-02-24T19:06:04.525-05:00,4140963,Washington DC
Partly cloudy and light winds,2,6,42,15,9,58,2025-02-25,0,Precipitation is not expected,1013,8,46,02:00,1,Good,2,Partly Cloudy,Light winds from the south south west,SSW,SSW,South South Westerly,10,6,2025-02-24T14:41:00-05:00,2025-02-24T19:06:04.525-05:00,4140963,Washington DC
A clear sky and light winds,0,5,41,14,8,61,2025-02-25,0,Precipitation is not expected,1012,7,45,03:00,1,Good,0,Clear Sky,Light winds from the south south west,SSW,SSW,South South Westerly,10,6,2025-02-24T14:41:00-05:00,2025-02-24T19:06:04.525-05:00,4140963,Washington DC
A clear sky and light winds,0,5,41,12,8,62,2025-02-25,0,Precipitation is not expected,1012,7,45,04:00,1,Good,0,Clear Sky,Light winds from the south south west,SSW,SSW,South South Westerly,10,6,2025-02-24T14:41:00-05:00,2025-02-24T19:06:04.525-05:00,4140963,Washington DC
A clear sky and light winds,0,5,40,11,7,65,2025-02-25,0,Precipitation is not expected,1011,6,43,05:00,1,Good,0,Clear Sky,Light winds from the south south west,SSW,SSW,South South Westerly,9,6,2025-02-24T14:41:00-05:00,2025-02-24T19:06:04.525-05:00,4140963,Washington DC
