enhancedWeatherDescription,extendedWeatherType,feelsLikeTemperatureC,feelsLikeTemperatureF,gustSpeedKph,gustSpeedMph,humidity,localDate,precipitationProbabilityInPercent,precipitationProbabilityText,pressure,temperatureC,temperatureF,timeslot,timeslotLength,visibility,weatherType,weatherTypeText,windDescription,windDirection,windDirectionAbbreviation,windDirectionFull,windSpeedKph,windSpeedMph,issueDate,lastUpdated,location_id,location_name
Sunny and a gentle breeze,1,46,115,33,21,34,2024-07-18,0,Precipitation is not expected,1005,39,102,12:00,1,Good,1,Sunny,A gentle breeze from the west north west,WNW,WNW,West North Westerly,18,11,2024-07-18T00:00:00+03:00,2024-07-18T11:01:39.853+03:00,105343,Jeddah
Sunny and a moderate breeze,1,46,114,36,22,32,2024-07-18,0,Precipitation is not expected,1004,39,102,13:00,1,Good,1,Sunny,A moderate breeze from the west north west,WNW,WNW,West North Westerly,22,14,2024-07-18T00:00:00+03:00,2024-07-18T11:01:39.853+03:00,105343,Jeddah
Sunny and a moderate breeze,1,45,113,39,24,29,2024-07-18,0,Precipitation is not expected,1004,39,103,14:00,1,Good,1,Sunny,A moderate breeze from the west north west,WNW,WNW,West North Westerly,24,15,2024-07-18T00:00:00+03:00,2024-07-18T11:01:39.853+03:00,105343,Jeddah
Sunny and a moderate breeze,1,45,113,37,23,28,2024-07-18,0,Precipitation is not expected,1003,40,103,15:00,1,Good,1,Sunny,A moderate breeze from the west north west,WNW,WNW,West North Westerly,24,15,2024-07-18T00:00:00+03:00,2024-07-18T11:01:39.853+03:00,105343,Jeddah
Sunny and a moderate breeze,1,44,111,34,21,28,2024-07-18,0,Precipitation is not expected,1003,39,102,16:00,1,Good,1,Sunny,A moderate breeze from the west north west,WNW,WNW,West North Westerly,24,15,2024-07-18T00:00:00+03:00,2024-07-18T11:01:39.853+03:00,105343,Jeddah
Sunny and a moderate breeze,1,44,111,32,20,28,2024-07-18,0,Precipitation is not expected,1003,39,101,17:00,1,Good,1,Sunny,A moderate breeze from the north west,NW,NW,North Westerly,23,14,2024-07-18T00:00:00+03:00,2024-07-18T11:01:39.853+03:00,105343,Jeddah
Sunny and a moderate breeze,1,44,111,28,18,32,2024-07-18,0,Precipitation is not expected,1003,38,100,18:00,1,Good,1,Sunny,A moderate breeze from the north west,NW,NW,North Westerly,21,13,2024-07-18T00:00:00+03:00,2024-07-18T11:01:39.853+03:00,105343,Jeddah
Sunny and a gentle breeze,1,42,108,23,14,32,2024-07-18,0,Precipitation is not expected,1003,37,98,19:00,1,Good,1,Sunny,A gentle breeze from the north west,NW,NW,North Westerly,18,11,2024-07-18T00:00:00+03:00,2024-07-18T11:01:39.853+03:00,105343,Jeddah
A clear sky and a gentle breeze,0,42,107,19,12,33,2024-07-18,0,Precipitation is not expected,1003,36,97,20:00,1,Good,0,Clear Sky,A gentle breeze from the north north west,NNW,NNW,North North Westerly,16,10,2024-07-18T00:00:00+03:00,2024-07-18T11:01:39.853+03:00,105343,Jeddah
A clear sky and a gentle breeze,0,41,106,16,10,35,2024-07-18,0,Precipitation is not expected,1003,35,96,21:00,1,Good,0,Clear Sky,A gentle breeze from the north north west,NNW,NNW,North North Westerly,13,8,2024-07-18T00:00:00+03:00,2024-07-18T11:01:39.853+03:00,105343,Jeddah
A clear sky and light winds,0,40,104,14,9,37,2024-07-18,0,Precipitation is not expected,1003,35,94,22:00,1,Good,0,Clear Sky,Light winds from the north north west,NNW,NNW,North North Westerly,12,7,2024-07-18T00:00:00+03:00,2024-07-18T11:01:39.853+03:00,105343,Jeddah
A clear sky and light winds,0,39,103,13,8,38,2024-07-18,0,Precipitation is not expected,1003,34,93,23:00,1,Good,0,Clear Sky,Light winds from the north north west,NNW,NNW,North North Westerly,10,6,2024-07-18T00:00:00+03:00,2024-07-18T11:01:39.853+03:00,105343,Jeddah
A clear sky and light winds,0,39,103,14,9,39,2024-07-19,0,Precipitation is not expected,1003,33,92,00:00,1,Good,0,Clear Sky,Light winds from the north north west,NNW,NNW,North North Westerly,9,5,2024-07-18T00:00:00+03:00,2024-07-18T11:01:39.853+03:00,105343,Jeddah
A clear sky and light winds,0,39,101,14,9,42,2024-07-19,0,Precipitation is not expected,1002,33,91,01:00,1,Good,0,Clear Sky,Light winds from the north north west,NNW,NNW,North North Westerly,9,6,2024-07-18T00:00:00+03:00,2024-07-18T11:01:39.853+03:00,105343,Jeddah
A clear sky and light winds,0,39,102,15,9,47,2024-07-19,0,Precipitation is not expected,1002,32,90,02:00,1,Good,0,Clear Sky,Light winds from the north west,NW,NW,North Westerly,10,6,2024-07-18T00:00:00+03:00,2024-07-18T11:01:39.853+03:00,105343,Jeddah
A clear sky and light winds,0,40,104,14,9,55,2024-07-19,0,Precipitation is not expected,1002,31,89,03:00,1,Good,0,Clear Sky,Light winds from the north west,NW,NW,North Westerly,9,5,2024-07-18T00:00:00+03:00,2024-07-18T11:01:39.853+03:00,105343,Jeddah
A clear sky and light winds,0,39,102,14,8,57,2024-07-19,0,Precipitation is not expected,1002,31,87,04:00,1,Good,0,Clear Sky,Light winds from the north west,NW,NW,North Westerly,8,5,2024-07-18T00:00:00+03:00,2024-07-18T11:01:39.853+03:00,105343,Jeddah
A clear sky and light winds,0,39,103,13,8,59,2024-07-19,0,Precipitation is not expected,1002,30,87,05:00,1,Good,0,Clear Sky,Light winds from the north north west,NNW,NNW,North North Westerly,7,5,2024-07-18T00:00:00+03:00,2024-07-18T11:01:39.853+03:00,105343,Jeddah
Sunny and light winds,1,39,103,14,9,62,2024-07-19,0,Precipitation is not expected,1002,30,86,06:00,1,Good,1,Sunny,Light winds from the north north west,NNW,NNW,North North Westerly,8,5,2024-07-18T00:00:00+03:00,2024-07-18T11:01:39.853+03:00,105343,Jeddah
Sunny and light winds,1,40,104,15,9,59,2024-07-19,0,Precipitation is not expected,1003,31,88,07:00,1,Good,1,Sunny,Light winds from the north north west,NNW,NNW,North North Westerly,8,5,2024-07-18T00:00:00+03:00,2024-07-18T11:01:39.853+03:00,105343,Jeddah
Sunny and light winds,1,42,107,15,10,54,2024-07-19,0,Precipitation is not expected,1003,33,91,08:00,1,Good,1,Sunny,Light winds from the north north west,NNW,NNW,North North Westerly,8,5,2024-07-18T00:00:00+03:00,2024-07-18T11:01:39.853+03:00,105343,Jeddah
