enhancedWeatherDescription,extendedWeatherType,feelsLikeTemperatureC,feelsLikeTemperatureF,gustSpeedKph,gustSpeedMph,humidity,localDate,precipitationProbabilityInPercent,precipitationProbabilityText,pressure,temperatureC,temperatureF,timeslot,timeslotLength,visibility,weatherType,weatherTypeText,windDescription,windDirection,windDirectionAbbreviation,windDirectionFull,windSpeedKph,windSpeedMph,issueDate,lastUpdated,location_id,location_name
Thick cloud and a gentle breeze,37,26,79,25,16,91,2022-09-13,18,Low chance of precipitation,1008,21,70,05:00,1,Good,8,Thick Cloud,A gentle breeze from the west north west,WNW,WNW,West North Westerly,12,8,2022-09-13T03:51:00-04:00,2022-09-13T04:19:14.63-04:00,4140963,Washington DC
Light cloud and a gentle breeze,36,25,78,26,16,89,2022-09-13,14,Low chance of precipitation,1009,21,69,06:00,1,Good,7,Light Cloud,A gentle breeze from the west north west,WNW,WNW,West North Westerly,13,8,2022-09-13T03:51:00-04:00,2022-09-13T04:19:14.63-04:00,4140963,Washington DC
Light cloud and a gentle breeze,7,25,77,28,17,85,2022-09-13,12,Low chance of precipitation,1009,21,69,07:00,1,Good,7,Light Cloud,A gentle breeze from the north west,NW,NW,North Westerly,12,8,2022-09-13T03:51:00-04:00,2022-09-13T04:19:14.63-04:00,4140963,Washington DC
Light cloud and a gentle breeze,7,25,78,29,18,81,2022-09-13,11,Low chance of precipitation,1010,21,70,08:00,1,Good,7,Light Cloud,A gentle breeze from the north west,NW,NW,North Westerly,12,8,2022-09-13T03:51:00-04:00,2022-09-13T04:19:14.63-04:00,4140963,Washington DC
Light cloud and a gentle breeze,7,26,79,30,19,78,2022-09-13,9,Low chance of precipitation,1010,22,71,09:00,1,Good,7,Light Cloud,A gentle breeze from the north west,NW,NW,North Westerly,13,8,2022-09-13T03:51:00-04:00,2022-09-13T04:19:14.63-04:00,4140963,Washington DC
Sunny intervals and a gentle breeze,3,27,80,29,18,72,2022-09-13,5,Low chance of precipitation,1011,22,72,10:00,1,Good,3,Sunny Intervals,A gentle breeze from the north west,NW,NW,North Westerly,14,9,2022-09-13T03:51:00-04:00,2022-09-13T04:19:14.63-04:00,4140963,Washington DC
Sunny intervals and a gentle breeze,3,27,80,27,17,65,2022-09-13,3,Low chance of precipitation,1011,23,73,11:00,1,Good,3,Sunny Intervals,A gentle breeze from the north west,NW,NW,North Westerly,15,9,2022-09-13T03:51:00-04:00,2022-09-13T04:19:14.63-04:00,4140963,Washington DC
Sunny intervals and a gentle breeze,3,28,82,24,15,58,2022-09-13,3,Low chance of precipitation,1010,24,75,12:00,1,Good,3,Sunny Intervals,A gentle breeze from the west north west,WNW,WNW,West North Westerly,15,10,2022-09-13T03:51:00-04:00,2022-09-13T04:19:14.63-04:00,4140963,Washington DC
Sunny intervals and a gentle breeze,3,29,83,24,15,50,2022-09-13,3,Low chance of precipitation,1010,25,78,13:00,1,Good,3,Sunny Intervals,A gentle breeze from the west north west,WNW,WNW,West North Westerly,16,10,2022-09-13T03:51:00-04:00,2022-09-13T04:19:14.63-04:00,4140963,Washington DC
Sunny intervals and a gentle breeze,3,29,85,25,15,45,2022-09-13,1,Low chance of precipitation,1009,27,80,14:00,1,Good,3,Sunny Intervals,A gentle breeze from the west,W,W,Westerly,16,10,2022-09-13T03:51:00-04:00,2022-09-13T04:19:14.63-04:00,4140963,Washington DC
Sunny intervals and a gentle breeze,3,30,86,26,16,41,2022-09-13,0,Precipitation is not expected,1009,27,81,15:00,1,Good,3,Sunny Intervals,A gentle breeze from the west,W,W,Westerly,17,10,2022-09-13T03:51:00-04:00,2022-09-13T04:19:14.63-04:00,4140963,Washington DC
Sunny intervals and a gentle breeze,3,30,86,26,16,40,2022-09-13,0,Precipitation is not expected,1008,27,81,16:00,1,Good,3,Sunny Intervals,A gentle breeze from the west south west,WSW,WSW,West South Westerly,17,10,2022-09-13T03:51:00-04:00,2022-09-13T04:19:14.63-04:00,4140963,Washington DC
Sunny and a gentle breeze,1,29,85,25,16,40,2022-09-13,0,Precipitation is not expected,1008,27,81,17:00,1,Good,1,Sunny,A gentle breeze from the west south west,WSW,WSW,West South Westerly,16,10,2022-09-13T03:51:00-04:00,2022-09-13T04:19:14.63-04:00,4140963,Washington DC
Sunny and a gentle breeze,1,29,83,25,15,42,2022-09-13,1,Low chance of precipitation,1008,26,79,18:00,1,Good,1,Sunny,A gentle breeze from the south west,SW,SW,South Westerly,14,9,2022-09-13T03:51:00-04:00,2022-09-13T04:19:14.63-04:00,4140963,Washington DC
Sunny and a gentle breeze,1,27,81,26,16,46,2022-09-13,1,Low chance of precipitation,1009,25,77,19:00,1,Good,1,Sunny,A gentle breeze from the west south west,WSW,WSW,West South Westerly,12,8,2022-09-13T03:51:00-04:00,2022-09-13T04:19:14.63-04:00,4140963,Washington DC
A clear sky and light winds,0,26,79,26,16,51,2022-09-13,1,Low chance of precipitation,1010,24,75,20:00,1,Good,0,Clear Sky,Light winds from the west,W,W,Westerly,11,7,2022-09-13T03:51:00-04:00,2022-09-13T04:19:14.63-04:00,4140963,Washington DC
A clear sky and light winds,0,25,77,27,17,53,2022-09-13,1,Low chance of precipitation,1011,23,73,21:00,1,Good,0,Clear Sky,Light winds from the west north west,WNW,WNW,West North Westerly,12,7,2022-09-13T03:51:00-04:00,2022-09-13T04:19:14.63-04:00,4140963,Washington DC
A clear sky and light winds,0,24,75,28,18,55,2022-09-13,2,Low chance of precipitation,1012,22,72,22:00,1,Good,0,Clear Sky,Light winds from the west north west,WNW,WNW,West North Westerly,12,7,2022-09-13T03:51:00-04:00,2022-09-13T04:19:14.63-04:00,4140963,Washington DC
A clear sky and a gentle breeze,0,23,74,28,17,58,2022-09-13,2,Low chance of precipitation,1013,21,70,23:00,1,Good,0,Clear Sky,A gentle breeze from the north west,NW,NW,North Westerly,12,8,2022-09-13T03:51:00-04:00,2022-09-13T04:19:14.63-04:00,4140963,Washington DC
A clear sky and a gentle breeze,0,22,72,27,17,60,2022-09-14,2,Low chance of precipitation,1013,20,69,00:00,1,Good,0,Clear Sky,A gentle breeze from the north west,NW,NW,North Westerly,12,8,2022-09-13T03:51:00-04:00,2022-09-13T04:19:14.63-04:00,4140963,Washington DC
A clear sky and light winds,0,21,70,26,16,63,2022-09-14,1,Low chance of precipitation,1013,20,67,01:00,1,Good,0,Clear Sky,Light winds from the north west,NW,NW,North Westerly,12,7,2022-09-13T03:51:00-04:00,2022-09-13T04:19:14.63-04:00,4140963,Washington DC
A clear sky and light winds,0,21,69,25,15,65,2022-09-14,1,Low chance of precipitation,1014,19,66,02:00,1,Good,0,Clear Sky,Light winds from the north west,NW,NW,North Westerly,12,7,2022-09-13T03:51:00-04:00,2022-09-13T04:19:14.63-04:00,4140963,Washington DC
A clear sky and light winds,0,20,68,24,15,67,2022-09-14,1,Low chance of precipitation,1014,19,65,03:00,1,Good,0,Clear Sky,Light winds from the north west,NW,NW,North Westerly,12,7,2022-09-13T03:51:00-04:00,2022-09-13T04:19:14.63-04:00,4140963,Washington DC
A clear sky and light winds,0,19,67,23,15,69,2022-09-14,1,Low chance of precipitation,1014,18,64,04:00,1,Good,0,Clear Sky,Light winds from the west north west,WNW,WNW,West North Westerly,11,7,2022-09-13T03:51:00-04:00,2022-09-13T04:19:14.63-04:00,4140963,Washington DC
A clear sky and light winds,0,19,66,24,15,70,2022-09-14,1,Low chance of precipitation,1014,18,64,05:00,1,Good,0,Clear Sky,Light winds from the west north west,WNW,WNW,West North Westerly,11,7,2022-09-13T03:51:00-04:00,2022-09-13T04:19:14.63-04:00,4140963,Washington DC
A clear sky and light winds,0,19,66,25,15,71,2022-09-14,1,Low chance of precipitation,1015,17,63,06:00,1,Good,0,Clear Sky,Light winds from the west north west,WNW,WNW,West North Westerly,11,7,2022-09-13T03:51:00-04:00,2022-09-13T04:19:14.63-04:00,4140963,Washington DC
Sunny and light winds,1,18,65,25,16,72,2022-09-14,1,Low chance of precipitation,1016,17,63,07:00,1,Good,1,Sunny,Light winds from the west north west,WNW,WNW,West North Westerly,12,7,2022-09-13T03:51:00-04:00,2022-09-13T04:19:14.63-04:00,4140963,Washington DC
