enhancedWeatherDescription,extendedWeatherType,feelsLikeTemperatureC,feelsLikeTemperatureF,gustSpeedKph,gustSpeedMph,humidity,localDate,precipitationProbabilityInPercent,precipitationProbabilityText,pressure,temperatureC,temperatureF,timeslot,timeslotLength,visibility,weatherType,weatherTypeText,windDescription,windDirection,windDirectionAbbreviation,windDirectionFull,windSpeedKph,windSpeedMph,issueDate,lastUpdated,location_id,location_name
A clear sky and light winds,0,14,58,10,6,85,2023-09-14,0,Precipitation is not expected,1027,14,57,03:00,1,Moderate,0,Clear Sky,Light winds from the west north west,WNW,WNW,West North Westerly,8,5,2023-09-13T17:00:00+10:00,2023-09-14T02:01:04.418+10:00,2147714,Sydney
A clear sky and light winds,0,13,56,10,6,85,2023-09-14,0,Precipitation is not expected,1027,13,56,04:00,1,Moderate,0,Clear Sky,Light winds from the west north west,WNW,WNW,West North Westerly,10,6,2023-09-13T17:00:00+10:00,2023-09-14T02:01:04.418+10:00,2147714,Sydney
A clear sky and light winds,0,13,55,11,7,85,2023-09-14,0,Precipitation is not expected,1028,13,55,05:00,1,Moderate,0,Clear Sky,Light winds from the west north west,WNW,WNW,West North Westerly,10,6,2023-09-13T17:00:00+10:00,2023-09-14T02:01:04.418+10:00,2147714,Sydney
Sunny and light winds,1,13,55,12,7,83,2023-09-14,0,Precipitation is not expected,1028,13,55,06:00,1,Good,1,Sunny,Light winds from the west north west,WNW,WNW,West North Westerly,11,7,2023-09-13T17:00:00+10:00,2023-09-14T02:01:04.418+10:00,2147714,Sydney
Sunny and light winds,1,13,55,11,7,81,2023-09-14,0,Precipitation is not expected,1029,13,55,07:00,1,Good,1,Sunny,Light winds from the west north west,WNW,WNW,West North Westerly,12,7,2023-09-13T17:00:00+10:00,2023-09-14T02:01:04.418+10:00,2147714,Sydney
Sunny and light winds,1,14,58,9,6,74,2023-09-14,0,Precipitation is not expected,1029,14,57,08:00,1,Good,1,Sunny,Light winds from the west north west,WNW,WNW,West North Westerly,11,7,2023-09-13T17:00:00+10:00,2023-09-14T02:01:04.418+10:00,2147714,Sydney
Sunny and light winds,1,17,62,8,5,67,2023-09-14,0,Precipitation is not expected,1029,16,61,09:00,1,Good,1,Sunny,Light winds from the west north west,WNW,WNW,West North Westerly,8,5,2023-09-13T17:00:00+10:00,2023-09-14T02:01:04.418+10:00,2147714,Sydney
Sunny and light winds,1,19,66,9,6,58,2023-09-14,0,Precipitation is not expected,1029,18,65,10:00,1,Good,1,Sunny,Light winds from the west north west,WNW,WNW,West North Westerly,6,4,2023-09-13T17:00:00+10:00,2023-09-14T02:01:04.418+10:00,2147714,Sydney
Sunny and light winds,1,21,69,11,7,56,2023-09-14,0,Precipitation is not expected,1028,20,67,11:00,1,Good,1,Sunny,Light winds from the north north east,NNE,NNE,North North Easterly,8,5,2023-09-13T17:00:00+10:00,2023-09-14T02:01:04.418+10:00,2147714,Sydney
Sunny and light winds,1,22,71,16,10,55,2023-09-14,0,Precipitation is not expected,1028,20,69,12:00,1,Good,1,Sunny,Light winds from the east north east,ENE,ENE,East North Easterly,11,7,2023-09-13T17:00:00+10:00,2023-09-14T02:01:04.418+10:00,2147714,Sydney
