enhancedWeatherDescription,extendedWeatherType,feelsLikeTemperatureC,feelsLikeTemperatureF,gustSpeedKph,gustSpeedMph,humidity,localDate,precipitationProbabilityInPercent,precipitationProbabilityText,pressure,temperatureC,temperatureF,timeslot,timeslotLength,visibility,weatherType,weatherTypeText,windDescription,windDirection,windDirectionAbbreviation,windDirectionFull,windSpeedKph,windSpeedMph,issueDate,lastUpdated,location_id,location_name
Strong winds and rain,39,6,43,84,52,76,2024-01-24,43,Chance of precipitation,1001,9,49,01:00,1,Good,12,Light Rain,Strong winds from the west south west,WSW,WSW,West South Westerly,41,25,2024-01-23T19:45:00+00:00,2024-01-24T00:39:32.505Z,2655984,Belfast
Strong winds and light cloud,36,6,42,82,51,77,2024-01-24,24,Low chance of precipitation,1003,9,48,02:00,1,Good,7,Light Cloud,Strong winds from the west south west,WSW,WSW,West South Westerly,40,25,2024-01-23T19:45:00+00:00,2024-01-24T00:39:32.505Z,2655984,Belfast
Gusty winds and partly cloudy,2,5,42,79,49,75,2024-01-24,26,Low chance of precipitation,1006,9,48,03:00,1,Good,2,Partly Cloudy,Gusty winds from the west,W,W,Westerly,38,24,2024-01-23T19:45:00+00:00,2024-01-24T00:39:32.505Z,2655984,Belfast
Gusty winds and partly cloudy,2,5,41,74,46,74,2024-01-24,0,Precipitation is not expected,1008,9,47,04:00,1,Good,2,Partly Cloudy,Gusty winds from the west,W,W,Westerly,37,23,2024-01-23T19:45:00+00:00,2024-01-24T00:39:32.505Z,2655984,Belfast
Gusty winds and partly cloudy,2,5,41,71,44,74,2024-01-24,0,Precipitation is not expected,1010,8,47,05:00,1,Good,2,Partly Cloudy,Gusty winds from the west,W,W,Westerly,35,22,2024-01-23T19:45:00+00:00,2024-01-24T00:39:32.505Z,2655984,Belfast
Gusty winds and partly cloudy,2,5,41,70,43,75,2024-01-24,0,Precipitation is not expected,1012,8,47,06:00,1,Good,2,Partly Cloudy,Gusty winds from the west,W,W,Westerly,33,20,2024-01-23T19:45:00+00:00,2024-01-24T00:39:32.505Z,2655984,Belfast
Gusty winds and partly cloudy,2,5,40,67,42,74,2024-01-24,0,Precipitation is not expected,1013,8,46,07:00,1,Good,2,Partly Cloudy,Gusty winds from the west,W,W,Westerly,33,21,2024-01-23T19:45:00+00:00,2024-01-24T00:39:32.505Z,2655984,Belfast
Partly cloudy and a fresh breeze,2,4,40,57,35,75,2024-01-24,0,Precipitation is not expected,1015,8,46,08:00,1,Good,2,Partly Cloudy,A fresh breeze from the west,W,W,Westerly,31,19,2024-01-23T19:45:00+00:00,2024-01-24T00:39:32.505Z,2655984,Belfast
Sunny intervals and a moderate breeze,3,4,40,48,30,74,2024-01-24,0,Precipitation is not expected,1017,8,46,09:00,1,Good,3,Sunny Intervals,A moderate breeze from the west,W,W,Westerly,27,17,2024-01-23T19:45:00+00:00,2024-01-24T00:39:32.505Z,2655984,Belfast
Sunny intervals and a moderate breeze,3,5,41,45,28,76,2024-01-24,0,Precipitation is not expected,1019,8,46,10:00,1,Good,3,Sunny Intervals,A moderate breeze from the west,W,W,Westerly,23,14,2024-01-23T19:45:00+00:00,2024-01-24T00:39:32.505Z,2655984,Belfast
