enhancedWeatherDescription,extendedWeatherType,feelsLikeTemperatureC,feelsLikeTemperatureF,gustSpeedKph,gustSpeedMph,humidity,localDate,precipitationProbabilityInPercent,precipitationProbabilityText,pressure,temperatureC,temperatureF,timeslot,timeslotLength,visibility,weatherType,weatherTypeText,windDescription,windDirection,windDirectionAbbreviation,windDirectionFull,windSpeedKph,windSpeedMph,issueDate,lastUpdated,location_id,location_name
Light cloud and light winds,7,15,59,8,5,70,2023-07-18,0,Precipitation is not expected,1016,14,58,10:00,1,Good,7,Light Cloud,Light winds from the west south west,WSW,WSW,West South Westerly,3,2,2023-07-17T22:53:00+01:00,2023-07-18T09:01:26.272+01:00,2650225,Edinburgh
Sunny intervals and light winds,3,15,59,9,6,67,2023-07-18,0,Precipitation is not expected,1016,15,59,11:00,1,Good,3,Sunny Intervals,Light winds from the south south west,SSW,SSW,South South Westerly,4,2,2023-07-17T22:53:00+01:00,2023-07-18T09:01:26.272+01:00,2650225,Edinburgh
Sunny intervals and light winds,3,16,60,10,6,66,2023-07-18,0,Precipitation is not expected,1015,15,59,12:00,1,Good,3,Sunny Intervals,Light winds from the east,E,E,Easterly,4,3,2023-07-17T22:53:00+01:00,2023-07-18T09:01:26.272+01:00,2650225,Edinburgh
Light cloud and light winds,7,16,61,11,7,65,2023-07-18,0,Precipitation is not expected,1015,15,60,13:00,1,Good,7,Light Cloud,Light winds from the east north east,ENE,ENE,East North Easterly,4,3,2023-07-17T22:53:00+01:00,2023-07-18T09:01:26.272+01:00,2650225,Edinburgh
Drizzle and light winds,11,16,60,12,7,67,2023-07-18,44,Chance of precipitation,1014,15,59,14:00,1,Good,11,Drizzle,Light winds from the north east,NE,NE,North Easterly,5,3,2023-07-17T22:53:00+01:00,2023-07-18T09:01:26.272+01:00,2650225,Edinburgh
Drizzle and light winds,11,16,60,11,7,70,2023-07-18,60,Chance of precipitation,1014,15,59,15:00,1,Good,11,Drizzle,Light winds from the east,E,E,Easterly,5,3,2023-07-17T22:53:00+01:00,2023-07-18T09:01:26.272+01:00,2650225,Edinburgh
Drizzle and light winds,11,16,60,11,7,72,2023-07-18,53,Chance of precipitation,1014,15,59,16:00,1,Good,11,Drizzle,Light winds from the east south east,ESE,ESE,East South Easterly,6,4,2023-07-17T22:53:00+01:00,2023-07-18T09:01:26.272+01:00,2650225,Edinburgh
Light rain showers and light winds,10,16,60,10,6,72,2023-07-18,48,Chance of precipitation,1014,15,59,17:00,1,Good,10,Light Rain Showers,Light winds from the east south east,ESE,ESE,East South Easterly,6,4,2023-07-17T22:53:00+01:00,2023-07-18T09:01:26.272+01:00,2650225,Edinburgh
Light rain showers and light winds,10,16,61,9,6,74,2023-07-18,34,Chance of precipitation,1013,15,59,18:00,1,Good,10,Light Rain Showers,Light winds from the east south east,ESE,ESE,East South Easterly,5,3,2023-07-17T22:53:00+01:00,2023-07-18T09:01:26.272+01:00,2650225,Edinburgh
Sunny intervals and light winds,3,16,60,8,5,74,2023-07-18,29,Low chance of precipitation,1013,15,59,19:00,1,Good,3,Sunny Intervals,Light winds from the south east,SE,SE,South Easterly,4,3,2023-07-17T22:53:00+01:00,2023-07-18T09:01:26.272+01:00,2650225,Edinburgh
Sunny intervals and light winds,3,15,59,8,5,77,2023-07-18,19,Low chance of precipitation,1013,14,58,20:00,1,Good,3,Sunny Intervals,Light winds from the south east,SE,SE,South Easterly,4,2,2023-07-17T22:53:00+01:00,2023-07-18T09:01:26.272+01:00,2650225,Edinburgh
