enhancedWeatherDescription,extendedWeatherType,feelsLikeTemperatureC,feelsLikeTemperatureF,gustSpeedKph,gustSpeedMph,humidity,localDate,precipitationProbabilityInPercent,precipitationProbabilityText,pressure,temperatureC,temperatureF,timeslot,timeslotLength,visibility,weatherType,weatherTypeText,windDescription,windDirection,windDirectionAbbreviation,windDirectionFull,windSpeedKph,windSpeedMph,issueDate,lastUpdated,location_id,location_name
Light cloud and a gentle breeze,36,3,37,36,22,89,2023-01-09,8,Low chance of precipitation,985,6,42,01:00,1,Good,7,Light Cloud,A gentle breeze from the west south west,WSW,WSW,West South Westerly,18,11,2023-01-08T21:08:00+00:00,2023-01-09T00:42:18.719Z,2655984,Belfast
Partly cloudy and a gentle breeze,2,3,37,35,22,89,2023-01-09,12,Low chance of precipitation,986,5,42,02:00,1,Good,2,Partly Cloudy,A gentle breeze from the west south west,WSW,WSW,West South Westerly,17,11,2023-01-08T21:08:00+00:00,2023-01-09T00:42:18.719Z,2655984,Belfast
Partly cloudy and a gentle breeze,2,3,37,36,22,88,2023-01-09,17,Low chance of precipitation,988,5,42,03:00,1,Good,2,Partly Cloudy,A gentle breeze from the west south west,WSW,WSW,West South Westerly,17,11,2023-01-08T21:08:00+00:00,2023-01-09T00:42:18.719Z,2655984,Belfast
Partly cloudy and a gentle breeze,2,2,36,37,23,87,2023-01-09,17,Low chance of precipitation,989,5,41,04:00,1,Good,2,Partly Cloudy,A gentle breeze from the west south west,WSW,WSW,West South Westerly,17,11,2023-01-08T21:08:00+00:00,2023-01-09T00:42:18.719Z,2655984,Belfast
A clear sky and a gentle breeze,0,2,35,38,24,86,2023-01-09,17,Low chance of precipitation,990,5,41,05:00,1,Good,0,Clear Sky,A gentle breeze from the west south west,WSW,WSW,West South Westerly,18,11,2023-01-08T21:08:00+00:00,2023-01-09T00:42:18.719Z,2655984,Belfast
A clear sky and a gentle breeze,0,1,34,40,25,87,2023-01-09,18,Low chance of precipitation,991,5,40,06:00,1,Good,0,Clear Sky,A gentle breeze from the west south west,WSW,WSW,West South Westerly,19,12,2023-01-08T21:08:00+00:00,2023-01-09T00:42:18.719Z,2655984,Belfast
A clear sky and a gentle breeze,0,1,33,44,28,87,2023-01-09,17,Low chance of precipitation,992,4,40,07:00,1,Good,0,Clear Sky,A gentle breeze from the west south west,WSW,WSW,West South Westerly,20,12,2023-01-08T21:08:00+00:00,2023-01-09T00:42:18.719Z,2655984,Belfast
Light cloud and a moderate breeze,36,1,33,50,31,87,2023-01-09,15,Low chance of precipitation,993,5,40,08:00,1,Good,7,Light Cloud,A moderate breeze from the west south west,WSW,WSW,West South Westerly,22,14,2023-01-08T21:08:00+00:00,2023-01-09T00:42:18.719Z,2655984,Belfast
Light cloud and a moderate breeze,7,1,33,52,32,86,2023-01-09,13,Low chance of precipitation,994,5,41,09:00,1,Good,7,Light Cloud,A moderate breeze from the west south west,WSW,WSW,West South Westerly,24,15,2023-01-08T21:08:00+00:00,2023-01-09T00:42:18.719Z,2655984,Belfast
Light cloud and a moderate breeze,7,1,34,51,32,85,2023-01-09,16,Low chance of precipitation,995,5,41,10:00,1,Good,7,Light Cloud,A moderate breeze from the west south west,WSW,WSW,West South Westerly,25,16,2023-01-08T21:08:00+00:00,2023-01-09T00:42:18.719Z,2655984,Belfast
Light cloud and a moderate breeze,7,2,36,52,32,84,2023-01-09,19,Low chance of precipitation,995,6,43,11:00,1,Good,7,Light Cloud,A moderate breeze from the west south west,WSW,WSW,West South Westerly,25,16,2023-01-08T21:08:00+00:00,2023-01-09T00:42:18.719Z,2655984,Belfast
Light cloud and a moderate breeze,7,3,37,53,33,83,2023-01-09,22,Low chance of precipitation,996,7,44,12:00,1,Good,7,Light Cloud,A moderate breeze from the west south west,WSW,WSW,West South Westerly,26,16,2023-01-08T21:08:00+00:00,2023-01-09T00:42:18.719Z,2655984,Belfast
Light cloud and a moderate breeze,7,3,38,53,33,82,2023-01-09,29,Low chance of precipitation,997,7,44,13:00,1,Good,7,Light Cloud,A moderate breeze from the west south west,WSW,WSW,West South Westerly,26,16,2023-01-08T21:08:00+00:00,2023-01-09T00:42:18.719Z,2655984,Belfast
Light rain showers and a moderate breeze,10,4,39,52,32,83,2023-01-09,39,Chance of precipitation,998,7,44,14:00,1,Good,10,Light Rain Showers,A moderate breeze from the west,W,W,Westerly,25,16,2023-01-08T21:08:00+00:00,2023-01-09T00:42:18.719Z,2655984,Belfast
Light rain showers and a moderate breeze,10,3,38,49,31,83,2023-01-09,43,Chance of precipitation,999,7,44,15:00,1,Good,10,Light Rain Showers,A moderate breeze from the west,W,W,Westerly,24,15,2023-01-08T21:08:00+00:00,2023-01-09T00:42:18.719Z,2655984,Belfast
Light cloud and a moderate breeze,7,3,38,47,29,83,2023-01-09,30,Low chance of precipitation,1001,7,44,16:00,1,Good,7,Light Cloud,A moderate breeze from the west,W,W,Westerly,23,14,2023-01-08T21:08:00+00:00,2023-01-09T00:42:18.719Z,2655984,Belfast
Light cloud and a moderate breeze,36,3,37,44,27,82,2023-01-09,17,Low chance of precipitation,1002,6,43,17:00,1,Good,7,Light Cloud,A moderate breeze from the west,W,W,Westerly,22,14,2023-01-08T21:08:00+00:00,2023-01-09T00:42:18.719Z,2655984,Belfast
Light cloud and a moderate breeze,36,3,37,41,26,83,2023-01-09,12,Low chance of precipitation,1004,6,43,18:00,1,Good,7,Light Cloud,A moderate breeze from the west,W,W,Westerly,22,13,2023-01-08T21:08:00+00:00,2023-01-09T00:42:18.719Z,2655984,Belfast
Light cloud and a gentle breeze,36,2,36,38,24,85,2023-01-09,9,Low chance of precipitation,1005,6,42,19:00,1,Good,7,Light Cloud,A gentle breeze from the west south west,WSW,WSW,West South Westerly,20,12,2023-01-08T21:08:00+00:00,2023-01-09T00:42:18.719Z,2655984,Belfast
Light cloud and a gentle breeze,36,2,36,36,23,87,2023-01-09,7,Low chance of precipitation,1005,5,41,20:00,1,Good,7,Light Cloud,A gentle breeze from the west south west,WSW,WSW,West South Westerly,18,11,2023-01-08T21:08:00+00:00,2023-01-09T00:42:18.719Z,2655984,Belfast
Light cloud and a gentle breeze,36,2,35,37,23,88,2023-01-09,5,Low chance of precipitation,1006,5,41,21:00,1,Good,7,Light Cloud,A gentle breeze from the south west,SW,SW,South Westerly,18,11,2023-01-08T21:08:00+00:00,2023-01-09T00:42:18.719Z,2655984,Belfast
Light cloud and a gentle breeze,36,2,35,39,24,87,2023-01-09,5,Low chance of precipitation,1006,5,41,22:00,1,Good,7,Light Cloud,A gentle breeze from the south west,SW,SW,South Westerly,18,11,2023-01-08T21:08:00+00:00,2023-01-09T00:42:18.719Z,2655984,Belfast
Light cloud and a gentle breeze,36,1,35,41,26,87,2023-01-09,5,Low chance of precipitation,1007,5,41,23:00,1,Good,7,Light Cloud,A gentle breeze from the south south west,SSW,SSW,South South Westerly,19,12,2023-01-08T21:08:00+00:00,2023-01-09T00:42:18.719Z,2655984,Belfast
Light cloud and a gentle breeze,36,1,34,42,26,86,2023-01-10,7,Low chance of precipitation,1007,5,41,00:00,1,Good,7,Light Cloud,A gentle breeze from the south south west,SSW,SSW,South South Westerly,20,12,2023-01-08T21:08:00+00:00,2023-01-09T00:42:18.719Z,2655984,Belfast
Light cloud and a moderate breeze,36,1,34,42,26,85,2023-01-10,16,Low chance of precipitation,1006,5,41,01:00,1,Good,7,Light Cloud,A moderate breeze from the south,S,S,Southerly,22,14,2023-01-08T21:08:00+00:00,2023-01-09T00:42:18.719Z,2655984,Belfast
Light rain and a moderate breeze,39,1,34,44,27,84,2023-01-10,28,Low chance of precipitation,1005,5,41,02:00,1,Good,12,Light Rain,A moderate breeze from the south,S,S,Southerly,23,15,2023-01-08T21:08:00+00:00,2023-01-09T00:42:18.719Z,2655984,Belfast
Light rain and a moderate breeze,39,1,34,47,29,84,2023-01-10,40,Chance of precipitation,1004,5,41,03:00,1,Good,12,Light Rain,A moderate breeze from the south,S,S,Southerly,25,15,2023-01-08T21:08:00+00:00,2023-01-09T00:42:18.719Z,2655984,Belfast
Light rain and a moderate breeze,39,1,35,49,31,87,2023-01-10,64,Chance of precipitation,1002,5,42,04:00,1,Moderate,12,Light Rain,A moderate breeze from the south south east,SSE,SSE,South South Easterly,28,17,2023-01-08T21:08:00+00:00,2023-01-09T00:42:18.719Z,2655984,Belfast
Heavy rain and a fresh breeze,40,2,36,51,32,91,2023-01-10,82,High chance of precipitation,1000,6,43,05:00,1,Moderate,15,Heavy Rain,A fresh breeze from the south south east,SSE,SSE,South South Easterly,30,19,2023-01-08T21:08:00+00:00,2023-01-09T00:42:18.719Z,2655984,Belfast
Heavy rain and a fresh breeze,40,3,38,50,31,93,2023-01-10,86,High chance of precipitation,997,7,44,06:00,1,Moderate,15,Heavy Rain,A fresh breeze from the south south east,SSE,SSE,South South Easterly,31,19,2023-01-08T21:08:00+00:00,2023-01-09T00:42:18.719Z,2655984,Belfast
