enhancedWeatherDescription,extendedWeatherType,feelsLikeTemperatureC,feelsLikeTemperatureF,gustSpeedKph,gustSpeedMph,humidity,localDate,precipitationProbabilityInPercent,precipitationProbabilityText,pressure,temperatureC,temperatureF,timeslot,timeslotLength,visibility,weatherType,weatherTypeText,windDescription,windDirection,windDirectionAbbreviation,windDirectionFull,windSpeedKph,windSpeedMph,issueDate,lastUpdated,location_id,location_name
A clear sky and a moderate breeze,0,41,105,24,15,22,2023-07-28,0,Precipitation is not expected,1003,38,101,20:00,1,Good,0,Clear Sky,A moderate breeze from the north north west,NNW,NNW,North North Westerly,22,14,2023-07-28T12:00:00+03:00,2023-07-28T19:02:05.535+03:00,105343,Jeddah
A clear sky and a gentle breeze,0,41,105,21,13,27,2023-07-28,0,Precipitation is not expected,1004,37,99,21:00,1,Good,0,Clear Sky,A gentle breeze from the north north west,NNW,NNW,North North Westerly,16,10,2023-07-28T12:00:00+03:00,2023-07-28T19:02:05.535+03:00,105343,Jeddah
A clear sky and a gentle breeze,0,40,104,18,11,28,2023-07-28,0,Precipitation is not expected,1004,36,97,22:00,1,Good,0,Clear Sky,A gentle breeze from the north,N,N,Northerly,14,9,2023-07-28T12:00:00+03:00,2023-07-28T19:02:05.535+03:00,105343,Jeddah
A clear sky and a gentle breeze,0,39,102,17,10,26,2023-07-28,0,Precipitation is not expected,1004,36,97,23:00,1,Good,0,Clear Sky,A gentle breeze from the north,N,N,Northerly,14,9,2023-07-28T12:00:00+03:00,2023-07-28T19:02:05.535+03:00,105343,Jeddah
A clear sky and a gentle breeze,0,39,102,15,9,26,2023-07-29,0,Precipitation is not expected,1003,36,97,00:00,1,Good,0,Clear Sky,A gentle breeze from the north north east,NNE,NNE,North North Easterly,13,8,2023-07-28T12:00:00+03:00,2023-07-28T19:02:05.535+03:00,105343,Jeddah
A clear sky and light winds,0,37,99,15,9,25,2023-07-29,0,Precipitation is not expected,1003,35,95,01:00,1,Good,0,Clear Sky,Light winds from the north,N,N,Northerly,12,7,2023-07-28T12:00:00+03:00,2023-07-28T19:02:05.535+03:00,105343,Jeddah
A clear sky and light winds,0,36,97,15,9,26,2023-07-29,0,Precipitation is not expected,1002,34,93,02:00,1,Good,0,Clear Sky,Light winds from the north,N,N,Northerly,11,7,2023-07-28T12:00:00+03:00,2023-07-28T19:02:05.535+03:00,105343,Jeddah
A clear sky and light winds,0,36,97,17,10,27,2023-07-29,0,Precipitation is not expected,1002,34,93,03:00,1,Good,0,Clear Sky,Light winds from the north north west,NNW,NNW,North North Westerly,10,6,2023-07-28T12:00:00+03:00,2023-07-28T19:02:05.535+03:00,105343,Jeddah
A clear sky and light winds,0,35,96,17,10,29,2023-07-29,0,Precipitation is not expected,1002,33,91,04:00,1,Good,0,Clear Sky,Light winds from the north,N,N,Northerly,10,6,2023-07-28T12:00:00+03:00,2023-07-28T19:02:05.535+03:00,105343,Jeddah
A clear sky and light winds,0,35,96,17,10,34,2023-07-29,0,Precipitation is not expected,1002,32,90,05:00,1,Good,0,Clear Sky,Light winds from the north north west,NNW,NNW,North North Westerly,9,6,2023-07-28T12:00:00+03:00,2023-07-28T19:02:05.535+03:00,105343,Jeddah
Sunny and light winds,1,37,98,18,11,39,2023-07-29,0,Precipitation is not expected,1003,32,89,06:00,1,Good,1,Sunny,Light winds from the north north west,NNW,NNW,North North Westerly,10,6,2023-07-28T12:00:00+03:00,2023-07-28T19:02:05.535+03:00,105343,Jeddah
Sunny and light winds,1,39,101,24,15,41,2023-07-29,0,Precipitation is not expected,1003,33,91,07:00,1,Good,1,Sunny,Light winds from the north north west,NNW,NNW,North North Westerly,11,7,2023-07-28T12:00:00+03:00,2023-07-28T19:02:05.535+03:00,105343,Jeddah
Sunny and a gentle breeze,1,41,107,28,17,39,2023-07-29,0,Precipitation is not expected,1004,35,95,08:00,1,Good,1,Sunny,A gentle breeze from the north north west,NNW,NNW,North North Westerly,14,9,2023-07-28T12:00:00+03:00,2023-07-28T19:02:05.535+03:00,105343,Jeddah
Sunny and a gentle breeze,1,45,112,29,18,36,2023-07-29,0,Precipitation is not expected,1004,37,99,09:00,1,Good,1,Sunny,A gentle breeze from the north north west,NNW,NNW,North North Westerly,16,10,2023-07-28T12:00:00+03:00,2023-07-28T19:02:05.535+03:00,105343,Jeddah
Sunny and a gentle breeze,1,45,114,31,19,28,2023-07-29,0,Precipitation is not expected,1004,40,103,10:00,1,Good,1,Sunny,A gentle breeze from the north north west,NNW,NNW,North North Westerly,18,11,2023-07-28T12:00:00+03:00,2023-07-28T19:02:05.535+03:00,105343,Jeddah
Sunny and a moderate breeze,1,46,115,35,22,23,2023-07-29,0,Precipitation is not expected,1004,41,107,11:00,1,Good,1,Sunny,A moderate breeze from the north west,NW,NW,North Westerly,21,13,2023-07-28T12:00:00+03:00,2023-07-28T19:02:05.535+03:00,105343,Jeddah
Sunny and a moderate breeze,1,47,117,37,23,20,2023-07-29,0,Precipitation is not expected,1003,43,109,12:00,1,Good,1,Sunny,A moderate breeze from the north west,NW,NW,North Westerly,23,14,2023-07-28T12:00:00+03:00,2023-07-28T19:02:05.535+03:00,105343,Jeddah
Sunny and a moderate breeze,1,47,116,39,24,18,2023-07-29,0,Precipitation is not expected,1003,43,110,13:00,1,Good,1,Sunny,A moderate breeze from the north west,NW,NW,North Westerly,25,15,2023-07-28T12:00:00+03:00,2023-07-28T19:02:05.535+03:00,105343,Jeddah
Sunny and a moderate breeze,1,46,115,39,24,17,2023-07-29,0,Precipitation is not expected,1002,43,110,14:00,1,Good,1,Sunny,A moderate breeze from the north west,NW,NW,North Westerly,27,17,2023-07-28T12:00:00+03:00,2023-07-28T19:02:05.535+03:00,105343,Jeddah
Sunny and a moderate breeze,1,46,115,37,23,18,2023-07-29,0,Precipitation is not expected,1002,43,110,15:00,1,Good,1,Sunny,A moderate breeze from the north west,NW,NW,North Westerly,25,15,2023-07-28T12:00:00+03:00,2023-07-28T19:02:05.535+03:00,105343,Jeddah
Sunny and a moderate breeze,1,45,113,34,21,16,2023-07-29,0,Precipitation is not expected,1002,43,109,16:00,1,Good,1,Sunny,A moderate breeze from the north west,NW,NW,North Westerly,26,16,2023-07-28T12:00:00+03:00,2023-07-28T19:02:05.535+03:00,105343,Jeddah
Sunny and a moderate breeze,1,44,112,31,19,16,2023-07-29,0,Precipitation is not expected,1001,42,108,17:00,1,Good,1,Sunny,A moderate breeze from the north west,NW,NW,North Westerly,24,15,2023-07-28T12:00:00+03:00,2023-07-28T19:02:05.535+03:00,105343,Jeddah
Sunny and a moderate breeze,1,43,110,26,16,16,2023-07-29,0,Precipitation is not expected,1001,42,107,18:00,1,Good,1,Sunny,A moderate breeze from the north west,NW,NW,North Westerly,21,13,2023-07-28T12:00:00+03:00,2023-07-28T19:02:05.535+03:00,105343,Jeddah
Sunny and a gentle breeze,1,41,106,21,13,16,2023-07-29,0,Precipitation is not expected,1001,40,104,19:00,1,Good,1,Sunny,A gentle breeze from the north north west,NNW,NNW,North North Westerly,19,12,2023-07-28T12:00:00+03:00,2023-07-28T19:02:05.535+03:00,105343,Jeddah
A clear sky and a gentle breeze,0,40,104,15,9,17,2023-07-29,0,Precipitation is not expected,1002,39,102,20:00,1,Good,0,Clear Sky,A gentle breeze from the north north west,NNW,NNW,North North Westerly,14,9,2023-07-28T12:00:00+03:00,2023-07-28T19:02:05.535+03:00,105343,Jeddah
A clear sky and light winds,0,39,103,13,8,19,2023-07-29,0,Precipitation is not expected,1002,38,100,21:00,1,Good,0,Clear Sky,Light winds from the north,N,N,Northerly,10,6,2023-07-28T12:00:00+03:00,2023-07-28T19:02:05.535+03:00,105343,Jeddah
A clear sky and light winds,0,38,100,11,7,19,2023-07-29,0,Precipitation is not expected,1002,37,98,22:00,1,Good,0,Clear Sky,Not available,-99,-99,Direction not available,9,6,2023-07-28T12:00:00+03:00,2023-07-28T19:02:05.535+03:00,105343,Jeddah
A clear sky and light winds,0,37,99,8,5,20,2023-07-29,0,Precipitation is not expected,1002,36,97,23:00,1,Good,0,Clear Sky,Light winds from the north north west,NNW,NNW,North North Westerly,9,5,2023-07-28T12:00:00+03:00,2023-07-28T19:02:05.535+03:00,105343,Jeddah
A clear sky and light winds,0,37,99,11,7,21,2023-07-30,0,Precipitation is not expected,1002,36,96,00:00,1,Good,0,Clear Sky,Light winds from the north west,NW,NW,North Westerly,7,5,2023-07-28T12:00:00+03:00,2023-07-28T19:02:05.535+03:00,105343,Jeddah
A clear sky and light winds,0,37,98,13,8,28,2023-07-30,0,Precipitation is not expected,1002,34,94,01:00,1,Good,0,Clear Sky,Light winds from the west north west,WNW,WNW,West North Westerly,9,6,2023-07-28T12:00:00+03:00,2023-07-28T19:02:05.535+03:00,105343,Jeddah
A clear sky and light winds,0,38,100,13,8,38,2023-07-30,0,Precipitation is not expected,1002,33,91,02:00,1,Good,0,Clear Sky,Light winds from the north west,NW,NW,North Westerly,10,6,2023-07-28T12:00:00+03:00,2023-07-28T19:02:05.535+03:00,105343,Jeddah
A clear sky and light winds,0,40,103,13,8,49,2023-07-30,0,Precipitation is not expected,1002,32,90,03:00,1,Good,0,Clear Sky,Light winds from the west north west,WNW,WNW,West North Westerly,10,6,2023-07-28T12:00:00+03:00,2023-07-28T19:02:05.535+03:00,105343,Jeddah
A clear sky and light winds,0,39,102,11,7,53,2023-07-30,0,Precipitation is not expected,1002,31,88,04:00,1,Good,0,Clear Sky,Light winds from the north west,NW,NW,North Westerly,8,5,2023-07-28T12:00:00+03:00,2023-07-28T19:02:05.535+03:00,105343,Jeddah
A clear sky and light winds,0,39,103,11,7,58,2023-07-30,0,Precipitation is not expected,1002,31,87,05:00,1,Good,0,Clear Sky,Light winds from the north north west,NNW,NNW,North North Westerly,7,5,2023-07-28T12:00:00+03:00,2023-07-28T19:02:05.535+03:00,105343,Jeddah
Sunny and light winds,1,40,104,13,8,62,2023-07-30,0,Precipitation is not expected,1002,30,87,06:00,1,Good,1,Sunny,Light winds from the north,N,N,Northerly,8,5,2023-07-28T12:00:00+03:00,2023-07-28T19:02:05.535+03:00,105343,Jeddah
Sunny and light winds,1,40,104,13,8,55,2023-07-30,0,Precipitation is not expected,1003,31,89,07:00,1,Good,1,Sunny,Light winds from the north,N,N,Northerly,8,5,2023-07-28T12:00:00+03:00,2023-07-28T19:02:05.535+03:00,105343,Jeddah
Sunny and light winds,1,41,106,15,9,47,2023-07-30,0,Precipitation is not expected,1003,33,92,08:00,1,Good,1,Sunny,Light winds from the north,N,N,Northerly,8,5,2023-07-28T12:00:00+03:00,2023-07-28T19:02:05.535+03:00,105343,Jeddah
Sunny and light winds,1,43,110,15,9,37,2023-07-30,0,Precipitation is not expected,1003,36,97,09:00,1,Good,1,Sunny,Light winds from the north north west,NNW,NNW,North North Westerly,9,6,2023-07-28T12:00:00+03:00,2023-07-28T19:02:05.535+03:00,105343,Jeddah
Sunny and light winds,1,44,111,17,10,29,2023-07-30,0,Precipitation is not expected,1004,38,101,10:00,1,Good,1,Sunny,Light winds from the north west,NW,NW,North Westerly,11,7,2023-07-28T12:00:00+03:00,2023-07-28T19:02:05.535+03:00,105343,Jeddah
Sunny and a gentle breeze,1,45,112,18,11,25,2023-07-30,0,Precipitation is not expected,1003,40,104,11:00,1,Good,1,Sunny,A gentle breeze from the west north west,WNW,WNW,West North Westerly,13,8,2023-07-28T12:00:00+03:00,2023-07-28T19:02:05.535+03:00,105343,Jeddah
Sunny and a gentle breeze,1,45,113,21,13,22,2023-07-30,0,Precipitation is not expected,1003,41,106,12:00,1,Good,1,Sunny,A gentle breeze from the west north west,WNW,WNW,West North Westerly,15,9,2023-07-28T12:00:00+03:00,2023-07-28T19:02:05.535+03:00,105343,Jeddah
Sunny and a gentle breeze,1,45,113,23,14,20,2023-07-30,0,Precipitation is not expected,1003,41,107,13:00,1,Good,1,Sunny,A gentle breeze from the west north west,WNW,WNW,West North Westerly,18,11,2023-07-28T12:00:00+03:00,2023-07-28T19:02:05.535+03:00,105343,Jeddah
Sunny and a gentle breeze,1,45,112,25,15,20,2023-07-30,0,Precipitation is not expected,1002,41,107,14:00,1,Good,1,Sunny,A gentle breeze from the west north west,WNW,WNW,West North Westerly,20,12,2023-07-28T12:00:00+03:00,2023-07-28T19:02:05.535+03:00,105343,Jeddah
Sunny and a gentle breeze,1,45,113,23,14,21,2023-07-30,0,Precipitation is not expected,1002,41,107,15:00,1,Good,1,Sunny,A gentle breeze from the west north west,WNW,WNW,West North Westerly,20,12,2023-07-28T12:00:00+03:00,2023-07-28T19:02:05.535+03:00,105343,Jeddah
Sunny and a moderate breeze,1,44,111,21,13,22,2023-07-30,0,Precipitation is not expected,1002,41,105,16:00,1,Good,1,Sunny,A moderate breeze from the west north west,WNW,WNW,West North Westerly,21,13,2023-07-28T12:00:00+03:00,2023-07-28T19:02:05.535+03:00,105343,Jeddah
Sunny and a gentle breeze,1,44,111,20,12,23,2023-07-30,0,Precipitation is not expected,1001,40,104,17:00,1,Good,1,Sunny,A gentle breeze from the west north west,WNW,WNW,West North Westerly,20,12,2023-07-28T12:00:00+03:00,2023-07-28T19:02:05.535+03:00,105343,Jeddah
Sunny and a gentle breeze,1,43,110,18,11,25,2023-07-30,0,Precipitation is not expected,1001,39,102,18:00,1,Good,1,Sunny,A gentle breeze from the north west,NW,NW,North Westerly,18,11,2023-07-28T12:00:00+03:00,2023-07-28T19:02:05.535+03:00,105343,Jeddah
Sunny and a gentle breeze,1,41,107,16,10,27,2023-07-30,0,Precipitation is not expected,1002,37,99,19:00,1,Good,1,Sunny,A gentle breeze from the north west,NW,NW,North Westerly,17,11,2023-07-28T12:00:00+03:00,2023-07-28T19:02:05.535+03:00,105343,Jeddah
A clear sky and a gentle breeze,0,41,106,14,9,31,2023-07-30,0,Precipitation is not expected,1002,36,97,20:00,1,Good,0,Clear Sky,A gentle breeze from the north west,NW,NW,North Westerly,14,9,2023-07-28T12:00:00+03:00,2023-07-28T19:02:05.535+03:00,105343,Jeddah
A clear sky and light winds,0,41,106,11,7,35,2023-07-30,0,Precipitation is not expected,1002,35,96,21:00,1,Good,0,Clear Sky,Light winds from the north west,NW,NW,North Westerly,10,6,2023-07-28T12:00:00+03:00,2023-07-28T19:02:05.535+03:00,105343,Jeddah
A clear sky and light winds,0,39,103,9,6,36,2023-07-30,0,Precipitation is not expected,1003,34,94,22:00,1,Good,0,Clear Sky,Light winds from the north north west,NNW,NNW,North North Westerly,9,6,2023-07-28T12:00:00+03:00,2023-07-28T19:02:05.535+03:00,105343,Jeddah
A clear sky and light winds,0,38,101,7,4,36,2023-07-30,0,Precipitation is not expected,1003,34,93,23:00,1,Good,0,Clear Sky,Light winds from the north west,NW,NW,North Westerly,7,5,2023-07-28T12:00:00+03:00,2023-07-28T19:02:05.535+03:00,105343,Jeddah
A clear sky and light winds,0,38,101,7,5,36,2023-07-31,0,Precipitation is not expected,1002,34,93,00:00,1,Good,0,Clear Sky,Light winds from the north west,NW,NW,North Westerly,5,3,2023-07-28T12:00:00+03:00,2023-07-28T19:02:05.535+03:00,105343,Jeddah
A clear sky and light winds,0,37,99,8,5,38,2023-07-31,0,Precipitation is not expected,1002,33,91,01:00,1,Good,0,Clear Sky,Light winds from the north west,NW,NW,North Westerly,5,3,2023-07-28T12:00:00+03:00,2023-07-28T19:02:05.535+03:00,105343,Jeddah
A clear sky and light winds,0,37,98,9,6,42,2023-07-31,0,Precipitation is not expected,1001,31,89,02:00,1,Good,0,Clear Sky,Light winds from the north west,NW,NW,North Westerly,5,3,2023-07-28T12:00:00+03:00,2023-07-28T19:02:05.535+03:00,105343,Jeddah
A clear sky and light winds,0,39,101,10,6,51,2023-07-31,0,Precipitation is not expected,1001,31,88,03:00,1,Good,0,Clear Sky,Light winds from the west north west,WNW,WNW,West North Westerly,7,4,2023-07-28T12:00:00+03:00,2023-07-28T19:02:05.535+03:00,105343,Jeddah
A clear sky and light winds,0,38,101,11,7,58,2023-07-31,0,Precipitation is not expected,1002,30,86,04:00,1,Good,0,Clear Sky,Light winds from the north west,NW,NW,North Westerly,7,4,2023-07-28T12:00:00+03:00,2023-07-28T19:02:05.535+03:00,105343,Jeddah
A clear sky and light winds,0,39,101,12,8,64,2023-07-31,0,Precipitation is not expected,1002,29,85,05:00,1,Good,0,Clear Sky,Light winds from the north north west,NNW,NNW,North North Westerly,6,4,2023-07-28T12:00:00+03:00,2023-07-28T19:02:05.535+03:00,105343,Jeddah
Sunny and light winds,1,39,103,12,8,69,2023-07-31,0,Precipitation is not expected,1002,29,85,06:00,1,Good,1,Sunny,Light winds from the north north west,NNW,NNW,North North Westerly,8,5,2023-07-28T12:00:00+03:00,2023-07-28T19:02:05.535+03:00,105343,Jeddah
Sunny and light winds,1,40,104,13,8,64,2023-07-31,0,Precipitation is not expected,1003,30,86,07:00,1,Good,1,Sunny,Light winds from the north,N,N,Northerly,8,5,2023-07-28T12:00:00+03:00,2023-07-28T19:02:05.535+03:00,105343,Jeddah
Sunny and light winds,1,41,107,13,8,55,2023-07-31,0,Precipitation is not expected,1003,32,90,08:00,1,Good,1,Sunny,Light winds from the north,N,N,Northerly,10,6,2023-07-28T12:00:00+03:00,2023-07-28T19:02:05.535+03:00,105343,Jeddah
Sunny and light winds,1,44,111,15,9,46,2023-07-31,0,Precipitation is not expected,1004,35,95,09:00,1,Good,1,Sunny,Light winds from the north,N,N,Northerly,10,6,2023-07-28T12:00:00+03:00,2023-07-28T19:02:05.535+03:00,105343,Jeddah
Sunny and light winds,1,44,111,17,10,33,2023-07-31,0,Precipitation is not expected,1004,37,99,10:00,1,Good,1,Sunny,Light winds from the north north west,NNW,NNW,North North Westerly,11,7,2023-07-28T12:00:00+03:00,2023-07-28T19:02:05.535+03:00,105343,Jeddah
Sunny and a gentle breeze,1,44,112,18,11,26,2023-07-31,0,Precipitation is not expected,1004,40,103,11:00,1,Good,1,Sunny,A gentle breeze from the west north west,WNW,WNW,West North Westerly,12,8,2023-07-28T12:00:00+03:00,2023-07-28T19:02:05.535+03:00,105343,Jeddah
Sunny and a gentle breeze,1,46,114,19,12,23,2023-07-31,0,Precipitation is not expected,1004,41,106,12:00,1,Good,1,Sunny,A gentle breeze from the west,W,W,Westerly,14,9,2023-07-28T12:00:00+03:00,2023-07-28T19:02:05.535+03:00,105343,Jeddah
Sunny and a gentle breeze,1,45,114,19,12,23,2023-07-31,0,Precipitation is not expected,1003,41,106,13:00,1,Good,1,Sunny,A gentle breeze from the west,W,W,Westerly,16,10,2023-07-28T12:00:00+03:00,2023-07-28T19:02:05.535+03:00,105343,Jeddah
Sunny and a gentle breeze,1,45,113,20,12,22,2023-07-31,0,Precipitation is not expected,1003,41,106,14:00,1,Good,1,Sunny,A gentle breeze from the west,W,W,Westerly,18,11,2023-07-28T12:00:00+03:00,2023-07-28T19:02:05.535+03:00,105343,Jeddah
Sunny and a gentle breeze,1,45,113,17,11,24,2023-07-31,0,Precipitation is not expected,1003,41,105,15:00,1,Good,1,Sunny,A gentle breeze from the west,W,W,Westerly,17,11,2023-07-28T12:00:00+03:00,2023-07-28T19:02:05.535+03:00,105343,Jeddah
Sunny and a gentle breeze,1,44,111,15,10,23,2023-07-31,0,Precipitation is not expected,1002,40,104,16:00,1,Good,1,Sunny,A gentle breeze from the west,W,W,Westerly,17,11,2023-07-28T12:00:00+03:00,2023-07-28T19:02:05.535+03:00,105343,Jeddah
Sunny and a gentle breeze,1,43,110,12,8,22,2023-07-31,0,Precipitation is not expected,1002,40,104,17:00,1,Good,1,Sunny,A gentle breeze from the west north west,WNW,WNW,West North Westerly,15,10,2023-07-28T12:00:00+03:00,2023-07-28T19:02:05.535+03:00,105343,Jeddah
Sunny and a gentle breeze,1,43,109,12,8,23,2023-07-31,0,Precipitation is not expected,1003,39,103,18:00,1,Good,1,Sunny,A gentle breeze from the west north west,WNW,WNW,West North Westerly,12,8,2023-07-28T12:00:00+03:00,2023-07-28T19:02:05.535+03:00,105343,Jeddah
