enhancedWeatherDescription,extendedWeatherType,feelsLikeTemperatureC,feelsLikeTemperatureF,gustSpeedKph,gustSpeedMph,humidity,localDate,precipitationProbabilityInPercent,precipitationProbabilityText,pressure,temperatureC,temperatureF,timeslot,timeslotLength,visibility,weatherType,weatherTypeText,windDescription,windDirection,windDirectionAbbreviation,windDirectionFull,windSpeedKph,windSpeedMph,issueDate,lastUpdated,location_id,location_name
Light rain and light winds,12,20,69,14,9,77,2024-07-20,64,Chance of precipitation,1003,18,65,18:00,1,Moderate,12,Light Rain,Light winds from the south west,SW,SW,South Westerly,9,5,2024-07-20T10:45:00+01:00,2024-07-20T17:00:04.261+01:00,2650225,Edinburgh
Light rain and light winds,12,20,67,14,9,80,2024-07-20,74,High chance of precipitation,1003,18,64,19:00,1,Moderate,12,Light Rain,Light winds from the west south west,WSW,WSW,West South Westerly,8,5,2024-07-20T10:45:00+01:00,2024-07-20T17:00:04.261+01:00,2650225,Edinburgh
Light rain and light winds,12,19,66,14,9,83,2024-07-20,82,High chance of precipitation,1004,17,62,20:00,1,Moderate,12,Light Rain,Light winds from the west south west,WSW,WSW,West South Westerly,8,5,2024-07-20T10:45:00+01:00,2024-07-20T17:00:04.261+01:00,2650225,Edinburgh
Light rain and light winds,12,18,64,14,9,86,2024-07-20,77,High chance of precipitation,1004,16,61,21:00,1,Moderate,12,Light Rain,Light winds from the west south west,WSW,WSW,West South Westerly,8,5,2024-07-20T10:45:00+01:00,2024-07-20T17:00:04.261+01:00,2650225,Edinburgh
Light rain and light winds,39,17,62,18,11,91,2024-07-20,90,High chance of precipitation,1004,15,59,22:00,1,Moderate,12,Light Rain,Light winds from the west south west,WSW,WSW,West South Westerly,8,5,2024-07-20T10:45:00+01:00,2024-07-20T17:00:04.261+01:00,2650225,Edinburgh
Heavy rain and light winds,40,16,60,28,17,92,2024-07-20,90,High chance of precipitation,1004,15,58,23:00,1,Moderate,15,Heavy Rain,Light winds from the west south west,WSW,WSW,West South Westerly,11,7,2024-07-20T10:45:00+01:00,2024-07-20T17:00:04.261+01:00,2650225,Edinburgh
Heavy rain and a gentle breeze,40,15,59,32,20,92,2024-07-21,80,High chance of precipitation,1004,14,57,00:00,1,Moderate,15,Heavy Rain,A gentle breeze from the west south west,WSW,WSW,West South Westerly,13,8,2024-07-20T10:45:00+01:00,2024-07-20T17:00:04.261+01:00,2650225,Edinburgh
Heavy rain and a gentle breeze,40,14,57,32,20,92,2024-07-21,80,High chance of precipitation,1004,13,56,01:00,1,Moderate,15,Heavy Rain,A gentle breeze from the west south west,WSW,WSW,West South Westerly,16,10,2024-07-20T10:45:00+01:00,2024-07-20T17:00:04.261+01:00,2650225,Edinburgh
Light rain showers and a gentle breeze,9,13,55,34,21,91,2024-07-21,70,Chance of precipitation,1004,13,55,02:00,1,Good,9,Light Rain Showers,A gentle breeze from the west south west,WSW,WSW,West South Westerly,17,11,2024-07-20T10:45:00+01:00,2024-07-20T17:00:04.261+01:00,2650225,Edinburgh
Light rain and a gentle breeze,39,11,53,36,22,91,2024-07-21,47,Chance of precipitation,1004,12,54,03:00,1,Good,12,Light Rain,A gentle breeze from the west south west,WSW,WSW,West South Westerly,18,11,2024-07-20T10:45:00+01:00,2024-07-20T17:00:04.261+01:00,2650225,Edinburgh
