enhancedWeatherDescription,extendedWeatherType,feelsLikeTemperatureC,feelsLikeTemperatureF,gustSpeedKph,gustSpeedMph,humidity,localDate,precipitationProbabilityInPercent,precipitationProbabilityText,pressure,temperatureC,temperatureF,timeslot,timeslotLength,visibility,weatherType,weatherTypeText,windDescription,windDirection,windDirectionAbbreviation,windDirectionFull,windSpeedKph,windSpeedMph,issueDate,lastUpdated,location_id,location_name
Partly cloudy and a gentle breeze,2,10,50,36,22,77,2023-06-02,0,Precipitation is not expected,1025,11,53,02:00,1,Good,2,Partly Cloudy,A gentle breeze from the east north east,ENE,ENE,East North Easterly,19,12,2023-06-01T22:00:00+01:00,2023-06-02T01:48:35.143+01:00,2653822,Cardiff
Partly cloudy and a gentle breeze,2,10,49,34,21,78,2023-06-02,0,Precipitation is not expected,1025,11,52,03:00,1,Good,2,Partly Cloudy,A gentle breeze from the east north east,ENE,ENE,East North Easterly,19,12,2023-06-01T22:00:00+01:00,2023-06-02T01:48:35.143+01:00,2653822,Cardiff
Light cloud and a gentle breeze,36,9,48,34,21,81,2023-06-02,0,Precipitation is not expected,1025,10,50,04:00,1,Good,7,Light Cloud,A gentle breeze from the east north east,ENE,ENE,East North Easterly,18,11,2023-06-01T22:00:00+01:00,2023-06-02T01:48:35.143+01:00,2653822,Cardiff
Light cloud and a gentle breeze,36,8,46,35,22,81,2023-06-02,0,Precipitation is not expected,1025,10,49,05:00,1,Good,7,Light Cloud,A gentle breeze from the east north east,ENE,ENE,East North Easterly,18,11,2023-06-01T22:00:00+01:00,2023-06-02T01:48:35.143+01:00,2653822,Cardiff
Light cloud and a gentle breeze,7,8,46,37,23,82,2023-06-02,0,Precipitation is not expected,1026,9,49,06:00,1,Good,7,Light Cloud,A gentle breeze from the east north east,ENE,ENE,East North Easterly,18,11,2023-06-01T22:00:00+01:00,2023-06-02T01:48:35.143+01:00,2653822,Cardiff
Light cloud and a gentle breeze,7,8,47,37,23,80,2023-06-02,0,Precipitation is not expected,1026,10,50,07:00,1,Good,7,Light Cloud,A gentle breeze from the east north east,ENE,ENE,East North Easterly,20,12,2023-06-01T22:00:00+01:00,2023-06-02T01:48:35.143+01:00,2653822,Cardiff
Sunny intervals and a moderate breeze,3,10,50,37,23,74,2023-06-02,0,Precipitation is not expected,1026,11,53,08:00,1,Good,3,Sunny Intervals,A moderate breeze from the east north east,ENE,ENE,East North Easterly,21,13,2023-06-01T22:00:00+01:00,2023-06-02T01:48:35.143+01:00,2653822,Cardiff
Sunny intervals and a moderate breeze,3,11,51,35,22,70,2023-06-02,0,Precipitation is not expected,1026,12,54,09:00,1,Good,3,Sunny Intervals,A moderate breeze from the east north east,ENE,ENE,East North Easterly,22,14,2023-06-01T22:00:00+01:00,2023-06-02T01:48:35.143+01:00,2653822,Cardiff
Sunny intervals and a moderate breeze,3,12,53,35,22,66,2023-06-02,0,Precipitation is not expected,1026,13,55,10:00,1,Good,3,Sunny Intervals,A moderate breeze from the east north east,ENE,ENE,East North Easterly,22,14,2023-06-01T22:00:00+01:00,2023-06-02T01:48:35.143+01:00,2653822,Cardiff
Sunny intervals and a moderate breeze,3,13,55,35,22,64,2023-06-02,0,Precipitation is not expected,1026,14,57,11:00,1,Good,3,Sunny Intervals,A moderate breeze from the east north east,ENE,ENE,East North Easterly,22,14,2023-06-01T22:00:00+01:00,2023-06-02T01:48:35.143+01:00,2653822,Cardiff
