enhancedWeatherDescription,extendedWeatherType,feelsLikeTemperatureC,feelsLikeTemperatureF,gustSpeedKph,gustSpeedMph,humidity,localDate,precipitationProbabilityInPercent,precipitationProbabilityText,pressure,temperatureC,temperatureF,timeslot,timeslotLength,visibility,weatherType,weatherTypeText,windDescription,windDirection,windDirectionAbbreviation,windDirectionFull,windSpeedKph,windSpeedMph,issueDate,lastUpdated,location_id,location_name
Light cloud and a gentle breeze,36,21,70,23,14,94,2022-08-24,16,Low chance of precipitation,1014,18,64,02:00,1,Good,7,Light Cloud,A gentle breeze from the south,S,S,Southerly,12,8,2022-08-23T22:07:00+01:00,2022-08-24T01:57:15.145+01:00,2653822,Cardiff
Light cloud and a gentle breeze,36,21,70,24,15,94,2022-08-24,22,Low chance of precipitation,1014,18,65,03:00,1,Good,7,Light Cloud,A gentle breeze from the south south west,SSW,SSW,South South Westerly,13,8,2022-08-23T22:07:00+01:00,2022-08-24T01:57:15.145+01:00,2653822,Cardiff
Light rain and a gentle breeze,39,21,71,24,15,93,2022-08-24,33,Chance of precipitation,1014,18,65,04:00,1,Good,12,Light Rain,A gentle breeze from the south south west,SSW,SSW,South South Westerly,14,9,2022-08-23T22:07:00+01:00,2022-08-24T01:57:15.145+01:00,2653822,Cardiff
Light rain and a gentle breeze,39,21,71,24,15,94,2022-08-24,48,Chance of precipitation,1014,18,65,05:00,1,Good,12,Light Rain,A gentle breeze from the south south west,SSW,SSW,South South Westerly,14,9,2022-08-23T22:07:00+01:00,2022-08-24T01:57:15.145+01:00,2653822,Cardiff
Light rain and a gentle breeze,39,21,70,25,16,94,2022-08-24,57,Chance of precipitation,1014,18,65,06:00,1,Good,12,Light Rain,A gentle breeze from the south south west,SSW,SSW,South South Westerly,14,8,2022-08-23T22:07:00+01:00,2022-08-24T01:57:15.145+01:00,2653822,Cardiff
Light rain and a gentle breeze,12,22,72,26,16,94,2022-08-24,58,Chance of precipitation,1014,19,65,07:00,1,Good,12,Light Rain,A gentle breeze from the south south west,SSW,SSW,South South Westerly,14,8,2022-08-23T22:07:00+01:00,2022-08-24T01:57:15.145+01:00,2653822,Cardiff
Light rain and a gentle breeze,12,23,73,27,17,91,2022-08-24,53,Chance of precipitation,1015,19,67,08:00,1,Good,12,Light Rain,A gentle breeze from the south south west,SSW,SSW,South South Westerly,14,9,2022-08-23T22:07:00+01:00,2022-08-24T01:57:15.145+01:00,2653822,Cardiff
Light rain and a gentle breeze,12,24,75,27,17,87,2022-08-24,46,Chance of precipitation,1015,20,68,09:00,1,Good,12,Light Rain,A gentle breeze from the south south west,SSW,SSW,South South Westerly,15,9,2022-08-23T22:07:00+01:00,2022-08-24T01:57:15.145+01:00,2653822,Cardiff
Light rain and a gentle breeze,12,25,76,26,16,82,2022-08-24,37,Chance of precipitation,1015,21,69,10:00,1,Good,12,Light Rain,A gentle breeze from the south west,SW,SW,South Westerly,15,9,2022-08-23T22:07:00+01:00,2022-08-24T01:57:15.145+01:00,2653822,Cardiff
Light rain and a gentle breeze,12,25,78,25,16,77,2022-08-24,28,Low chance of precipitation,1015,21,71,11:00,1,Good,12,Light Rain,A gentle breeze from the south west,SW,SW,South Westerly,15,9,2022-08-23T22:07:00+01:00,2022-08-24T01:57:15.145+01:00,2653822,Cardiff
Light rain and a gentle breeze,12,26,79,25,16,74,2022-08-24,23,Low chance of precipitation,1015,22,72,12:00,1,Good,12,Light Rain,A gentle breeze from the south west,SW,SW,South Westerly,15,9,2022-08-23T22:07:00+01:00,2022-08-24T01:57:15.145+01:00,2653822,Cardiff
Light cloud and a gentle breeze,7,26,79,26,16,71,2022-08-24,19,Low chance of precipitation,1015,22,72,13:00,1,Good,7,Light Cloud,A gentle breeze from the west south west,WSW,WSW,West South Westerly,15,9,2022-08-23T22:07:00+01:00,2022-08-24T01:57:15.145+01:00,2653822,Cardiff
Light rain and a gentle breeze,12,27,80,28,17,69,2022-08-24,16,Low chance of precipitation,1015,23,73,14:00,1,Good,12,Light Rain,A gentle breeze from the west south west,WSW,WSW,West South Westerly,16,10,2022-08-23T22:07:00+01:00,2022-08-24T01:57:15.145+01:00,2653822,Cardiff
Light rain and a gentle breeze,12,27,80,29,18,69,2022-08-24,13,Low chance of precipitation,1015,23,73,15:00,1,Good,12,Light Rain,A gentle breeze from the west south west,WSW,WSW,West South Westerly,17,11,2022-08-23T22:07:00+01:00,2022-08-24T01:57:15.145+01:00,2653822,Cardiff
Light rain and a gentle breeze,12,26,79,30,18,70,2022-08-24,11,Low chance of precipitation,1015,22,72,16:00,1,Good,12,Light Rain,A gentle breeze from the west,W,W,Westerly,17,11,2022-08-23T22:07:00+01:00,2022-08-24T01:57:15.145+01:00,2653822,Cardiff
Light rain and a gentle breeze,12,25,77,29,18,70,2022-08-24,10,Low chance of precipitation,1015,22,71,17:00,1,Good,12,Light Rain,A gentle breeze from the west,W,W,Westerly,17,11,2022-08-23T22:07:00+01:00,2022-08-24T01:57:15.145+01:00,2653822,Cardiff
Light rain and a gentle breeze,12,24,75,28,18,72,2022-08-24,13,Low chance of precipitation,1016,21,69,18:00,1,Good,12,Light Rain,A gentle breeze from the west,W,W,Westerly,17,11,2022-08-23T22:07:00+01:00,2022-08-24T01:57:15.145+01:00,2653822,Cardiff
Light rain and a gentle breeze,12,22,71,27,17,76,2022-08-24,18,Low chance of precipitation,1016,19,67,19:00,1,Good,12,Light Rain,A gentle breeze from the west,W,W,Westerly,16,10,2022-08-23T22:07:00+01:00,2022-08-24T01:57:15.145+01:00,2653822,Cardiff
Light cloud and a gentle breeze,7,21,69,26,16,81,2022-08-24,25,Low chance of precipitation,1016,18,65,20:00,1,Good,7,Light Cloud,A gentle breeze from the west,W,W,Westerly,15,9,2022-08-23T22:07:00+01:00,2022-08-24T01:57:15.145+01:00,2653822,Cardiff
Light cloud and a gentle breeze,36,20,68,25,16,86,2022-08-24,29,Low chance of precipitation,1017,18,64,21:00,1,Good,7,Light Cloud,A gentle breeze from the west,W,W,Westerly,14,9,2022-08-23T22:07:00+01:00,2022-08-24T01:57:15.145+01:00,2653822,Cardiff
Thick cloud and a gentle breeze,37,19,66,24,15,90,2022-08-24,26,Low chance of precipitation,1017,17,62,22:00,1,Good,8,Thick Cloud,A gentle breeze from the west,W,W,Westerly,14,9,2022-08-23T22:07:00+01:00,2022-08-24T01:57:15.145+01:00,2653822,Cardiff
Thick cloud and a gentle breeze,37,19,65,24,15,92,2022-08-24,21,Low chance of precipitation,1018,17,62,23:00,1,Good,8,Thick Cloud,A gentle breeze from the west north west,WNW,WNW,West North Westerly,14,8,2022-08-23T22:07:00+01:00,2022-08-24T01:57:15.145+01:00,2653822,Cardiff
Light cloud and a gentle breeze,36,18,65,24,15,92,2022-08-25,20,Low chance of precipitation,1018,16,61,00:00,1,Good,7,Light Cloud,A gentle breeze from the west north west,WNW,WNW,West North Westerly,14,8,2022-08-23T22:07:00+01:00,2022-08-24T01:57:15.145+01:00,2653822,Cardiff
Light rain and a gentle breeze,39,18,64,25,15,93,2022-08-25,22,Low chance of precipitation,1018,16,61,01:00,1,Good,12,Light Rain,A gentle breeze from the west north west,WNW,WNW,West North Westerly,13,8,2022-08-23T22:07:00+01:00,2022-08-24T01:57:15.145+01:00,2653822,Cardiff
Light cloud and a gentle breeze,36,17,62,25,15,93,2022-08-25,28,Low chance of precipitation,1019,15,60,02:00,1,Good,7,Light Cloud,A gentle breeze from the west north west,WNW,WNW,West North Westerly,13,8,2022-08-23T22:07:00+01:00,2022-08-24T01:57:15.145+01:00,2653822,Cardiff
Light cloud and a gentle breeze,36,16,61,24,15,92,2022-08-25,34,Chance of precipitation,1019,15,59,03:00,1,Good,7,Light Cloud,A gentle breeze from the north west,NW,NW,North Westerly,12,8,2022-08-23T22:07:00+01:00,2022-08-24T01:57:15.145+01:00,2653822,Cardiff
Light rain and a gentle breeze,39,16,60,22,14,90,2022-08-25,36,Chance of precipitation,1019,15,59,04:00,1,Good,12,Light Rain,A gentle breeze from the north west,NW,NW,North Westerly,12,8,2022-08-23T22:07:00+01:00,2022-08-24T01:57:15.145+01:00,2653822,Cardiff
Light cloud and light winds,36,15,59,21,13,89,2022-08-25,28,Low chance of precipitation,1019,14,58,05:00,1,Good,7,Light Cloud,Light winds from the north west,NW,NW,North Westerly,12,7,2022-08-23T22:07:00+01:00,2022-08-24T01:57:15.145+01:00,2653822,Cardiff
Light cloud and light winds,36,15,58,19,12,90,2022-08-25,15,Low chance of precipitation,1019,14,57,06:00,1,Good,7,Light Cloud,Light winds from the north north west,NNW,NNW,North North Westerly,11,7,2022-08-23T22:07:00+01:00,2022-08-24T01:57:15.145+01:00,2653822,Cardiff
Sunny intervals and light winds,3,15,59,19,12,88,2022-08-25,6,Low chance of precipitation,1019,14,57,07:00,1,Good,3,Sunny Intervals,Light winds from the north north west,NNW,NNW,North North Westerly,10,6,2022-08-23T22:07:00+01:00,2022-08-24T01:57:15.145+01:00,2653822,Cardiff
Sunny intervals and light winds,3,16,61,20,12,82,2022-08-25,2,Low chance of precipitation,1019,15,59,08:00,1,Good,3,Sunny Intervals,Light winds from the north north west,NNW,NNW,North North Westerly,10,6,2022-08-23T22:07:00+01:00,2022-08-24T01:57:15.145+01:00,2653822,Cardiff
Sunny and light winds,1,18,65,22,14,73,2022-08-25,1,Low chance of precipitation,1020,17,63,09:00,1,Good,1,Sunny,Light winds from the north west,NW,NW,North Westerly,11,7,2022-08-23T22:07:00+01:00,2022-08-24T01:57:15.145+01:00,2653822,Cardiff
Sunny and a gentle breeze,1,21,69,23,15,64,2022-08-25,1,Low chance of precipitation,1020,19,66,10:00,1,Good,1,Sunny,A gentle breeze from the north west,NW,NW,North Westerly,12,8,2022-08-23T22:07:00+01:00,2022-08-24T01:57:15.145+01:00,2653822,Cardiff
Sunny and a gentle breeze,1,22,72,25,15,58,2022-08-25,1,Low chance of precipitation,1020,21,69,11:00,1,Good,1,Sunny,A gentle breeze from the north west,NW,NW,North Westerly,13,8,2022-08-23T22:07:00+01:00,2022-08-24T01:57:15.145+01:00,2653822,Cardiff
Sunny and a gentle breeze,1,23,74,27,17,53,2022-08-25,1,Low chance of precipitation,1019,22,71,12:00,1,Good,1,Sunny,A gentle breeze from the west north west,WNW,WNW,West North Westerly,14,9,2022-08-23T22:07:00+01:00,2022-08-24T01:57:15.145+01:00,2653822,Cardiff
Sunny and a gentle breeze,1,24,76,29,18,50,2022-08-25,1,Low chance of precipitation,1019,23,73,13:00,1,Good,1,Sunny,A gentle breeze from the west north west,WNW,WNW,West North Westerly,16,10,2022-08-23T22:07:00+01:00,2022-08-24T01:57:15.145+01:00,2653822,Cardiff
Sunny and a gentle breeze,1,25,77,32,20,47,2022-08-25,0,Precipitation is not expected,1019,23,74,14:00,1,Good,1,Sunny,A gentle breeze from the west north west,WNW,WNW,West North Westerly,17,11,2022-08-23T22:07:00+01:00,2022-08-24T01:57:15.145+01:00,2653822,Cardiff
Sunny and a gentle breeze,1,25,78,35,22,46,2022-08-25,0,Precipitation is not expected,1019,24,75,15:00,1,Good,1,Sunny,A gentle breeze from the west north west,WNW,WNW,West North Westerly,19,12,2022-08-23T22:07:00+01:00,2022-08-24T01:57:15.145+01:00,2653822,Cardiff
Sunny and a moderate breeze,1,25,78,37,23,46,2022-08-25,0,Precipitation is not expected,1019,24,75,16:00,1,Good,1,Sunny,A moderate breeze from the west,W,W,Westerly,20,13,2022-08-23T22:07:00+01:00,2022-08-24T01:57:15.145+01:00,2653822,Cardiff
Sunny and a moderate breeze,1,25,77,37,23,48,2022-08-25,0,Precipitation is not expected,1019,23,74,17:00,1,Good,1,Sunny,A moderate breeze from the west,W,W,Westerly,21,13,2022-08-23T22:07:00+01:00,2022-08-24T01:57:15.145+01:00,2653822,Cardiff
Sunny intervals and a moderate breeze,3,24,74,37,23,52,2022-08-25,0,Precipitation is not expected,1019,22,72,18:00,1,Good,3,Sunny Intervals,A moderate breeze from the west,W,W,Westerly,22,13,2022-08-23T22:07:00+01:00,2022-08-24T01:57:15.145+01:00,2653822,Cardiff
Sunny intervals and a moderate breeze,3,22,71,35,22,56,2022-08-25,1,Low chance of precipitation,1019,21,69,19:00,1,Good,3,Sunny Intervals,A moderate breeze from the west,W,W,Westerly,21,13,2022-08-23T22:07:00+01:00,2022-08-24T01:57:15.145+01:00,2653822,Cardiff
Sunny intervals and a gentle breeze,3,20,68,32,20,62,2022-08-25,1,Low chance of precipitation,1020,19,66,20:00,1,Good,3,Sunny Intervals,A gentle breeze from the west,W,W,Westerly,19,12,2022-08-23T22:07:00+01:00,2022-08-24T01:57:15.145+01:00,2653822,Cardiff
Partly cloudy and a gentle breeze,2,18,64,30,19,68,2022-08-25,3,Low chance of precipitation,1020,17,63,21:00,1,Good,2,Partly Cloudy,A gentle breeze from the west north west,WNW,WNW,West North Westerly,18,11,2022-08-23T22:07:00+01:00,2022-08-24T01:57:15.145+01:00,2653822,Cardiff
Partly cloudy and a gentle breeze,2,16,61,28,18,75,2022-08-25,4,Low chance of precipitation,1021,16,60,22:00,1,Good,2,Partly Cloudy,A gentle breeze from the west north west,WNW,WNW,West North Westerly,16,10,2022-08-23T22:07:00+01:00,2022-08-24T01:57:15.145+01:00,2653822,Cardiff
Light cloud and a gentle breeze,36,15,58,27,17,80,2022-08-25,4,Low chance of precipitation,1020,14,58,23:00,1,Good,7,Light Cloud,A gentle breeze from the west north west,WNW,WNW,West North Westerly,15,9,2022-08-23T22:07:00+01:00,2022-08-24T01:57:15.145+01:00,2653822,Cardiff
Light cloud and a gentle breeze,36,14,57,24,15,84,2022-08-26,3,Low chance of precipitation,1021,14,57,00:00,1,Good,7,Light Cloud,A gentle breeze from the north west,NW,NW,North Westerly,14,9,2022-08-23T22:07:00+01:00,2022-08-24T01:57:15.145+01:00,2653822,Cardiff
Light cloud and a gentle breeze,36,13,55,23,14,87,2022-08-26,4,Low chance of precipitation,1021,13,55,01:00,1,Good,7,Light Cloud,A gentle breeze from the north west,NW,NW,North Westerly,13,8,2022-08-23T22:07:00+01:00,2022-08-24T01:57:15.145+01:00,2653822,Cardiff
Partly cloudy and light winds,2,12,53,21,13,89,2022-08-26,5,Low chance of precipitation,1021,12,54,02:00,1,Good,2,Partly Cloudy,Light winds from the north west,NW,NW,North Westerly,11,7,2022-08-23T22:07:00+01:00,2022-08-24T01:57:15.145+01:00,2653822,Cardiff
Partly cloudy and light winds,2,11,52,18,11,91,2022-08-26,5,Low chance of precipitation,1021,11,53,03:00,1,Good,2,Partly Cloudy,Light winds from the north west,NW,NW,North Westerly,10,6,2022-08-23T22:07:00+01:00,2022-08-24T01:57:15.145+01:00,2653822,Cardiff
Light cloud and light winds,36,11,52,17,11,91,2022-08-26,7,Low chance of precipitation,1021,11,52,04:00,1,Good,7,Light Cloud,Light winds from the north west,NW,NW,North Westerly,9,5,2022-08-23T22:07:00+01:00,2022-08-24T01:57:15.145+01:00,2653822,Cardiff
Light cloud and light winds,36,11,51,16,10,92,2022-08-26,7,Low chance of precipitation,1020,11,52,05:00,1,Good,7,Light Cloud,Light winds from the north west,NW,NW,North Westerly,8,5,2022-08-23T22:07:00+01:00,2022-08-24T01:57:15.145+01:00,2653822,Cardiff
Light cloud and light winds,36,11,52,15,9,94,2022-08-26,7,Low chance of precipitation,1020,11,51,06:00,1,Good,7,Light Cloud,Light winds from the north north west,NNW,NNW,North North Westerly,7,4,2022-08-23T22:07:00+01:00,2022-08-24T01:57:15.145+01:00,2653822,Cardiff
Light cloud and light winds,7,12,53,15,9,94,2022-08-26,6,Low chance of precipitation,1020,11,53,07:00,1,Good,7,Light Cloud,Light winds from the north north west,NNW,NNW,North North Westerly,6,4,2022-08-23T22:07:00+01:00,2022-08-24T01:57:15.145+01:00,2653822,Cardiff
Sunny intervals and light winds,3,14,57,16,10,89,2022-08-26,7,Low chance of precipitation,1020,13,55,08:00,1,Good,3,Sunny Intervals,Light winds from the north north west,NNW,NNW,North North Westerly,6,4,2022-08-23T22:07:00+01:00,2022-08-24T01:57:15.145+01:00,2653822,Cardiff
Sunny intervals and light winds,3,16,61,17,10,80,2022-08-26,8,Low chance of precipitation,1020,15,59,09:00,1,Good,3,Sunny Intervals,Light winds from the north west,NW,NW,North Westerly,7,5,2022-08-23T22:07:00+01:00,2022-08-24T01:57:15.145+01:00,2653822,Cardiff
Sunny intervals and light winds,3,18,64,18,11,73,2022-08-26,8,Low chance of precipitation,1020,17,62,10:00,1,Good,3,Sunny Intervals,Light winds from the west north west,WNW,WNW,West North Westerly,8,5,2022-08-23T22:07:00+01:00,2022-08-24T01:57:15.145+01:00,2653822,Cardiff
Sunny intervals and light winds,3,20,67,19,12,68,2022-08-26,9,Low chance of precipitation,1020,18,65,11:00,1,Good,3,Sunny Intervals,Light winds from the west,W,W,Westerly,9,6,2022-08-23T22:07:00+01:00,2022-08-24T01:57:15.145+01:00,2653822,Cardiff
Sunny intervals and light winds,3,21,70,19,12,64,2022-08-26,11,Low chance of precipitation,1020,19,67,12:00,1,Good,3,Sunny Intervals,Light winds from the west,W,W,Westerly,10,6,2022-08-23T22:07:00+01:00,2022-08-24T01:57:15.145+01:00,2653822,Cardiff
Sunny intervals and light winds,3,22,72,20,12,62,2022-08-26,10,Low chance of precipitation,1019,20,69,13:00,1,Good,3,Sunny Intervals,Light winds from the west,W,W,Westerly,11,7,2022-08-23T22:07:00+01:00,2022-08-24T01:57:15.145+01:00,2653822,Cardiff
Sunny intervals and light winds,3,23,74,22,13,59,2022-08-26,9,Low chance of precipitation,1019,21,70,14:00,1,Good,3,Sunny Intervals,Light winds from the west,W,W,Westerly,12,7,2022-08-23T22:07:00+01:00,2022-08-24T01:57:15.145+01:00,2653822,Cardiff
Sunny intervals and a gentle breeze,3,23,74,23,14,59,2022-08-26,9,Low chance of precipitation,1019,21,70,15:00,1,Good,3,Sunny Intervals,A gentle breeze from the west,W,W,Westerly,12,8,2022-08-23T22:07:00+01:00,2022-08-24T01:57:15.145+01:00,2653822,Cardiff
Sunny intervals and a gentle breeze,3,23,73,23,15,61,2022-08-26,9,Low chance of precipitation,1019,21,69,16:00,1,Good,3,Sunny Intervals,A gentle breeze from the west,W,W,Westerly,13,8,2022-08-23T22:07:00+01:00,2022-08-24T01:57:15.145+01:00,2653822,Cardiff
Sunny intervals and a gentle breeze,3,22,72,24,15,65,2022-08-26,8,Low chance of precipitation,1019,20,68,17:00,1,Good,3,Sunny Intervals,A gentle breeze from the west north west,WNW,WNW,West North Westerly,13,8,2022-08-23T22:07:00+01:00,2022-08-24T01:57:15.145+01:00,2653822,Cardiff
Light cloud and a gentle breeze,7,21,70,23,14,69,2022-08-26,9,Low chance of precipitation,1018,19,67,18:00,1,Good,7,Light Cloud,A gentle breeze from the west north west,WNW,WNW,West North Westerly,13,8,2022-08-23T22:07:00+01:00,2022-08-24T01:57:15.145+01:00,2653822,Cardiff
Light cloud and a gentle breeze,7,20,69,22,14,73,2022-08-26,10,Low chance of precipitation,1018,18,65,19:00,1,Good,7,Light Cloud,A gentle breeze from the west north west,WNW,WNW,West North Westerly,13,8,2022-08-23T22:07:00+01:00,2022-08-24T01:57:15.145+01:00,2653822,Cardiff
Light cloud and light winds,7,19,67,22,14,76,2022-08-26,10,Low chance of precipitation,1018,17,63,20:00,1,Good,7,Light Cloud,Light winds from the west north west,WNW,WNW,West North Westerly,12,7,2022-08-23T22:07:00+01:00,2022-08-24T01:57:15.145+01:00,2653822,Cardiff
Light cloud and light winds,36,18,65,22,13,79,2022-08-26,9,Low chance of precipitation,1018,17,62,21:00,1,Good,7,Light Cloud,Light winds from the north west,NW,NW,North Westerly,11,7,2022-08-23T22:07:00+01:00,2022-08-24T01:57:15.145+01:00,2653822,Cardiff
Light cloud and light winds,36,17,63,21,13,81,2022-08-26,9,Low chance of precipitation,1019,16,61,22:00,1,Good,7,Light Cloud,Light winds from the north north west,NNW,NNW,North North Westerly,11,7,2022-08-23T22:07:00+01:00,2022-08-24T01:57:15.145+01:00,2653822,Cardiff
Light cloud and light winds,36,17,62,22,14,82,2022-08-26,6,Low chance of precipitation,1019,16,60,23:00,1,Good,7,Light Cloud,Light winds from the north north west,NNW,NNW,North North Westerly,11,7,2022-08-23T22:07:00+01:00,2022-08-24T01:57:15.145+01:00,2653822,Cardiff
Light cloud and light winds,36,16,61,22,14,83,2022-08-27,4,Low chance of precipitation,1019,15,59,00:00,1,Good,7,Light Cloud,Light winds from the north,N,N,Northerly,10,6,2022-08-23T22:07:00+01:00,2022-08-24T01:57:15.145+01:00,2653822,Cardiff
Light cloud and light winds,36,15,60,22,13,83,2022-08-27,5,Low chance of precipitation,1019,15,59,01:00,1,Good,7,Light Cloud,Light winds from the north,N,N,Northerly,10,6,2022-08-23T22:07:00+01:00,2022-08-24T01:57:15.145+01:00,2653822,Cardiff
Light cloud and light winds,36,15,59,20,13,85,2022-08-27,6,Low chance of precipitation,1019,14,58,02:00,1,Good,7,Light Cloud,Light winds from the north,N,N,Northerly,10,6,2022-08-23T22:07:00+01:00,2022-08-24T01:57:15.145+01:00,2653822,Cardiff
Light cloud and light winds,36,15,58,20,12,86,2022-08-27,5,Low chance of precipitation,1019,14,57,03:00,1,Good,7,Light Cloud,Light winds from the north,N,N,Northerly,10,6,2022-08-23T22:07:00+01:00,2022-08-24T01:57:15.145+01:00,2653822,Cardiff
Light cloud and light winds,36,15,58,20,12,87,2022-08-27,6,Low chance of precipitation,1019,14,57,04:00,1,Good,7,Light Cloud,Light winds from the north north east,NNE,NNE,North North Easterly,10,6,2022-08-23T22:07:00+01:00,2022-08-24T01:57:15.145+01:00,2653822,Cardiff
Light cloud and light winds,36,14,57,21,13,88,2022-08-27,7,Low chance of precipitation,1019,14,57,05:00,1,Good,7,Light Cloud,Light winds from the north north east,NNE,NNE,North North Easterly,10,6,2022-08-23T22:07:00+01:00,2022-08-24T01:57:15.145+01:00,2653822,Cardiff
