enhancedWeatherDescription,extendedWeatherType,feelsLikeTemperatureC,feelsLikeTemperatureF,gustSpeedKph,gustSpeedMph,humidity,localDate,precipitationProbabilityInPercent,precipitationProbabilityText,pressure,temperatureC,temperatureF,timeslot,timeslotLength,visibility,weatherType,weatherTypeText,windDescription,windDirection,windDirectionAbbreviation,windDirectionFull,windSpeedKph,windSpeedMph,detailed.issueDate,detailed.lastUpdated,location_id,location_name
Sunny intervals and a moderate breeze,3,23,73,39,24,61,2022-07-30,7,Low chance of precipitation,1009,21,69,17:00,1,Good,3,Sunny Intervals,A moderate breeze from the west south west,WSW,WSW,West South Westerly,24,15,2022-07-17T10:01:20+01:00,2022-07-17T10:01:19.964+01:00,2653822,Cardiff
Light cloud and a moderate breeze,7,22,72,37,23,63,2022-07-30,8,Low chance of precipitation,1010,20,69,18:00,1,Good,7,Light Cloud,A moderate breeze from the west,W,W,Westerly,24,15,2022-07-17T10:01:20+01:00,2022-07-17T10:01:19.964+01:00,2653822,Cardiff
Light cloud and a moderate breeze,7,21,70,35,22,65,2022-07-30,9,Low chance of precipitation,1010,20,67,19:00,1,Good,7,Light Cloud,A moderate breeze from the west,W,W,Westerly,23,14,2022-07-17T10:01:20+01:00,2022-07-17T10:01:19.964+01:00,2653822,Cardiff
Light cloud and a moderate breeze,7,20,69,32,20,69,2022-07-30,10,Low chance of precipitation,1011,19,66,20:00,1,Good,7,Light Cloud,A moderate breeze from the west,W,W,Westerly,21,13,2022-07-17T10:01:20+01:00,2022-07-17T10:01:19.964+01:00,2653822,Cardiff
Light cloud and a gentle breeze,7,19,67,30,19,73,2022-07-30,12,Low chance of precipitation,1011,18,64,21:00,1,Good,7,Light Cloud,A gentle breeze from the west,W,W,Westerly,19,12,2022-07-17T10:01:20+01:00,2022-07-17T10:01:19.964+01:00,2653822,Cardiff
Light cloud and a gentle breeze,36,19,65,29,18,76,2022-07-30,13,Low chance of precipitation,1012,17,63,22:00,1,Good,7,Light Cloud,A gentle breeze from the west,W,W,Westerly,18,11,2022-07-17T10:01:20+01:00,2022-07-17T10:01:19.964+01:00,2653822,Cardiff
Light cloud and a gentle breeze,36,18,64,29,18,79,2022-07-30,12,Low chance of precipitation,1013,17,62,23:00,1,Good,7,Light Cloud,A gentle breeze from the west,W,W,Westerly,18,11,2022-07-17T10:01:20+01:00,2022-07-17T10:01:19.964+01:00,2653822,Cardiff
Light cloud and a gentle breeze,36,17,63,29,18,81,2022-07-31,13,Low chance of precipitation,1013,16,61,00:00,1,Good,7,Light Cloud,A gentle breeze from the west south west,WSW,WSW,West South Westerly,17,11,2022-07-17T10:01:20+01:00,2022-07-17T10:01:19.964+01:00,2653822,Cardiff
Light cloud and a gentle breeze,36,17,62,29,18,83,2022-07-31,15,Low chance of precipitation,1013,16,60,01:00,1,Good,7,Light Cloud,A gentle breeze from the west south west,WSW,WSW,West South Westerly,17,11,2022-07-17T10:01:20+01:00,2022-07-17T10:01:19.964+01:00,2653822,Cardiff
Light cloud and a gentle breeze,36,16,61,29,18,84,2022-07-31,15,Low chance of precipitation,1014,15,60,02:00,1,Good,7,Light Cloud,A gentle breeze from the west south west,WSW,WSW,West South Westerly,17,11,2022-07-17T10:01:20+01:00,2022-07-17T10:01:19.964+01:00,2653822,Cardiff
Light cloud and a gentle breeze,36,16,61,29,18,85,2022-07-31,16,Low chance of precipitation,1014,15,59,03:00,1,Good,7,Light Cloud,A gentle breeze from the west south west,WSW,WSW,West South Westerly,17,10,2022-07-17T10:01:20+01:00,2022-07-17T10:01:19.964+01:00,2653822,Cardiff
Light cloud and a gentle breeze,36,16,60,29,18,86,2022-07-31,18,Low chance of precipitation,1014,15,59,04:00,1,Good,7,Light Cloud,A gentle breeze from the west south west,WSW,WSW,West South Westerly,17,10,2022-07-17T10:01:20+01:00,2022-07-17T10:01:19.964+01:00,2653822,Cardiff
Light cloud and a gentle breeze,36,15,60,29,18,86,2022-07-31,18,Low chance of precipitation,1014,15,59,05:00,1,Good,7,Light Cloud,A gentle breeze from the west south west,WSW,WSW,West South Westerly,16,10,2022-07-17T10:01:20+01:00,2022-07-17T10:01:19.964+01:00,2653822,Cardiff
