enhancedWeatherDescription,extendedWeatherType,feelsLikeTemperatureC,feelsLikeTemperatureF,gustSpeedKph,gustSpeedMph,humidity,localDate,precipitationProbabilityInPercent,precipitationProbabilityText,pressure,temperatureC,temperatureF,timeslot,timeslotLength,visibility,weatherType,weatherTypeText,windDescription,windDirection,windDirectionAbbreviation,windDirectionFull,windSpeedKph,windSpeedMph,issueDate,lastUpdated,location_id,location_name
Sunny intervals and a gentle breeze,3,24,75,28,18,49,2024-08-04,0,Precipitation is not expected,1014,22,72,18:00,1,Good,3,Sunny Intervals,A gentle breeze from the south west,SW,SW,South Westerly,13,8,2024-08-04T10:45:00+01:00,2024-08-04T17:01:27.34+01:00,2643743,Greater London
Sunny intervals and a gentle breeze,3,23,73,27,17,53,2024-08-04,0,Precipitation is not expected,1014,21,71,19:00,1,Good,3,Sunny Intervals,A gentle breeze from the south west,SW,SW,South Westerly,14,9,2024-08-04T10:45:00+01:00,2024-08-04T17:01:27.34+01:00,2643743,Greater London
Sunny intervals and a gentle breeze,3,22,71,28,17,57,2024-08-04,0,Precipitation is not expected,1014,20,69,20:00,1,Good,3,Sunny Intervals,A gentle breeze from the south west,SW,SW,South Westerly,14,9,2024-08-04T10:45:00+01:00,2024-08-04T17:01:27.34+01:00,2643743,Greater London
Partly cloudy and a gentle breeze,2,21,70,29,18,61,2024-08-04,0,Precipitation is not expected,1014,19,67,21:00,1,Good,2,Partly Cloudy,A gentle breeze from the south west,SW,SW,South Westerly,14,9,2024-08-04T10:45:00+01:00,2024-08-04T17:01:27.34+01:00,2643743,Greater London
Partly cloudy and a gentle breeze,2,20,67,28,17,65,2024-08-04,0,Precipitation is not expected,1015,18,65,22:00,1,Good,2,Partly Cloudy,A gentle breeze from the south west,SW,SW,South Westerly,13,8,2024-08-04T10:45:00+01:00,2024-08-04T17:01:27.34+01:00,2643743,Greater London
A clear sky and light winds,0,19,66,25,16,70,2024-08-04,0,Precipitation is not expected,1015,18,64,23:00,1,Good,0,Clear Sky,Light winds from the south west,SW,SW,South Westerly,12,7,2024-08-04T10:45:00+01:00,2024-08-04T17:01:27.34+01:00,2643743,Greater London
A clear sky and light winds,0,18,65,23,14,74,2024-08-05,0,Precipitation is not expected,1015,17,62,00:00,1,Good,0,Clear Sky,Light winds from the south west,SW,SW,South Westerly,11,7,2024-08-04T10:45:00+01:00,2024-08-04T17:01:27.34+01:00,2643743,Greater London
A clear sky and light winds,0,17,63,22,14,77,2024-08-05,0,Precipitation is not expected,1014,16,61,01:00,1,Good,0,Clear Sky,Light winds from the south west,SW,SW,South Westerly,9,6,2024-08-04T10:45:00+01:00,2024-08-04T17:01:27.34+01:00,2643743,Greater London
A clear sky and light winds,0,17,62,20,13,80,2024-08-05,0,Precipitation is not expected,1014,16,60,02:00,1,Good,0,Clear Sky,Light winds from the south west,SW,SW,South Westerly,10,6,2024-08-04T10:45:00+01:00,2024-08-04T17:01:27.34+01:00,2643743,Greater London
A clear sky and light winds,0,16,62,19,12,82,2024-08-05,0,Precipitation is not expected,1014,15,59,03:00,1,Good,0,Clear Sky,Light winds from the south west,SW,SW,South Westerly,8,5,2024-08-04T10:45:00+01:00,2024-08-04T17:01:27.34+01:00,2643743,Greater London
A clear sky and light winds,0,16,61,18,11,84,2024-08-05,0,Precipitation is not expected,1013,15,59,04:00,1,Good,0,Clear Sky,Light winds from the south west,SW,SW,South Westerly,9,5,2024-08-04T10:45:00+01:00,2024-08-04T17:01:27.34+01:00,2643743,Greater London
A clear sky and light winds,0,16,61,18,11,86,2024-08-05,0,Precipitation is not expected,1013,15,59,05:00,1,Good,0,Clear Sky,Light winds from the south west,SW,SW,South Westerly,9,5,2024-08-04T10:45:00+01:00,2024-08-04T17:01:27.34+01:00,2643743,Greater London
Sunny and light winds,1,16,61,22,14,88,2024-08-05,0,Precipitation is not expected,1013,15,59,06:00,1,Good,1,Sunny,Light winds from the south west,SW,SW,South Westerly,9,5,2024-08-04T10:45:00+01:00,2024-08-04T17:01:27.34+01:00,2643743,Greater London
Sunny and light winds,1,17,63,23,15,86,2024-08-05,0,Precipitation is not expected,1013,16,60,07:00,1,Good,1,Sunny,Light winds from the south west,SW,SW,South Westerly,10,6,2024-08-04T10:45:00+01:00,2024-08-04T17:01:27.34+01:00,2643743,Greater London
Sunny and light winds,1,19,65,25,15,79,2024-08-05,0,Precipitation is not expected,1013,17,63,08:00,1,Good,1,Sunny,Light winds from the south west,SW,SW,South Westerly,11,7,2024-08-04T10:45:00+01:00,2024-08-04T17:01:27.34+01:00,2643743,Greater London
