enhancedWeatherDescription,extendedWeatherType,feelsLikeTemperatureC,feelsLikeTemperatureF,gustSpeedKph,gustSpeedMph,humidity,localDate,precipitationProbabilityInPercent,precipitationProbabilityText,pressure,temperatureC,temperatureF,timeslot,timeslotLength,visibility,weatherType,weatherTypeText,windDescription,windDirection,windDirectionAbbreviation,windDirectionFull,windSpeedKph,windSpeedMph,issueDate,lastUpdated,location_id,location_name
Sunny intervals and light winds,3,29,85,13,8,64,2023-10-29,12,Low chance of precipitation,1015,25,76,13:00,1,Good,3,Sunny Intervals,Light winds from the west,W,W,Westerly,8,5,2023-10-29T05:50:00-04:00,2023-10-29T12:01:06.554-04:00,4140963,Washington DC
Sunny intervals and light winds,3,30,86,13,8,63,2023-10-29,11,Low chance of precipitation,1015,25,77,14:00,1,Good,3,Sunny Intervals,Light winds from the south south west,SSW,SSW,South South Westerly,10,6,2023-10-29T05:50:00-04:00,2023-10-29T12:01:06.554-04:00,4140963,Washington DC
Sunny intervals and light winds,3,31,87,11,7,59,2023-10-29,0,Precipitation is not expected,1014,26,79,15:00,1,Good,3,Sunny Intervals,Light winds from the south west,SW,SW,South Westerly,9,5,2023-10-29T05:50:00-04:00,2023-10-29T12:01:06.554-04:00,4140963,Washington DC
Sunny intervals and light winds,3,31,88,13,8,59,2023-10-29,0,Precipitation is not expected,1014,26,79,16:00,1,Good,3,Sunny Intervals,Light winds from the north west,NW,NW,North Westerly,9,5,2023-10-29T05:50:00-04:00,2023-10-29T12:01:06.554-04:00,4140963,Washington DC
Sunny intervals and light winds,3,31,87,13,8,60,2023-10-29,0,Precipitation is not expected,1013,26,78,17:00,1,Good,3,Sunny Intervals,Light winds from the north,N,N,Northerly,10,6,2023-10-29T05:50:00-04:00,2023-10-29T12:01:06.554-04:00,4140963,Washington DC
Sunny intervals and light winds,3,29,84,13,8,65,2023-10-29,0,Precipitation is not expected,1013,24,76,18:00,1,Good,3,Sunny Intervals,Light winds from the east north east,ENE,ENE,East North Easterly,10,6,2023-10-29T05:50:00-04:00,2023-10-29T12:01:06.554-04:00,4140963,Washington DC
Partly cloudy and light winds,2,28,83,11,7,70,2023-10-29,10,Low chance of precipitation,1014,23,74,19:00,1,Good,2,Partly Cloudy,Light winds from the east north east,ENE,ENE,East North Easterly,10,6,2023-10-29T05:50:00-04:00,2023-10-29T12:01:06.554-04:00,4140963,Washington DC
Light rain and light winds,39,27,81,11,7,76,2023-10-29,25,Low chance of precipitation,1014,23,73,20:00,1,Good,12,Light Rain,Light winds from the east north east,ENE,ENE,East North Easterly,10,6,2023-10-29T05:50:00-04:00,2023-10-29T12:01:06.554-04:00,4140963,Washington DC
Light rain and light winds,39,27,80,11,7,76,2023-10-29,43,Chance of precipitation,1014,22,72,21:00,1,Moderate,12,Light Rain,Light winds from the north east,NE,NE,North Easterly,10,6,2023-10-29T05:50:00-04:00,2023-10-29T12:01:06.554-04:00,4140963,Washington DC
Light rain and light winds,39,26,79,9,6,77,2023-10-29,42,Chance of precipitation,1014,22,71,22:00,1,Good,12,Light Rain,Light winds from the east,E,E,Easterly,9,6,2023-10-29T05:50:00-04:00,2023-10-29T12:01:06.554-04:00,4140963,Washington DC
