enhancedWeatherDescription,extendedWeatherType,feelsLikeTemperatureC,feelsLikeTemperatureF,gustSpeedKph,gustSpeedMph,humidity,localDate,precipitationProbabilityInPercent,precipitationProbabilityText,pressure,temperatureC,temperatureF,timeslot,timeslotLength,visibility,weatherType,weatherTypeText,windDescription,windDirection,windDirectionAbbreviation,windDirectionFull,windSpeedKph,windSpeedMph,issueDate,lastUpdated,location_id,location_name
A clear sky and light winds,0,-1,31,17,11,76,2023-01-29,2,Low chance of precipitation,1032,-1,31,02:00,1,Good,0,Clear Sky,Light winds from the north north east,NNE,NNE,North North Easterly,7,5,2023-01-28T22:00:00+01:00,2023-01-29T01:14:40.043+01:00,2988507,Paris
A clear sky and light winds,0,-1,31,15,10,77,2023-01-29,2,Low chance of precipitation,1032,-1,31,03:00,1,Good,0,Clear Sky,Light winds from the north north east,NNE,NNE,North North Easterly,7,4,2023-01-28T22:00:00+01:00,2023-01-29T01:14:40.043+01:00,2988507,Paris
A clear sky and light winds,0,-1,30,14,9,78,2023-01-29,3,Low chance of precipitation,1032,-1,30,04:00,1,Good,0,Clear Sky,Light winds from the north,N,N,Northerly,6,4,2023-01-28T22:00:00+01:00,2023-01-29T01:14:40.043+01:00,2988507,Paris
A clear sky and light winds,0,-1,30,14,8,78,2023-01-29,2,Low chance of precipitation,1031,-1,30,05:00,1,Good,0,Clear Sky,Light winds from the north,N,N,Northerly,6,4,2023-01-28T22:00:00+01:00,2023-01-29T01:14:40.043+01:00,2988507,Paris
A clear sky and light winds,0,-1,30,13,8,79,2023-01-29,2,Low chance of precipitation,1031,-1,30,06:00,1,Good,0,Clear Sky,Light winds from the north,N,N,Northerly,6,4,2023-01-28T22:00:00+01:00,2023-01-29T01:14:40.043+01:00,2988507,Paris
A clear sky and light winds,0,-1,30,14,9,80,2023-01-29,1,Low chance of precipitation,1031,-1,30,07:00,1,Good,0,Clear Sky,Light winds from the north,N,N,Northerly,6,4,2023-01-28T22:00:00+01:00,2023-01-29T01:14:40.043+01:00,2988507,Paris
A clear sky and light winds,0,-1,31,14,9,81,2023-01-29,1,Low chance of precipitation,1032,-1,31,08:00,1,Good,0,Clear Sky,Light winds from the north,N,N,Northerly,6,4,2023-01-28T22:00:00+01:00,2023-01-29T01:14:40.043+01:00,2988507,Paris
Sunny and light winds,1,0,31,15,9,81,2023-01-29,0,Precipitation is not expected,1032,0,31,09:00,1,Good,1,Sunny,Light winds from the north north west,NNW,NNW,North North Westerly,6,4,2023-01-28T22:00:00+01:00,2023-01-29T01:14:40.043+01:00,2988507,Paris
Sunny and light winds,1,1,33,16,10,78,2023-01-29,0,Precipitation is not expected,1032,1,33,10:00,1,Good,1,Sunny,Light winds from the north west,NW,NW,North Westerly,6,4,2023-01-28T22:00:00+01:00,2023-01-29T01:14:40.043+01:00,2988507,Paris
Sunny intervals and light winds,3,1,35,17,10,74,2023-01-29,0,Precipitation is not expected,1032,2,35,11:00,1,Good,3,Sunny Intervals,Light winds from the west,W,W,Westerly,6,4,2023-01-28T22:00:00+01:00,2023-01-29T01:14:40.043+01:00,2988507,Paris
Sunny intervals and light winds,3,3,37,18,11,69,2023-01-29,1,Low chance of precipitation,1031,3,37,12:00,1,Good,3,Sunny Intervals,Light winds from the west,W,W,Westerly,6,4,2023-01-28T22:00:00+01:00,2023-01-29T01:14:40.043+01:00,2988507,Paris
