enhancedWeatherDescription,extendedWeatherType,feelsLikeTemperatureC,feelsLikeTemperatureF,gustSpeedKph,gustSpeedMph,humidity,localDate,precipitationProbabilityInPercent,precipitationProbabilityText,pressure,temperatureC,temperatureF,timeslot,timeslotLength,visibility,weatherType,weatherTypeText,windDescription,windDirection,windDirectionAbbreviation,windDirectionFull,windSpeedKph,windSpeedMph,issueDate,lastUpdated,location_id,location_name
Light rain showers and a fresh breeze,9,-1,30,53,33,91,2023-01-15,96,Precipitation is expected,981,4,39,01:00,1,Good,9,Light Rain Showers,A fresh breeze from the west south west,WSW,WSW,West South Westerly,32,20,2023-01-14T21:04:00+00:00,2023-01-15T00:06:42.3Z,2650225,Edinburgh
Light rain showers and a moderate breeze,9,-1,30,47,29,92,2023-01-15,92,Precipitation is expected,981,4,39,02:00,1,Good,9,Light Rain Showers,A moderate breeze from the west south west,WSW,WSW,West South Westerly,28,18,2023-01-14T21:04:00+00:00,2023-01-15T00:06:42.3Z,2650225,Edinburgh
Light rain showers and a moderate breeze,9,-1,31,46,28,92,2023-01-15,79,High chance of precipitation,982,4,39,03:00,1,Good,9,Light Rain Showers,A moderate breeze from the west south west,WSW,WSW,West South Westerly,25,16,2023-01-14T21:04:00+00:00,2023-01-15T00:06:42.3Z,2650225,Edinburgh
Light rain showers and a moderate breeze,9,-1,30,47,29,89,2023-01-15,62,Chance of precipitation,983,3,38,04:00,1,Good,9,Light Rain Showers,A moderate breeze from the west south west,WSW,WSW,West South Westerly,24,15,2023-01-14T21:04:00+00:00,2023-01-15T00:06:42.3Z,2650225,Edinburgh
Light rain showers and a moderate breeze,9,-1,30,45,28,85,2023-01-15,40,Chance of precipitation,984,3,38,05:00,1,Good,9,Light Rain Showers,A moderate breeze from the west,W,W,Westerly,24,15,2023-01-14T21:04:00+00:00,2023-01-15T00:06:42.3Z,2650225,Edinburgh
A clear sky and a moderate breeze,0,-1,31,43,27,81,2023-01-15,21,Low chance of precipitation,985,4,39,06:00,1,Good,0,Clear Sky,A moderate breeze from the west,W,W,Westerly,23,15,2023-01-14T21:04:00+00:00,2023-01-15T00:06:42.3Z,2650225,Edinburgh
A clear sky and a moderate breeze,0,-1,30,37,23,82,2023-01-15,13,Low chance of precipitation,987,3,38,07:00,1,Good,0,Clear Sky,A moderate breeze from the west,W,W,Westerly,22,14,2023-01-14T21:04:00+00:00,2023-01-15T00:06:42.3Z,2650225,Edinburgh
A clear sky and a gentle breeze,0,-2,29,32,20,84,2023-01-15,11,Low chance of precipitation,988,3,37,08:00,1,Good,0,Clear Sky,A gentle breeze from the west,W,W,Westerly,20,12,2023-01-14T21:04:00+00:00,2023-01-15T00:06:42.3Z,2650225,Edinburgh
Sunny and a gentle breeze,1,-1,29,29,18,84,2023-01-15,10,Low chance of precipitation,989,3,37,09:00,1,Good,1,Sunny,A gentle breeze from the west,W,W,Westerly,18,11,2023-01-14T21:04:00+00:00,2023-01-15T00:06:42.3Z,2650225,Edinburgh
Sunny intervals and a gentle breeze,3,0,32,29,18,82,2023-01-15,9,Low chance of precipitation,990,3,38,10:00,1,Good,3,Sunny Intervals,A gentle breeze from the west,W,W,Westerly,16,10,2023-01-14T21:04:00+00:00,2023-01-15T00:06:42.3Z,2650225,Edinburgh
