enhancedWeatherDescription,extendedWeatherType,feelsLikeTemperatureC,feelsLikeTemperatureF,gustSpeedKph,gustSpeedMph,humidity,localDate,precipitationProbabilityInPercent,precipitationProbabilityText,pressure,temperatureC,temperatureF,timeslot,timeslotLength,visibility,weatherType,weatherTypeText,windDescription,windDirection,windDirectionAbbreviation,windDirectionFull,windSpeedKph,windSpeedMph,detailed.issueDate,detailed.lastUpdated,location_id,location_name
Sunny and a gentle breeze,1,29,84,31,19,45,2022-07-17,0,Precipitation is not expected,1024,26,79,12:00,1,Good,1,Sunny,A gentle breeze from the south east,SE,SE,South Easterly,18,11,2022-07-16T22:53:00+01:00,2022-07-17T01:00:02.313+01:00,2653822,Cardiff
Sunny and a gentle breeze,1,30,87,31,19,41,2022-07-17,0,Precipitation is not expected,1024,28,82,13:00,1,Good,1,Sunny,A gentle breeze from the south south east,SSE,SSE,South South Easterly,19,12,2022-07-16T22:53:00+01:00,2022-07-17T01:00:02.313+01:00,2653822,Cardiff
Sunny and a gentle breeze,1,31,88,31,19,38,2022-07-17,0,Precipitation is not expected,1024,29,83,14:00,1,Good,1,Sunny,A gentle breeze from the south south east,SSE,SSE,South South Easterly,19,12,2022-07-16T22:53:00+01:00,2022-07-17T01:00:02.313+01:00,2653822,Cardiff
Sunny and a gentle breeze,1,31,89,31,19,36,2022-07-17,0,Precipitation is not expected,1023,29,84,15:00,1,Good,1,Sunny,A gentle breeze from the south south east,SSE,SSE,South South Easterly,19,12,2022-07-16T22:53:00+01:00,2022-07-17T01:00:02.313+01:00,2653822,Cardiff
Sunny and a gentle breeze,1,31,89,30,19,35,2022-07-17,1,Low chance of precipitation,1023,29,84,16:00,1,Good,1,Sunny,A gentle breeze from the south south east,SSE,SSE,South South Easterly,19,12,2022-07-16T22:53:00+01:00,2022-07-17T01:00:02.313+01:00,2653822,Cardiff
Sunny and a gentle breeze,1,31,88,29,18,35,2022-07-17,0,Precipitation is not expected,1023,29,84,17:00,1,Good,1,Sunny,A gentle breeze from the south,S,S,Southerly,18,11,2022-07-16T22:53:00+01:00,2022-07-17T01:00:02.313+01:00,2653822,Cardiff
Sunny and a gentle breeze,1,30,86,27,17,36,2022-07-17,0,Precipitation is not expected,1022,28,83,18:00,1,Good,1,Sunny,A gentle breeze from the south,S,S,Southerly,17,11,2022-07-16T22:53:00+01:00,2022-07-17T01:00:02.313+01:00,2653822,Cardiff
Sunny intervals and a gentle breeze,3,29,84,25,16,38,2022-07-17,1,Low chance of precipitation,1022,27,80,19:00,1,Good,3,Sunny Intervals,A gentle breeze from the south,S,S,Southerly,16,10,2022-07-16T22:53:00+01:00,2022-07-17T01:00:02.313+01:00,2653822,Cardiff
Sunny intervals and a gentle breeze,3,27,81,23,14,42,2022-07-17,1,Low chance of precipitation,1022,25,77,20:00,1,Good,3,Sunny Intervals,A gentle breeze from the south south east,SSE,SSE,South South Easterly,15,9,2022-07-16T22:53:00+01:00,2022-07-17T01:00:02.313+01:00,2653822,Cardiff
Sunny intervals and a gentle breeze,3,25,78,22,14,47,2022-07-17,1,Low chance of precipitation,1022,24,75,21:00,1,Good,3,Sunny Intervals,A gentle breeze from the south south east,SSE,SSE,South South Easterly,14,9,2022-07-16T22:53:00+01:00,2022-07-17T01:00:02.313+01:00,2653822,Cardiff
Partly cloudy and a gentle breeze,2,24,75,22,14,53,2022-07-17,1,Low chance of precipitation,1022,22,71,22:00,1,Good,2,Partly Cloudy,A gentle breeze from the south east,SE,SE,South Easterly,13,8,2022-07-16T22:53:00+01:00,2022-07-17T01:00:02.313+01:00,2653822,Cardiff
Partly cloudy and a gentle breeze,2,22,72,22,14,58,2022-07-17,1,Low chance of precipitation,1022,20,69,23:00,1,Good,2,Partly Cloudy,A gentle breeze from the south east,SE,SE,South Easterly,12,8,2022-07-16T22:53:00+01:00,2022-07-17T01:00:02.313+01:00,2653822,Cardiff
Partly cloudy and light winds,2,21,69,22,13,64,2022-07-18,1,Low chance of precipitation,1022,19,67,00:00,1,Good,2,Partly Cloudy,Light winds from the south east,SE,SE,South Easterly,11,7,2022-07-16T22:53:00+01:00,2022-07-17T01:00:02.313+01:00,2653822,Cardiff
Partly cloudy and light winds,2,20,67,21,13,69,2022-07-18,2,Low chance of precipitation,1022,18,65,01:00,1,Good,2,Partly Cloudy,Light winds from the east south east,ESE,ESE,East South Easterly,10,6,2022-07-16T22:53:00+01:00,2022-07-17T01:00:02.313+01:00,2653822,Cardiff
Partly cloudy and light winds,2,19,66,20,12,72,2022-07-18,2,Low chance of precipitation,1022,17,63,02:00,1,Good,2,Partly Cloudy,Light winds from the east south east,ESE,ESE,East South Easterly,10,6,2022-07-16T22:53:00+01:00,2022-07-17T01:00:02.313+01:00,2653822,Cardiff
Partly cloudy and light winds,2,18,65,19,12,75,2022-07-18,1,Low chance of precipitation,1021,17,63,03:00,1,Good,2,Partly Cloudy,Light winds from the east south east,ESE,ESE,East South Easterly,10,6,2022-07-16T22:53:00+01:00,2022-07-17T01:00:02.313+01:00,2653822,Cardiff
Partly cloudy and light winds,2,18,64,19,12,77,2022-07-18,2,Low chance of precipitation,1021,17,62,04:00,1,Good,2,Partly Cloudy,Light winds from the east,E,E,Easterly,10,6,2022-07-16T22:53:00+01:00,2022-07-17T01:00:02.313+01:00,2653822,Cardiff
Partly cloudy and light winds,2,17,63,19,12,77,2022-07-18,1,Low chance of precipitation,1021,16,61,05:00,1,Good,2,Partly Cloudy,Light winds from the east,E,E,Easterly,10,6,2022-07-16T22:53:00+01:00,2022-07-17T01:00:02.313+01:00,2653822,Cardiff
Sunny and light winds,1,18,64,20,12,77,2022-07-18,1,Low chance of precipitation,1020,16,61,06:00,1,Good,1,Sunny,Light winds from the east,E,E,Easterly,10,6,2022-07-16T22:53:00+01:00,2022-07-17T01:00:02.313+01:00,2653822,Cardiff
Sunny and light winds,1,19,66,20,12,75,2022-07-18,1,Low chance of precipitation,1020,17,63,07:00,1,Good,1,Sunny,Light winds from the east,E,E,Easterly,10,6,2022-07-16T22:53:00+01:00,2022-07-17T01:00:02.313+01:00,2653822,Cardiff
Sunny and light winds,1,22,72,21,13,65,2022-07-18,0,Precipitation is not expected,1020,20,68,08:00,1,Good,1,Sunny,Light winds from the east south east,ESE,ESE,East South Easterly,11,7,2022-07-16T22:53:00+01:00,2022-07-17T01:00:02.313+01:00,2653822,Cardiff
Sunny and light winds,1,26,79,22,14,54,2022-07-18,0,Precipitation is not expected,1020,24,75,09:00,1,Good,1,Sunny,Light winds from the east south east,ESE,ESE,East South Easterly,11,7,2022-07-16T22:53:00+01:00,2022-07-17T01:00:02.313+01:00,2653822,Cardiff
Sunny and a gentle breeze,1,30,86,23,14,46,2022-07-18,0,Precipitation is not expected,1019,27,80,10:00,1,Good,1,Sunny,A gentle breeze from the east south east,ESE,ESE,East South Easterly,12,8,2022-07-16T22:53:00+01:00,2022-07-17T01:00:02.313+01:00,2653822,Cardiff
Sunny and a gentle breeze,1,33,91,24,15,41,2022-07-18,0,Precipitation is not expected,1019,29,85,11:00,1,Good,1,Sunny,A gentle breeze from the south east,SE,SE,South Easterly,13,8,2022-07-16T22:53:00+01:00,2022-07-17T01:00:02.313+01:00,2653822,Cardiff
Sunny and a gentle breeze,1,35,95,24,15,37,2022-07-18,0,Precipitation is not expected,1019,31,88,12:00,1,Good,1,Sunny,A gentle breeze from the south east,SE,SE,South Easterly,14,9,2022-07-16T22:53:00+01:00,2022-07-17T01:00:02.313+01:00,2653822,Cardiff
Sunny and a gentle breeze,1,37,98,24,15,34,2022-07-18,1,Low chance of precipitation,1019,33,91,13:00,1,Good,1,Sunny,A gentle breeze from the south east,SE,SE,South Easterly,15,9,2022-07-16T22:53:00+01:00,2022-07-17T01:00:02.313+01:00,2653822,Cardiff
Sunny and a gentle breeze,1,38,101,25,15,31,2022-07-18,0,Precipitation is not expected,1018,35,94,14:00,1,Good,1,Sunny,A gentle breeze from the south east,SE,SE,South Easterly,15,9,2022-07-16T22:53:00+01:00,2022-07-17T01:00:02.313+01:00,2653822,Cardiff
Sunny and a gentle breeze,1,39,102,25,16,28,2022-07-18,0,Precipitation is not expected,1017,36,96,15:00,1,Good,1,Sunny,A gentle breeze from the south east,SE,SE,South Easterly,16,10,2022-07-16T22:53:00+01:00,2022-07-17T01:00:02.313+01:00,2653822,Cardiff
Sunny and a gentle breeze,1,39,102,25,15,27,2022-07-18,0,Precipitation is not expected,1017,36,96,16:00,1,Good,1,Sunny,A gentle breeze from the south south east,SSE,SSE,South South Easterly,16,10,2022-07-16T22:53:00+01:00,2022-07-17T01:00:02.313+01:00,2653822,Cardiff
Sunny and a gentle breeze,1,39,101,24,15,27,2022-07-18,0,Precipitation is not expected,1016,36,96,17:00,1,Good,1,Sunny,A gentle breeze from the south south east,SSE,SSE,South South Easterly,15,9,2022-07-16T22:53:00+01:00,2022-07-17T01:00:02.313+01:00,2653822,Cardiff
Sunny and a gentle breeze,1,38,100,24,15,27,2022-07-18,0,Precipitation is not expected,1015,35,95,18:00,1,Good,1,Sunny,A gentle breeze from the south south east,SSE,SSE,South South Easterly,15,9,2022-07-16T22:53:00+01:00,2022-07-17T01:00:02.313+01:00,2653822,Cardiff
Sunny and a gentle breeze,1,36,97,23,14,29,2022-07-18,0,Precipitation is not expected,1015,33,92,19:00,1,Good,1,Sunny,A gentle breeze from the south east,SE,SE,South Easterly,14,9,2022-07-16T22:53:00+01:00,2022-07-17T01:00:02.313+01:00,2653822,Cardiff
Sunny and a gentle breeze,1,34,93,22,14,32,2022-07-18,0,Precipitation is not expected,1015,31,89,20:00,1,Good,1,Sunny,A gentle breeze from the south east,SE,SE,South Easterly,13,8,2022-07-16T22:53:00+01:00,2022-07-17T01:00:02.313+01:00,2653822,Cardiff
Sunny intervals and a gentle breeze,3,31,89,23,14,36,2022-07-18,1,Low chance of precipitation,1015,29,85,21:00,1,Good,3,Sunny Intervals,A gentle breeze from the south east,SE,SE,South Easterly,12,8,2022-07-16T22:53:00+01:00,2022-07-17T01:00:02.313+01:00,2653822,Cardiff
Partly cloudy and a gentle breeze,2,29,84,24,15,40,2022-07-18,2,Low chance of precipitation,1015,27,80,22:00,1,Good,2,Partly Cloudy,A gentle breeze from the east south east,ESE,ESE,East South Easterly,12,8,2022-07-16T22:53:00+01:00,2022-07-17T01:00:02.313+01:00,2653822,Cardiff
Partly cloudy and a gentle breeze,2,27,81,25,15,43,2022-07-18,1,Low chance of precipitation,1014,25,77,23:00,1,Good,2,Partly Cloudy,A gentle breeze from the east south east,ESE,ESE,East South Easterly,12,8,2022-07-16T22:53:00+01:00,2022-07-17T01:00:02.313+01:00,2653822,Cardiff
Light cloud and a gentle breeze,36,25,78,26,16,46,2022-07-19,0,Precipitation is not expected,1014,24,75,00:00,1,Good,7,Light Cloud,A gentle breeze from the east south east,ESE,ESE,East South Easterly,12,8,2022-07-16T22:53:00+01:00,2022-07-17T01:00:02.313+01:00,2653822,Cardiff
Light cloud and a gentle breeze,36,24,75,26,16,48,2022-07-19,2,Low chance of precipitation,1014,23,73,01:00,1,Good,7,Light Cloud,A gentle breeze from the east south east,ESE,ESE,East South Easterly,12,8,2022-07-16T22:53:00+01:00,2022-07-17T01:00:02.313+01:00,2653822,Cardiff
Light cloud and a gentle breeze,36,23,74,26,16,50,2022-07-19,3,Low chance of precipitation,1013,22,71,02:00,1,Good,7,Light Cloud,A gentle breeze from the east south east,ESE,ESE,East South Easterly,13,8,2022-07-16T22:53:00+01:00,2022-07-17T01:00:02.313+01:00,2653822,Cardiff
Light cloud and a gentle breeze,36,23,73,26,16,52,2022-07-19,3,Low chance of precipitation,1013,21,71,03:00,1,Good,7,Light Cloud,A gentle breeze from the east south east,ESE,ESE,East South Easterly,13,8,2022-07-16T22:53:00+01:00,2022-07-17T01:00:02.313+01:00,2653822,Cardiff
Light cloud and a gentle breeze,36,23,73,27,17,54,2022-07-19,5,Low chance of precipitation,1012,21,70,04:00,1,Good,7,Light Cloud,A gentle breeze from the east south east,ESE,ESE,East South Easterly,14,9,2022-07-16T22:53:00+01:00,2022-07-17T01:00:02.313+01:00,2653822,Cardiff
Partly cloudy and a gentle breeze,2,22,72,27,17,56,2022-07-19,6,Low chance of precipitation,1012,21,69,05:00,1,Good,2,Partly Cloudy,A gentle breeze from the east south east,ESE,ESE,East South Easterly,15,9,2022-07-16T22:53:00+01:00,2022-07-17T01:00:02.313+01:00,2653822,Cardiff
Sunny intervals and a gentle breeze,3,22,72,27,17,59,2022-07-19,6,Low chance of precipitation,1011,21,69,06:00,1,Good,3,Sunny Intervals,A gentle breeze from the east south east,ESE,ESE,East South Easterly,15,9,2022-07-16T22:53:00+01:00,2022-07-17T01:00:02.313+01:00,2653822,Cardiff
Sunny intervals and a gentle breeze,3,23,73,28,17,61,2022-07-19,6,Low chance of precipitation,1011,21,70,07:00,1,Good,3,Sunny Intervals,A gentle breeze from the east south east,ESE,ESE,East South Easterly,16,10,2022-07-16T22:53:00+01:00,2022-07-17T01:00:02.313+01:00,2653822,Cardiff
Sunny intervals and a gentle breeze,3,25,76,28,17,59,2022-07-19,5,Low chance of precipitation,1011,22,72,08:00,1,Good,3,Sunny Intervals,A gentle breeze from the east south east,ESE,ESE,East South Easterly,17,10,2022-07-16T22:53:00+01:00,2022-07-17T01:00:02.313+01:00,2653822,Cardiff
Sunny and a gentle breeze,1,26,79,28,17,56,2022-07-19,5,Low chance of precipitation,1010,23,74,09:00,1,Good,1,Sunny,A gentle breeze from the south east,SE,SE,South Easterly,17,11,2022-07-16T22:53:00+01:00,2022-07-17T01:00:02.313+01:00,2653822,Cardiff
Sunny and a gentle breeze,1,28,83,28,18,53,2022-07-19,4,Low chance of precipitation,1010,25,77,10:00,1,Good,1,Sunny,A gentle breeze from the south east,SE,SE,South Easterly,17,11,2022-07-16T22:53:00+01:00,2022-07-17T01:00:02.313+01:00,2653822,Cardiff
Sunny and a gentle breeze,1,29,85,28,18,50,2022-07-19,4,Low chance of precipitation,1010,26,79,11:00,1,Good,1,Sunny,A gentle breeze from the south south east,SSE,SSE,South South Easterly,17,11,2022-07-16T22:53:00+01:00,2022-07-17T01:00:02.313+01:00,2653822,Cardiff
Sunny and a gentle breeze,1,31,87,28,18,50,2022-07-19,5,Low chance of precipitation,1010,27,80,12:00,1,Good,1,Sunny,A gentle breeze from the south,S,S,Southerly,17,11,2022-07-16T22:53:00+01:00,2022-07-17T01:00:02.313+01:00,2653822,Cardiff
Sunny and a gentle breeze,1,31,89,29,18,50,2022-07-19,7,Low chance of precipitation,1010,27,81,13:00,1,Good,1,Sunny,A gentle breeze from the south west,SW,SW,South Westerly,17,11,2022-07-16T22:53:00+01:00,2022-07-17T01:00:02.313+01:00,2653822,Cardiff
Light rain showers and a gentle breeze,10,32,89,30,19,51,2022-07-19,8,Low chance of precipitation,1010,27,81,14:00,1,Good,10,Light Rain Showers,A gentle breeze from the west south west,WSW,WSW,West South Westerly,18,11,2022-07-16T22:53:00+01:00,2022-07-17T01:00:02.313+01:00,2653822,Cardiff
Light rain showers and a gentle breeze,10,32,89,32,20,52,2022-07-19,9,Low chance of precipitation,1010,27,81,15:00,1,Good,10,Light Rain Showers,A gentle breeze from the west south west,WSW,WSW,West South Westerly,19,12,2022-07-16T22:53:00+01:00,2022-07-17T01:00:02.313+01:00,2653822,Cardiff
Light rain showers and a gentle breeze,10,31,88,33,20,55,2022-07-19,11,Low chance of precipitation,1010,27,80,16:00,1,Good,10,Light Rain Showers,A gentle breeze from the west south west,WSW,WSW,West South Westerly,19,12,2022-07-16T22:53:00+01:00,2022-07-17T01:00:02.313+01:00,2653822,Cardiff
Light rain showers and a gentle breeze,10,30,85,33,21,60,2022-07-19,12,Low chance of precipitation,1010,25,77,17:00,1,Good,10,Light Rain Showers,A gentle breeze from the west south west,WSW,WSW,West South Westerly,20,12,2022-07-16T22:53:00+01:00,2022-07-17T01:00:02.313+01:00,2653822,Cardiff
Light rain showers and a gentle breeze,10,28,82,33,20,68,2022-07-19,14,Low chance of precipitation,1011,23,74,18:00,1,Good,10,Light Rain Showers,A gentle breeze from the west south west,WSW,WSW,West South Westerly,20,12,2022-07-16T22:53:00+01:00,2022-07-17T01:00:02.313+01:00,2653822,Cardiff
Light rain and a gentle breeze,12,25,78,32,20,77,2022-07-19,16,Low chance of precipitation,1011,21,71,19:00,1,Good,12,Light Rain,A gentle breeze from the west,W,W,Westerly,20,12,2022-07-16T22:53:00+01:00,2022-07-17T01:00:02.313+01:00,2653822,Cardiff
Light cloud and a gentle breeze,7,23,74,31,19,83,2022-07-19,17,Low chance of precipitation,1011,20,68,20:00,1,Good,7,Light Cloud,A gentle breeze from the west south west,WSW,WSW,West South Westerly,19,12,2022-07-16T22:53:00+01:00,2022-07-17T01:00:02.313+01:00,2653822,Cardiff
Light cloud and a gentle breeze,7,22,72,30,18,87,2022-07-19,18,Low chance of precipitation,1011,19,66,21:00,1,Good,7,Light Cloud,A gentle breeze from the west south west,WSW,WSW,West South Westerly,18,11,2022-07-16T22:53:00+01:00,2022-07-17T01:00:02.313+01:00,2653822,Cardiff
Light cloud and a gentle breeze,36,21,70,30,18,89,2022-07-19,17,Low chance of precipitation,1011,18,65,22:00,1,Good,7,Light Cloud,A gentle breeze from the west south west,WSW,WSW,West South Westerly,18,11,2022-07-16T22:53:00+01:00,2022-07-17T01:00:02.313+01:00,2653822,Cardiff
Light cloud and a gentle breeze,36,21,69,30,19,90,2022-07-19,16,Low chance of precipitation,1011,18,64,23:00,1,Good,7,Light Cloud,A gentle breeze from the west south west,WSW,WSW,West South Westerly,18,11,2022-07-16T22:53:00+01:00,2022-07-17T01:00:02.313+01:00,2653822,Cardiff
Light cloud and a gentle breeze,36,20,68,32,20,90,2022-07-20,16,Low chance of precipitation,1011,17,63,00:00,1,Good,7,Light Cloud,A gentle breeze from the west south west,WSW,WSW,West South Westerly,18,11,2022-07-16T22:53:00+01:00,2022-07-17T01:00:02.313+01:00,2653822,Cardiff
Light cloud and a gentle breeze,36,19,67,32,20,91,2022-07-20,18,Low chance of precipitation,1012,17,63,01:00,1,Good,7,Light Cloud,A gentle breeze from the west south west,WSW,WSW,West South Westerly,18,11,2022-07-16T22:53:00+01:00,2022-07-17T01:00:02.313+01:00,2653822,Cardiff
Light rain and a gentle breeze,39,19,66,32,20,91,2022-07-20,19,Low chance of precipitation,1012,17,62,02:00,1,Good,12,Light Rain,A gentle breeze from the west south west,WSW,WSW,West South Westerly,18,11,2022-07-16T22:53:00+01:00,2022-07-17T01:00:02.313+01:00,2653822,Cardiff
Light rain and a gentle breeze,39,19,66,34,21,91,2022-07-20,20,Low chance of precipitation,1012,17,62,03:00,1,Good,12,Light Rain,A gentle breeze from the west south west,WSW,WSW,West South Westerly,19,12,2022-07-16T22:53:00+01:00,2022-07-17T01:00:02.313+01:00,2653822,Cardiff
Light rain and a gentle breeze,39,19,66,34,21,91,2022-07-20,22,Low chance of precipitation,1012,17,63,04:00,1,Good,12,Light Rain,A gentle breeze from the west south west,WSW,WSW,West South Westerly,19,12,2022-07-16T22:53:00+01:00,2022-07-17T01:00:02.313+01:00,2653822,Cardiff
Light rain and a gentle breeze,39,19,66,35,22,90,2022-07-20,23,Low chance of precipitation,1012,17,63,05:00,1,Good,12,Light Rain,A gentle breeze from the west,W,W,Westerly,20,12,2022-07-16T22:53:00+01:00,2022-07-17T01:00:02.313+01:00,2653822,Cardiff
Light rain and a moderate breeze,12,20,67,36,23,89,2022-07-20,23,Low chance of precipitation,1012,17,63,06:00,1,Good,12,Light Rain,A moderate breeze from the west,W,W,Westerly,20,13,2022-07-16T22:53:00+01:00,2022-07-17T01:00:02.313+01:00,2653822,Cardiff
Light cloud and a moderate breeze,7,21,69,37,23,87,2022-07-20,21,Low chance of precipitation,1013,18,65,07:00,1,Good,7,Light Cloud,A moderate breeze from the west,W,W,Westerly,21,13,2022-07-16T22:53:00+01:00,2022-07-17T01:00:02.313+01:00,2653822,Cardiff
Light cloud and a moderate breeze,7,22,71,38,24,83,2022-07-20,19,Low chance of precipitation,1014,19,66,08:00,1,Good,7,Light Cloud,A moderate breeze from the west,W,W,Westerly,22,13,2022-07-16T22:53:00+01:00,2022-07-17T01:00:02.313+01:00,2653822,Cardiff
Light cloud and a moderate breeze,7,23,73,39,24,78,2022-07-20,18,Low chance of precipitation,1014,20,68,09:00,1,Good,7,Light Cloud,A moderate breeze from the west,W,W,Westerly,22,14,2022-07-16T22:53:00+01:00,2022-07-17T01:00:02.313+01:00,2653822,Cardiff
Light cloud and a moderate breeze,7,23,73,39,24,74,2022-07-20,17,Low chance of precipitation,1015,20,68,10:00,1,Good,7,Light Cloud,A moderate breeze from the west north west,WNW,WNW,West North Westerly,23,14,2022-07-16T22:53:00+01:00,2022-07-17T01:00:02.313+01:00,2653822,Cardiff
Light cloud and a moderate breeze,7,23,74,39,25,70,2022-07-20,16,Low chance of precipitation,1016,21,69,11:00,1,Good,7,Light Cloud,A moderate breeze from the west north west,WNW,WNW,West North Westerly,23,14,2022-07-16T22:53:00+01:00,2022-07-17T01:00:02.313+01:00,2653822,Cardiff
Sunny intervals and a moderate breeze,3,23,74,40,25,67,2022-07-20,16,Low chance of precipitation,1017,21,69,12:00,1,Good,3,Sunny Intervals,A moderate breeze from the west north west,WNW,WNW,West North Westerly,23,15,2022-07-16T22:53:00+01:00,2022-07-17T01:00:02.313+01:00,2653822,Cardiff
Sunny intervals and a moderate breeze,3,23,74,40,25,65,2022-07-20,15,Low chance of precipitation,1018,21,70,13:00,1,Good,3,Sunny Intervals,A moderate breeze from the west north west,WNW,WNW,West North Westerly,24,15,2022-07-16T22:53:00+01:00,2022-07-17T01:00:02.313+01:00,2653822,Cardiff
Sunny intervals and a moderate breeze,3,23,74,41,26,62,2022-07-20,12,Low chance of precipitation,1019,21,70,14:00,1,Good,3,Sunny Intervals,A moderate breeze from the west north west,WNW,WNW,West North Westerly,24,15,2022-07-16T22:53:00+01:00,2022-07-17T01:00:02.313+01:00,2653822,Cardiff
Sunny intervals and a moderate breeze,3,23,74,42,26,58,2022-07-20,11,Low chance of precipitation,1019,21,71,15:00,1,Good,3,Sunny Intervals,A moderate breeze from the west north west,WNW,WNW,West North Westerly,25,15,2022-07-16T22:53:00+01:00,2022-07-17T01:00:02.313+01:00,2653822,Cardiff
Sunny intervals and a moderate breeze,3,23,74,42,26,54,2022-07-20,8,Low chance of precipitation,1020,22,71,16:00,1,Good,3,Sunny Intervals,A moderate breeze from the west north west,WNW,WNW,West North Westerly,25,16,2022-07-16T22:53:00+01:00,2022-07-17T01:00:02.313+01:00,2653822,Cardiff
Sunny intervals and a moderate breeze,3,23,74,41,26,52,2022-07-20,6,Low chance of precipitation,1020,22,71,17:00,1,Good,3,Sunny Intervals,A moderate breeze from the west north west,WNW,WNW,West North Westerly,26,16,2022-07-16T22:53:00+01:00,2022-07-17T01:00:02.313+01:00,2653822,Cardiff
Sunny intervals and a moderate breeze,3,23,73,39,24,53,2022-07-20,6,Low chance of precipitation,1021,21,70,18:00,1,Good,3,Sunny Intervals,A moderate breeze from the west north west,WNW,WNW,West North Westerly,25,16,2022-07-16T22:53:00+01:00,2022-07-17T01:00:02.313+01:00,2653822,Cardiff
Sunny intervals and a moderate breeze,3,22,71,36,22,55,2022-07-20,6,Low chance of precipitation,1021,21,69,19:00,1,Good,3,Sunny Intervals,A moderate breeze from the west north west,WNW,WNW,West North Westerly,24,15,2022-07-16T22:53:00+01:00,2022-07-17T01:00:02.313+01:00,2653822,Cardiff
Sunny intervals and a moderate breeze,3,21,69,33,21,59,2022-07-20,5,Low chance of precipitation,1022,20,67,20:00,1,Good,3,Sunny Intervals,A moderate breeze from the west north west,WNW,WNW,West North Westerly,22,14,2022-07-16T22:53:00+01:00,2022-07-17T01:00:02.313+01:00,2653822,Cardiff
Sunny intervals and a moderate breeze,3,19,67,32,20,64,2022-07-20,5,Low chance of precipitation,1022,18,65,21:00,1,Good,3,Sunny Intervals,A moderate breeze from the west north west,WNW,WNW,West North Westerly,20,13,2022-07-16T22:53:00+01:00,2022-07-17T01:00:02.313+01:00,2653822,Cardiff
Partly cloudy and a gentle breeze,2,18,65,30,19,68,2022-07-20,4,Low chance of precipitation,1023,17,63,22:00,1,Good,2,Partly Cloudy,A gentle breeze from the west north west,WNW,WNW,West North Westerly,19,12,2022-07-16T22:53:00+01:00,2022-07-17T01:00:02.313+01:00,2653822,Cardiff
