enhancedWeatherDescription,extendedWeatherType,feelsLikeTemperatureC,feelsLikeTemperatureF,gustSpeedKph,gustSpeedMph,humidity,localDate,precipitationProbabilityInPercent,precipitationProbabilityText,pressure,temperatureC,temperatureF,timeslot,timeslotLength,visibility,weatherType,weatherTypeText,windDescription,windDirection,windDirectionAbbreviation,windDirectionFull,windSpeedKph,windSpeedMph,issueDate,lastUpdated,location_id,location_name
Sunny intervals and a gentle breeze,3,21,71,23,15,67,2022-08-26,1,Low chance of precipitation,1018,19,67,18:00,1,Good,3,Sunny Intervals,A gentle breeze from the west north west,WNW,WNW,West North Westerly,17,10,2022-08-26T10:02:00+01:00,2022-08-26T17:00:21.21+01:00,2653822,Cardiff
Sunny intervals and a gentle breeze,3,20,68,22,14,72,2022-08-26,1,Low chance of precipitation,1018,19,65,19:00,1,Good,3,Sunny Intervals,A gentle breeze from the west north west,WNW,WNW,West North Westerly,17,11,2022-08-26T10:02:00+01:00,2022-08-26T17:00:21.21+01:00,2653822,Cardiff
Sunny intervals and a gentle breeze,3,19,66,20,12,76,2022-08-26,1,Low chance of precipitation,1019,17,63,20:00,1,Good,3,Sunny Intervals,A gentle breeze from the north west,NW,NW,North Westerly,17,10,2022-08-26T10:02:00+01:00,2022-08-26T17:00:21.21+01:00,2653822,Cardiff
Light cloud and a gentle breeze,36,18,64,18,11,80,2022-08-26,2,Low chance of precipitation,1019,17,62,21:00,1,Good,7,Light Cloud,A gentle breeze from the north west,NW,NW,North Westerly,15,9,2022-08-26T10:02:00+01:00,2022-08-26T17:00:21.21+01:00,2653822,Cardiff
Light cloud and a gentle breeze,36,17,62,18,11,84,2022-08-26,2,Low chance of precipitation,1019,15,60,22:00,1,Good,7,Light Cloud,A gentle breeze from the north west,NW,NW,North Westerly,13,8,2022-08-26T10:02:00+01:00,2022-08-26T17:00:21.21+01:00,2653822,Cardiff
Light cloud and a gentle breeze,36,15,60,20,12,88,2022-08-26,1,Low chance of precipitation,1019,15,58,23:00,1,Good,7,Light Cloud,A gentle breeze from the north north west,NNW,NNW,North North Westerly,12,8,2022-08-26T10:02:00+01:00,2022-08-26T17:00:21.21+01:00,2653822,Cardiff
Light cloud and light winds,36,15,58,21,13,91,2022-08-27,1,Low chance of precipitation,1019,14,57,00:00,1,Good,7,Light Cloud,Light winds from the north north west,NNW,NNW,North North Westerly,12,7,2022-08-26T10:02:00+01:00,2022-08-26T17:00:21.21+01:00,2653822,Cardiff
Light cloud and light winds,36,14,57,21,13,94,2022-08-27,2,Low chance of precipitation,1019,13,56,01:00,1,Good,7,Light Cloud,Light winds from the north north west,NNW,NNW,North North Westerly,11,7,2022-08-26T10:02:00+01:00,2022-08-26T17:00:21.21+01:00,2653822,Cardiff
Light cloud and light winds,36,13,56,18,11,96,2022-08-27,3,Low chance of precipitation,1019,13,55,02:00,1,Good,7,Light Cloud,Light winds from the north north west,NNW,NNW,North North Westerly,10,6,2022-08-26T10:02:00+01:00,2022-08-26T17:00:21.21+01:00,2653822,Cardiff
Light cloud and light winds,36,13,56,17,11,97,2022-08-27,2,Low chance of precipitation,1019,13,55,03:00,1,Good,7,Light Cloud,Light winds from the north,N,N,Northerly,9,6,2022-08-26T10:02:00+01:00,2022-08-26T17:00:21.21+01:00,2653822,Cardiff
Light cloud and light winds,36,13,55,17,11,98,2022-08-27,2,Low chance of precipitation,1019,12,54,04:00,1,Good,7,Light Cloud,Light winds from the north,N,N,Northerly,8,5,2022-08-26T10:02:00+01:00,2022-08-26T17:00:21.21+01:00,2653822,Cardiff
Light cloud and light winds,36,13,55,18,11,99,2022-08-27,3,Low chance of precipitation,1019,12,54,05:00,1,Good,7,Light Cloud,Light winds from the north,N,N,Northerly,8,5,2022-08-26T10:02:00+01:00,2022-08-26T17:00:21.21+01:00,2653822,Cardiff
Light cloud and light winds,36,13,55,17,11,99,2022-08-27,2,Low chance of precipitation,1019,12,54,06:00,1,Good,7,Light Cloud,Light winds from the north north east,NNE,NNE,North North Easterly,8,5,2022-08-26T10:02:00+01:00,2022-08-26T17:00:21.21+01:00,2653822,Cardiff
Light cloud and light winds,7,14,57,17,11,98,2022-08-27,2,Low chance of precipitation,1019,13,55,07:00,1,Good,7,Light Cloud,Light winds from the north north east,NNE,NNE,North North Easterly,8,5,2022-08-26T10:02:00+01:00,2022-08-26T17:00:21.21+01:00,2653822,Cardiff
Light cloud and light winds,7,15,60,18,11,93,2022-08-27,2,Low chance of precipitation,1019,14,58,08:00,1,Good,7,Light Cloud,Light winds from the north east,NE,NE,North Easterly,8,5,2022-08-26T10:02:00+01:00,2022-08-26T17:00:21.21+01:00,2653822,Cardiff
Light cloud and light winds,7,18,64,19,12,85,2022-08-27,3,Low chance of precipitation,1020,16,61,09:00,1,Good,7,Light Cloud,Light winds from the north east,NE,NE,North Easterly,9,6,2022-08-26T10:02:00+01:00,2022-08-26T17:00:21.21+01:00,2653822,Cardiff
Sunny intervals and light winds,3,20,68,18,11,77,2022-08-27,3,Low chance of precipitation,1020,18,64,10:00,1,Good,3,Sunny Intervals,Light winds from the north east,NE,NE,North Easterly,10,6,2022-08-26T10:02:00+01:00,2022-08-26T17:00:21.21+01:00,2653822,Cardiff
Sunny intervals and light winds,3,21,71,18,11,69,2022-08-27,2,Low chance of precipitation,1020,19,67,11:00,1,Good,3,Sunny Intervals,Light winds from the east north east,ENE,ENE,East North Easterly,10,6,2022-08-26T10:02:00+01:00,2022-08-26T17:00:21.21+01:00,2653822,Cardiff
Sunny intervals and light winds,3,23,73,18,11,63,2022-08-27,2,Low chance of precipitation,1020,20,69,12:00,1,Good,3,Sunny Intervals,Light winds from the east north east,ENE,ENE,East North Easterly,9,6,2022-08-26T10:02:00+01:00,2022-08-26T17:00:21.21+01:00,2653822,Cardiff
Sunny intervals and light winds,3,23,74,18,11,59,2022-08-27,2,Low chance of precipitation,1019,21,70,13:00,1,Good,3,Sunny Intervals,Light winds from the east,E,E,Easterly,9,6,2022-08-26T10:02:00+01:00,2022-08-26T17:00:21.21+01:00,2653822,Cardiff
Sunny intervals and light winds,3,24,75,17,11,57,2022-08-27,2,Low chance of precipitation,1019,22,71,14:00,1,Good,3,Sunny Intervals,Light winds from the east,E,E,Easterly,8,5,2022-08-26T10:02:00+01:00,2022-08-26T17:00:21.21+01:00,2653822,Cardiff
Sunny intervals and light winds,3,25,76,17,10,56,2022-08-27,3,Low chance of precipitation,1019,22,72,15:00,1,Good,3,Sunny Intervals,Light winds from the east,E,E,Easterly,8,5,2022-08-26T10:02:00+01:00,2022-08-26T17:00:21.21+01:00,2653822,Cardiff
Sunny intervals and light winds,3,25,77,16,10,57,2022-08-27,3,Low chance of precipitation,1019,22,72,16:00,1,Good,3,Sunny Intervals,Light winds from the east,E,E,Easterly,8,5,2022-08-26T10:02:00+01:00,2022-08-26T17:00:21.21+01:00,2653822,Cardiff
Sunny intervals and light winds,3,25,76,15,9,57,2022-08-27,2,Low chance of precipitation,1019,22,72,17:00,1,Good,3,Sunny Intervals,Light winds from the east,E,E,Easterly,7,5,2022-08-26T10:02:00+01:00,2022-08-26T17:00:21.21+01:00,2653822,Cardiff
Sunny intervals and light winds,3,24,75,15,9,58,2022-08-27,3,Low chance of precipitation,1019,22,71,18:00,1,Good,3,Sunny Intervals,Light winds from the east north east,ENE,ENE,East North Easterly,7,5,2022-08-26T10:02:00+01:00,2022-08-26T17:00:21.21+01:00,2653822,Cardiff
Sunny intervals and light winds,3,23,73,14,9,61,2022-08-27,4,Low chance of precipitation,1019,21,70,19:00,1,Good,3,Sunny Intervals,Light winds from the north north east,NNE,NNE,North North Easterly,7,5,2022-08-26T10:02:00+01:00,2022-08-26T17:00:21.21+01:00,2653822,Cardiff
Sunny intervals and light winds,3,22,72,15,9,66,2022-08-27,5,Low chance of precipitation,1019,20,68,20:00,1,Good,3,Sunny Intervals,Light winds from the north north east,NNE,NNE,North North Easterly,7,4,2022-08-26T10:02:00+01:00,2022-08-26T17:00:21.21+01:00,2653822,Cardiff
Partly cloudy and light winds,2,21,70,16,10,72,2022-08-27,4,Low chance of precipitation,1019,19,66,21:00,1,Good,2,Partly Cloudy,Light winds from the north north east,NNE,NNE,North North Easterly,6,4,2022-08-26T10:02:00+01:00,2022-08-26T17:00:21.21+01:00,2653822,Cardiff
Light cloud and light winds,36,20,68,16,10,77,2022-08-27,4,Low chance of precipitation,1020,18,64,22:00,1,Good,7,Light Cloud,Light winds from the north east,NE,NE,North Easterly,7,4,2022-08-26T10:02:00+01:00,2022-08-26T17:00:21.21+01:00,2653822,Cardiff
Light cloud and light winds,36,19,66,17,10,81,2022-08-27,3,Low chance of precipitation,1020,17,63,23:00,1,Good,7,Light Cloud,Light winds from the north east,NE,NE,North Easterly,7,4,2022-08-26T10:02:00+01:00,2022-08-26T17:00:21.21+01:00,2653822,Cardiff
Light cloud and light winds,36,18,65,18,11,84,2022-08-28,2,Low chance of precipitation,1020,16,61,00:00,1,Good,7,Light Cloud,Light winds from the north east,NE,NE,North Easterly,8,5,2022-08-26T10:02:00+01:00,2022-08-26T17:00:21.21+01:00,2653822,Cardiff
Partly cloudy and light winds,2,17,63,18,11,86,2022-08-28,3,Low chance of precipitation,1020,16,60,01:00,1,Good,2,Partly Cloudy,Light winds from the east north east,ENE,ENE,East North Easterly,9,5,2022-08-26T10:02:00+01:00,2022-08-26T17:00:21.21+01:00,2653822,Cardiff
Partly cloudy and light winds,2,17,63,19,12,87,2022-08-28,3,Low chance of precipitation,1020,16,60,02:00,1,Good,2,Partly Cloudy,Light winds from the east north east,ENE,ENE,East North Easterly,9,6,2022-08-26T10:02:00+01:00,2022-08-26T17:00:21.21+01:00,2653822,Cardiff
Partly cloudy and light winds,2,17,63,19,12,86,2022-08-28,3,Low chance of precipitation,1020,16,60,03:00,1,Good,2,Partly Cloudy,Light winds from the east north east,ENE,ENE,East North Easterly,10,6,2022-08-26T10:02:00+01:00,2022-08-26T17:00:21.21+01:00,2653822,Cardiff
Partly cloudy and light winds,2,17,63,20,12,86,2022-08-28,4,Low chance of precipitation,1020,16,60,04:00,1,Good,2,Partly Cloudy,Light winds from the east north east,ENE,ENE,East North Easterly,11,7,2022-08-26T10:02:00+01:00,2022-08-26T17:00:21.21+01:00,2653822,Cardiff
Light cloud and light winds,36,16,61,21,13,89,2022-08-28,4,Low chance of precipitation,1021,15,59,05:00,1,Good,7,Light Cloud,Light winds from the east north east,ENE,ENE,East North Easterly,11,7,2022-08-26T10:02:00+01:00,2022-08-26T17:00:21.21+01:00,2653822,Cardiff
Light cloud and light winds,36,16,60,21,13,92,2022-08-28,4,Low chance of precipitation,1021,15,58,06:00,1,Good,7,Light Cloud,Light winds from the east,E,E,Easterly,11,7,2022-08-26T10:02:00+01:00,2022-08-26T17:00:21.21+01:00,2653822,Cardiff
Light cloud and light winds,7,16,61,21,13,94,2022-08-28,4,Low chance of precipitation,1021,15,59,07:00,1,Good,7,Light Cloud,Light winds from the east,E,E,Easterly,11,7,2022-08-26T10:02:00+01:00,2022-08-26T17:00:21.21+01:00,2653822,Cardiff
Sunny intervals and light winds,3,17,63,22,14,88,2022-08-28,4,Low chance of precipitation,1022,16,60,08:00,1,Good,3,Sunny Intervals,Light winds from the east,E,E,Easterly,12,7,2022-08-26T10:02:00+01:00,2022-08-26T17:00:21.21+01:00,2653822,Cardiff
Sunny intervals and a gentle breeze,3,19,66,24,15,79,2022-08-28,3,Low chance of precipitation,1022,17,63,09:00,1,Good,3,Sunny Intervals,A gentle breeze from the east,E,E,Easterly,13,8,2022-08-26T10:02:00+01:00,2022-08-26T17:00:21.21+01:00,2653822,Cardiff
Sunny intervals and a gentle breeze,3,21,70,25,16,70,2022-08-28,2,Low chance of precipitation,1022,19,66,10:00,1,Good,3,Sunny Intervals,A gentle breeze from the east,E,E,Easterly,14,9,2022-08-26T10:02:00+01:00,2022-08-26T17:00:21.21+01:00,2653822,Cardiff
Sunny intervals and a gentle breeze,3,23,73,27,17,63,2022-08-28,1,Low chance of precipitation,1022,21,69,11:00,1,Good,3,Sunny Intervals,A gentle breeze from the east,E,E,Easterly,15,9,2022-08-26T10:02:00+01:00,2022-08-26T17:00:21.21+01:00,2653822,Cardiff
Sunny intervals and a gentle breeze,3,24,75,27,17,58,2022-08-28,1,Low chance of precipitation,1022,22,71,12:00,1,Good,3,Sunny Intervals,A gentle breeze from the east,E,E,Easterly,15,10,2022-08-26T10:02:00+01:00,2022-08-26T17:00:21.21+01:00,2653822,Cardiff
Sunny intervals and a gentle breeze,3,25,76,27,17,54,2022-08-28,1,Low chance of precipitation,1022,23,73,13:00,1,Good,3,Sunny Intervals,A gentle breeze from the east,E,E,Easterly,16,10,2022-08-26T10:02:00+01:00,2022-08-26T17:00:21.21+01:00,2653822,Cardiff
Sunny intervals and a gentle breeze,3,25,78,27,17,51,2022-08-28,1,Low chance of precipitation,1022,23,74,14:00,1,Good,3,Sunny Intervals,A gentle breeze from the east,E,E,Easterly,16,10,2022-08-26T10:02:00+01:00,2022-08-26T17:00:21.21+01:00,2653822,Cardiff
Sunny intervals and a gentle breeze,3,26,79,26,16,49,2022-08-28,1,Low chance of precipitation,1021,24,75,15:00,1,Good,3,Sunny Intervals,A gentle breeze from the east,E,E,Easterly,16,10,2022-08-26T10:02:00+01:00,2022-08-26T17:00:21.21+01:00,2653822,Cardiff
Sunny intervals and a gentle breeze,3,26,79,25,16,47,2022-08-28,1,Low chance of precipitation,1021,24,75,16:00,1,Good,3,Sunny Intervals,A gentle breeze from the east,E,E,Easterly,15,9,2022-08-26T10:02:00+01:00,2022-08-26T17:00:21.21+01:00,2653822,Cardiff
Sunny intervals and a gentle breeze,3,26,78,24,15,48,2022-08-28,1,Low chance of precipitation,1021,24,75,17:00,1,Good,3,Sunny Intervals,A gentle breeze from the east,E,E,Easterly,14,9,2022-08-26T10:02:00+01:00,2022-08-26T17:00:21.21+01:00,2653822,Cardiff
Sunny intervals and a gentle breeze,3,25,77,22,14,49,2022-08-28,2,Low chance of precipitation,1021,23,74,18:00,1,Good,3,Sunny Intervals,A gentle breeze from the east,E,E,Easterly,13,8,2022-08-26T10:02:00+01:00,2022-08-26T17:00:21.21+01:00,2653822,Cardiff
Sunny intervals and a gentle breeze,3,24,75,21,13,52,2022-08-28,3,Low chance of precipitation,1021,22,72,19:00,1,Good,3,Sunny Intervals,A gentle breeze from the east,E,E,Easterly,12,8,2022-08-26T10:02:00+01:00,2022-08-26T17:00:21.21+01:00,2653822,Cardiff
Light cloud and light winds,7,23,73,20,12,56,2022-08-28,4,Low chance of precipitation,1021,21,70,20:00,1,Good,7,Light Cloud,Light winds from the east,E,E,Easterly,11,7,2022-08-26T10:02:00+01:00,2022-08-26T17:00:21.21+01:00,2653822,Cardiff
Light cloud and light winds,36,21,70,19,12,61,2022-08-28,4,Low chance of precipitation,1021,20,67,21:00,1,Good,7,Light Cloud,Light winds from the east,E,E,Easterly,11,7,2022-08-26T10:02:00+01:00,2022-08-26T17:00:21.21+01:00,2653822,Cardiff
Light cloud and light winds,36,20,67,19,12,66,2022-08-28,5,Low chance of precipitation,1022,18,65,22:00,1,Good,7,Light Cloud,Light winds from the east,E,E,Easterly,11,7,2022-08-26T10:02:00+01:00,2022-08-26T17:00:21.21+01:00,2653822,Cardiff
Light cloud and light winds,36,19,65,20,12,71,2022-08-28,3,Low chance of precipitation,1022,17,63,23:00,1,Good,7,Light Cloud,Light winds from the east north east,ENE,ENE,East North Easterly,11,7,2022-08-26T10:02:00+01:00,2022-08-26T17:00:21.21+01:00,2653822,Cardiff
Light cloud and light winds,36,17,63,22,14,76,2022-08-29,2,Low chance of precipitation,1022,16,61,00:00,1,Good,7,Light Cloud,Light winds from the east north east,ENE,ENE,East North Easterly,12,7,2022-08-26T10:02:00+01:00,2022-08-26T17:00:21.21+01:00,2653822,Cardiff
Light cloud and a gentle breeze,36,17,62,22,13,80,2022-08-29,2,Low chance of precipitation,1022,16,60,01:00,1,Good,7,Light Cloud,A gentle breeze from the east north east,ENE,ENE,East North Easterly,13,8,2022-08-26T10:02:00+01:00,2022-08-26T17:00:21.21+01:00,2653822,Cardiff
Light cloud and a gentle breeze,36,16,61,22,14,82,2022-08-29,3,Low chance of precipitation,1023,15,59,02:00,1,Good,7,Light Cloud,A gentle breeze from the east north east,ENE,ENE,East North Easterly,13,8,2022-08-26T10:02:00+01:00,2022-08-26T17:00:21.21+01:00,2653822,Cardiff
Light cloud and a gentle breeze,36,16,60,23,14,83,2022-08-29,3,Low chance of precipitation,1023,15,59,03:00,1,Good,7,Light Cloud,A gentle breeze from the east north east,ENE,ENE,East North Easterly,14,9,2022-08-26T10:02:00+01:00,2022-08-26T17:00:21.21+01:00,2653822,Cardiff
Light cloud and a gentle breeze,36,16,60,25,15,84,2022-08-29,4,Low chance of precipitation,1023,15,59,04:00,1,Good,7,Light Cloud,A gentle breeze from the east north east,ENE,ENE,East North Easterly,14,9,2022-08-26T10:02:00+01:00,2022-08-26T17:00:21.21+01:00,2653822,Cardiff
Light cloud and a gentle breeze,36,15,60,26,16,85,2022-08-29,4,Low chance of precipitation,1023,15,59,05:00,1,Good,7,Light Cloud,A gentle breeze from the east north east,ENE,ENE,East North Easterly,15,9,2022-08-26T10:02:00+01:00,2022-08-26T17:00:21.21+01:00,2653822,Cardiff
Light cloud and a gentle breeze,36,15,59,28,17,85,2022-08-29,3,Low chance of precipitation,1023,15,58,06:00,1,Good,7,Light Cloud,A gentle breeze from the east north east,ENE,ENE,East North Easterly,16,10,2022-08-26T10:02:00+01:00,2022-08-26T17:00:21.21+01:00,2653822,Cardiff
Light cloud and a gentle breeze,7,16,61,28,18,85,2022-08-29,3,Low chance of precipitation,1023,15,59,07:00,1,Good,7,Light Cloud,A gentle breeze from the east north east,ENE,ENE,East North Easterly,17,10,2022-08-26T10:02:00+01:00,2022-08-26T17:00:21.21+01:00,2653822,Cardiff
Sunny intervals and a gentle breeze,3,17,63,30,19,81,2022-08-29,3,Low chance of precipitation,1023,16,61,08:00,1,Good,3,Sunny Intervals,A gentle breeze from the east north east,ENE,ENE,East North Easterly,17,11,2022-08-26T10:02:00+01:00,2022-08-26T17:00:21.21+01:00,2653822,Cardiff
