enhancedWeatherDescription,extendedWeatherType,feelsLikeTemperatureC,feelsLikeTemperatureF,gustSpeedKph,gustSpeedMph,humidity,localDate,precipitationProbabilityInPercent,precipitationProbabilityText,pressure,temperatureC,temperatureF,timeslot,timeslotLength,visibility,weatherType,weatherTypeText,windDescription,windDirection,windDirectionAbbreviation,windDirectionFull,windSpeedKph,windSpeedMph,issueDate,lastUpdated,location_id,location_name
Partly cloudy and light winds,2,11,52,13,8,93,2023-05-13,0,Precipitation is not expected,1019,11,52,03:00,1,Moderate,2,Partly Cloudy,Light winds from the north,N,N,Northerly,8,5,2023-05-12T23:00:00+02:00,2023-05-13T02:01:25.455+02:00,2988507,Paris
A clear sky and light winds,0,11,52,13,8,93,2023-05-13,0,Precipitation is not expected,1019,11,52,04:00,1,Moderate,0,Clear Sky,Light winds from the north,N,N,Northerly,8,5,2023-05-12T23:00:00+02:00,2023-05-13T02:01:25.455+02:00,2988507,Paris
Misty and light winds,34,11,52,15,9,92,2023-05-13,0,Precipitation is not expected,1019,11,52,05:00,1,Poor,5,Mist,Light winds from the north,N,N,Northerly,9,5,2023-05-12T23:00:00+02:00,2023-05-13T02:01:25.455+02:00,2988507,Paris
A clear sky and light winds,0,11,52,17,10,94,2023-05-13,0,Precipitation is not expected,1019,11,52,06:00,1,Moderate,0,Clear Sky,Light winds from the north,N,N,Northerly,9,5,2023-05-12T23:00:00+02:00,2023-05-13T02:01:25.455+02:00,2988507,Paris
Sunny and light winds,1,11,52,20,12,93,2023-05-13,0,Precipitation is not expected,1020,11,52,07:00,1,Moderate,1,Sunny,Light winds from the north,N,N,Northerly,8,5,2023-05-12T23:00:00+02:00,2023-05-13T02:01:25.455+02:00,2988507,Paris
Sunny and light winds,1,12,53,20,13,91,2023-05-13,0,Precipitation is not expected,1020,12,53,08:00,1,Good,1,Sunny,Light winds from the north,N,N,Northerly,9,6,2023-05-12T23:00:00+02:00,2023-05-13T02:01:25.455+02:00,2988507,Paris
Sunny and light winds,1,13,56,21,13,88,2023-05-13,0,Precipitation is not expected,1020,13,56,09:00,1,Good,1,Sunny,Light winds from the north north east,NNE,NNE,North North Easterly,9,6,2023-05-12T23:00:00+02:00,2023-05-13T02:01:25.455+02:00,2988507,Paris
Sunny and light winds,1,15,60,22,14,82,2023-05-13,0,Precipitation is not expected,1020,15,59,10:00,1,Good,1,Sunny,Light winds from the north north east,NNE,NNE,North North Easterly,10,6,2023-05-12T23:00:00+02:00,2023-05-13T02:01:25.455+02:00,2988507,Paris
Sunny intervals and a gentle breeze,3,17,63,22,14,75,2023-05-13,0,Precipitation is not expected,1020,16,61,11:00,1,Good,3,Sunny Intervals,A gentle breeze from the north,N,N,Northerly,13,8,2023-05-12T23:00:00+02:00,2023-05-13T02:01:25.455+02:00,2988507,Paris
Sunny intervals and light winds,3,19,66,24,15,71,2023-05-13,0,Precipitation is not expected,1020,17,63,12:00,1,Good,3,Sunny Intervals,Light winds from the north north east,NNE,NNE,North North Easterly,12,7,2023-05-12T23:00:00+02:00,2023-05-13T02:01:25.455+02:00,2988507,Paris
