enhancedWeatherDescription,extendedWeatherType,feelsLikeTemperatureC,feelsLikeTemperatureF,gustSpeedKph,gustSpeedMph,humidity,localDate,precipitationProbabilityInPercent,precipitationProbabilityText,pressure,temperatureC,temperatureF,timeslot,timeslotLength,visibility,weatherType,weatherTypeText,windDescription,windDirection,windDirectionAbbreviation,windDirectionFull,windSpeedKph,windSpeedMph,issueDate,lastUpdated,location_id,location_name
Sunny intervals and a gentle breeze,3,10,49,29,18,66,2024-04-28,0,Precipitation is not expected,1010,11,52,18:00,1,Good,3,Sunny Intervals,A gentle breeze from the west south west,WSW,WSW,West South Westerly,16,10,2024-04-28T10:45:00+01:00,2024-04-28T17:10:04.474+01:00,2643743,Greater London
Sunny intervals and a gentle breeze,3,9,48,29,18,66,2024-04-28,11,Low chance of precipitation,1010,10,51,19:00,1,Good,3,Sunny Intervals,A gentle breeze from the south west,SW,SW,South Westerly,15,9,2024-04-28T10:45:00+01:00,2024-04-28T17:10:04.474+01:00,2643743,Greater London
Light rain and a gentle breeze,12,8,46,22,14,69,2024-04-28,24,Low chance of precipitation,1011,9,49,20:00,1,Good,12,Light Rain,A gentle breeze from the south west,SW,SW,South Westerly,14,9,2024-04-28T10:45:00+01:00,2024-04-28T17:10:04.474+01:00,2643743,Greater London
Partly cloudy and a gentle breeze,2,7,45,21,13,74,2024-04-28,22,Low chance of precipitation,1012,9,48,21:00,1,Good,2,Partly Cloudy,A gentle breeze from the south south west,SSW,SSW,South South Westerly,13,8,2024-04-28T10:45:00+01:00,2024-04-28T17:10:04.474+01:00,2643743,Greater London
A clear sky and a gentle breeze,0,6,43,18,11,80,2024-04-28,10,Low chance of precipitation,1013,8,46,22:00,1,Good,0,Clear Sky,A gentle breeze from the south south west,SSW,SSW,South South Westerly,13,8,2024-04-28T10:45:00+01:00,2024-04-28T17:10:04.474+01:00,2643743,Greater London
A clear sky and light winds,0,6,42,16,10,82,2024-04-28,0,Precipitation is not expected,1014,7,45,23:00,1,Good,0,Clear Sky,Light winds from the south south west,SSW,SSW,South South Westerly,12,7,2024-04-28T10:45:00+01:00,2024-04-28T17:10:04.474+01:00,2643743,Greater London
A clear sky and light winds,0,5,41,14,9,85,2024-04-29,0,Precipitation is not expected,1014,7,44,00:00,1,Good,0,Clear Sky,Light winds from the south south west,SSW,SSW,South South Westerly,11,7,2024-04-28T10:45:00+01:00,2024-04-28T17:10:04.474+01:00,2643743,Greater London
A clear sky and light winds,0,5,41,15,9,86,2024-04-29,0,Precipitation is not expected,1014,7,44,01:00,1,Good,0,Clear Sky,Light winds from the south south west,SSW,SSW,South South Westerly,9,6,2024-04-28T10:45:00+01:00,2024-04-28T17:10:04.474+01:00,2643743,Greater London
A clear sky and light winds,0,4,40,17,10,88,2024-04-29,0,Precipitation is not expected,1014,6,43,02:00,1,Good,0,Clear Sky,Light winds from the south south west,SSW,SSW,South South Westerly,10,6,2024-04-28T10:45:00+01:00,2024-04-28T17:10:04.474+01:00,2643743,Greater London
A clear sky and light winds,0,4,39,18,11,89,2024-04-29,0,Precipitation is not expected,1014,6,43,03:00,1,Good,0,Clear Sky,Light winds from the south south west,SSW,SSW,South South Westerly,10,6,2024-04-28T10:45:00+01:00,2024-04-28T17:10:04.474+01:00,2643743,Greater London
A clear sky and light winds,0,4,39,17,10,90,2024-04-29,0,Precipitation is not expected,1014,6,43,04:00,1,Good,0,Clear Sky,Light winds from the south south west,SSW,SSW,South South Westerly,11,7,2024-04-28T10:45:00+01:00,2024-04-28T17:10:04.474+01:00,2643743,Greater London
