enhancedWeatherDescription,extendedWeatherType,feelsLikeTemperatureC,feelsLikeTemperatureF,gustSpeedKph,gustSpeedMph,humidity,localDate,precipitationProbabilityInPercent,precipitationProbabilityText,pressure,temperatureC,temperatureF,timeslot,timeslotLength,visibility,weatherType,weatherTypeText,windDescription,windDirection,windDirectionAbbreviation,windDirectionFull,windSpeedKph,windSpeedMph,issueDate,lastUpdated,location_id,location_name
Light cloud and a gentle breeze,36,-1,30,35,22,76,2024-01-17,0,Precipitation is not expected,991,3,37,17:00,1,Good,7,Light Cloud,A gentle breeze from the north,N,N,Northerly,16,10,2024-01-17T09:46:00+00:00,2024-01-17T16:05:52.402Z,2643743,Greater London
Light cloud and a gentle breeze,36,-2,29,36,22,74,2024-01-17,0,Precipitation is not expected,992,3,37,18:00,1,Good,7,Light Cloud,A gentle breeze from the north,N,N,Northerly,18,11,2024-01-17T09:46:00+00:00,2024-01-17T16:05:52.402Z,2643743,Greater London
Partly cloudy and a gentle breeze,2,-2,28,34,21,72,2024-01-17,0,Precipitation is not expected,992,2,36,19:00,1,Good,2,Partly Cloudy,A gentle breeze from the north,N,N,Northerly,17,11,2024-01-17T09:46:00+00:00,2024-01-17T16:05:52.402Z,2643743,Greater London
Partly cloudy and a gentle breeze,2,-3,27,33,21,71,2024-01-17,0,Precipitation is not expected,993,1,35,20:00,1,Good,2,Partly Cloudy,A gentle breeze from the north,N,N,Northerly,16,10,2024-01-17T09:46:00+00:00,2024-01-17T16:05:52.402Z,2643743,Greater London
A clear sky and a gentle breeze,0,-3,26,31,19,70,2024-01-17,0,Precipitation is not expected,994,1,34,21:00,1,Good,0,Clear Sky,A gentle breeze from the north,N,N,Northerly,16,10,2024-01-17T09:46:00+00:00,2024-01-17T16:05:52.402Z,2643743,Greater London
A clear sky and a gentle breeze,0,-4,24,27,17,69,2024-01-17,0,Precipitation is not expected,995,0,32,22:00,1,Good,0,Clear Sky,A gentle breeze from the north,N,N,Northerly,16,10,2024-01-17T09:46:00+00:00,2024-01-17T16:05:52.402Z,2643743,Greater London
A clear sky and a gentle breeze,0,-5,24,25,16,67,2024-01-17,0,Precipitation is not expected,996,0,32,23:00,1,Good,0,Clear Sky,A gentle breeze from the north,N,N,Northerly,15,9,2024-01-17T09:46:00+00:00,2024-01-17T16:05:52.402Z,2643743,Greater London
A clear sky and a gentle breeze,0,-5,23,24,15,63,2024-01-18,0,Precipitation is not expected,996,-1,31,00:00,1,Good,0,Clear Sky,A gentle breeze from the north,N,N,Northerly,14,9,2024-01-17T09:46:00+00:00,2024-01-17T16:05:52.402Z,2643743,Greater London
A clear sky and a gentle breeze,0,-6,22,21,13,62,2024-01-18,0,Precipitation is not expected,997,-1,30,01:00,1,Good,0,Clear Sky,A gentle breeze from the north north west,NNW,NNW,North North Westerly,14,9,2024-01-17T09:46:00+00:00,2024-01-17T16:05:52.402Z,2643743,Greater London
A clear sky and a gentle breeze,0,-6,21,19,12,62,2024-01-18,0,Precipitation is not expected,998,-2,29,02:00,1,Good,0,Clear Sky,A gentle breeze from the north north west,NNW,NNW,North North Westerly,13,8,2024-01-17T09:46:00+00:00,2024-01-17T16:05:52.402Z,2643743,Greater London
A clear sky and a gentle breeze,0,-6,20,18,11,63,2024-01-18,0,Precipitation is not expected,998,-2,28,03:00,1,Good,0,Clear Sky,A gentle breeze from the north north west,NNW,NNW,North North Westerly,13,8,2024-01-17T09:46:00+00:00,2024-01-17T16:05:52.402Z,2643743,Greater London
A clear sky and light winds,0,-6,21,17,10,62,2024-01-18,0,Precipitation is not expected,999,-2,28,04:00,1,Good,0,Clear Sky,Light winds from the north north west,NNW,NNW,North North Westerly,12,7,2024-01-17T09:46:00+00:00,2024-01-17T16:05:52.402Z,2643743,Greater London
A clear sky and light winds,0,-6,21,16,10,62,2024-01-18,0,Precipitation is not expected,1000,-2,28,05:00,1,Good,0,Clear Sky,Light winds from the north north west,NNW,NNW,North North Westerly,10,6,2024-01-17T09:46:00+00:00,2024-01-17T16:05:52.402Z,2643743,Greater London
A clear sky and light winds,0,-6,21,14,9,62,2024-01-18,0,Precipitation is not expected,1001,-3,27,06:00,1,Good,0,Clear Sky,Light winds from the north west,NW,NW,North Westerly,10,6,2024-01-17T09:46:00+00:00,2024-01-17T16:05:52.402Z,2643743,Greater London
A clear sky and light winds,0,-6,21,16,10,62,2024-01-18,0,Precipitation is not expected,1002,-3,27,07:00,1,Good,0,Clear Sky,Light winds from the north west,NW,NW,North Westerly,9,6,2024-01-17T09:46:00+00:00,2024-01-17T16:05:52.402Z,2643743,Greater London
Sunny and light winds,1,-7,20,17,10,64,2024-01-18,0,Precipitation is not expected,1003,-3,27,08:00,1,Good,1,Sunny,Light winds from the west north west,WNW,WNW,West North Westerly,11,7,2024-01-17T09:46:00+00:00,2024-01-17T16:05:52.402Z,2643743,Greater London
Sunny and light winds,1,-6,21,20,13,64,2024-01-18,0,Precipitation is not expected,1004,-2,28,09:00,1,Good,1,Sunny,Light winds from the west north west,WNW,WNW,West North Westerly,11,7,2024-01-17T09:46:00+00:00,2024-01-17T16:05:52.402Z,2643743,Greater London
Sunny and a gentle breeze,1,-5,23,24,15,62,2024-01-18,0,Precipitation is not expected,1006,-1,30,10:00,1,Good,1,Sunny,A gentle breeze from the west north west,WNW,WNW,West North Westerly,13,8,2024-01-17T09:46:00+00:00,2024-01-17T16:05:52.402Z,2643743,Greater London
Sunny and a gentle breeze,1,-3,26,26,16,58,2024-01-18,0,Precipitation is not expected,1007,1,33,11:00,1,Good,1,Sunny,A gentle breeze from the west north west,WNW,WNW,West North Westerly,14,9,2024-01-17T09:46:00+00:00,2024-01-17T16:05:52.402Z,2643743,Greater London
Sunny and a gentle breeze,1,-2,28,27,17,57,2024-01-18,0,Precipitation is not expected,1008,2,35,12:00,1,Good,1,Sunny,A gentle breeze from the north west,NW,NW,North Westerly,16,10,2024-01-17T09:46:00+00:00,2024-01-17T16:05:52.402Z,2643743,Greater London
Sunny and a gentle breeze,1,-1,29,29,18,57,2024-01-18,0,Precipitation is not expected,1009,2,36,13:00,1,Good,1,Sunny,A gentle breeze from the north west,NW,NW,North Westerly,16,10,2024-01-17T09:46:00+00:00,2024-01-17T16:05:52.402Z,2643743,Greater London
Sunny and a gentle breeze,1,-1,30,28,18,58,2024-01-18,0,Precipitation is not expected,1009,3,37,14:00,1,Good,1,Sunny,A gentle breeze from the north west,NW,NW,North Westerly,15,9,2024-01-17T09:46:00+00:00,2024-01-17T16:05:52.402Z,2643743,Greater London
Sunny and a gentle breeze,1,-1,30,25,15,59,2024-01-18,0,Precipitation is not expected,1011,3,37,15:00,1,Good,1,Sunny,A gentle breeze from the north west,NW,NW,North Westerly,15,9,2024-01-17T09:46:00+00:00,2024-01-17T16:05:52.402Z,2643743,Greater London
Sunny and a gentle breeze,1,-2,29,19,12,62,2024-01-18,0,Precipitation is not expected,1012,2,36,16:00,1,Good,1,Sunny,A gentle breeze from the north west,NW,NW,North Westerly,14,9,2024-01-17T09:46:00+00:00,2024-01-17T16:05:52.402Z,2643743,Greater London
A clear sky and a gentle breeze,0,-2,28,17,11,65,2024-01-18,0,Precipitation is not expected,1013,1,34,17:00,1,Good,0,Clear Sky,A gentle breeze from the west north west,WNW,WNW,West North Westerly,13,8,2024-01-17T09:46:00+00:00,2024-01-17T16:05:52.402Z,2643743,Greater London
A clear sky and a gentle breeze,0,-3,26,16,10,68,2024-01-18,0,Precipitation is not expected,1014,1,33,18:00,1,Good,0,Clear Sky,A gentle breeze from the west north west,WNW,WNW,West North Westerly,13,8,2024-01-17T09:46:00+00:00,2024-01-17T16:05:52.402Z,2643743,Greater London
A clear sky and a gentle breeze,0,-4,25,16,10,68,2024-01-18,0,Precipitation is not expected,1015,0,32,19:00,1,Good,0,Clear Sky,A gentle breeze from the west north west,WNW,WNW,West North Westerly,12,8,2024-01-17T09:46:00+00:00,2024-01-17T16:05:52.402Z,2643743,Greater London
A clear sky and light winds,0,-4,25,15,9,70,2024-01-18,0,Precipitation is not expected,1016,0,31,20:00,1,Good,0,Clear Sky,Light winds from the west north west,WNW,WNW,West North Westerly,11,7,2024-01-17T09:46:00+00:00,2024-01-17T16:05:52.402Z,2643743,Greater London
A clear sky and light winds,0,-4,24,15,9,71,2024-01-18,0,Precipitation is not expected,1016,-1,31,21:00,1,Good,0,Clear Sky,Light winds from the west,W,W,Westerly,11,7,2024-01-17T09:46:00+00:00,2024-01-17T16:05:52.402Z,2643743,Greater London
A clear sky and light winds,0,-5,24,15,9,73,2024-01-18,0,Precipitation is not expected,1017,-1,31,22:00,1,Good,0,Clear Sky,Light winds from the west,W,W,Westerly,12,7,2024-01-17T09:46:00+00:00,2024-01-17T16:05:52.402Z,2643743,Greater London
A clear sky and light winds,0,-5,23,15,9,74,2024-01-18,0,Precipitation is not expected,1018,-1,30,23:00,1,Good,0,Clear Sky,Light winds from the west,W,W,Westerly,11,7,2024-01-17T09:46:00+00:00,2024-01-17T16:05:52.402Z,2643743,Greater London
A clear sky and light winds,0,-5,23,16,10,76,2024-01-19,0,Precipitation is not expected,1018,-1,30,00:00,1,Good,0,Clear Sky,Light winds from the west,W,W,Westerly,12,7,2024-01-17T09:46:00+00:00,2024-01-17T16:05:52.402Z,2643743,Greater London
A clear sky and light winds,0,-5,22,16,10,78,2024-01-19,0,Precipitation is not expected,1018,-1,29,01:00,1,Good,0,Clear Sky,Light winds from the west,W,W,Westerly,12,7,2024-01-17T09:46:00+00:00,2024-01-17T16:05:52.402Z,2643743,Greater London
A clear sky and light winds,0,-5,22,15,9,79,2024-01-19,0,Precipitation is not expected,1019,-1,29,02:00,1,Good,0,Clear Sky,Light winds from the west,W,W,Westerly,12,7,2024-01-17T09:46:00+00:00,2024-01-17T16:05:52.402Z,2643743,Greater London
A clear sky and light winds,0,-6,22,14,9,81,2024-01-19,0,Precipitation is not expected,1019,-2,29,03:00,1,Good,0,Clear Sky,Light winds from the west,W,W,Westerly,12,7,2024-01-17T09:46:00+00:00,2024-01-17T16:05:52.402Z,2643743,Greater London
