enhancedWeatherDescription,extendedWeatherType,feelsLikeTemperatureC,feelsLikeTemperatureF,gustSpeedKph,gustSpeedMph,humidity,localDate,precipitationProbabilityInPercent,precipitationProbabilityText,pressure,temperatureC,temperatureF,timeslot,timeslotLength,visibility,weatherType,weatherTypeText,windDescription,windDirection,windDirectionAbbreviation,windDirectionFull,windSpeedKph,windSpeedMph,issueDate,lastUpdated,location_id,location_name
Partly cloudy and a fresh breeze,2,7,44,63,39,66,2024-01-22,0,Precipitation is not expected,1014,9,49,17:00,1,Good,2,Partly Cloudy,A fresh breeze from the west south west,WSW,WSW,West South Westerly,31,19,2024-01-22T09:46:00+00:00,2024-01-22T16:03:08.672Z,2634341,City of Westminster
Partly cloudy and a fresh breeze,2,6,43,58,36,68,2024-01-22,0,Precipitation is not expected,1015,9,48,18:00,1,Good,2,Partly Cloudy,A fresh breeze from the west south west,WSW,WSW,West South Westerly,31,19,2024-01-22T09:46:00+00:00,2024-01-22T16:03:08.672Z,2634341,City of Westminster
Partly cloudy and a moderate breeze,2,6,43,54,34,68,2024-01-22,0,Precipitation is not expected,1017,9,48,19:00,1,Good,2,Partly Cloudy,A moderate breeze from the west south west,WSW,WSW,West South Westerly,29,18,2024-01-22T09:46:00+00:00,2024-01-22T16:03:08.672Z,2634341,City of Westminster
Partly cloudy and a moderate breeze,2,5,42,48,30,71,2024-01-22,0,Precipitation is not expected,1018,8,47,20:00,1,Good,2,Partly Cloudy,A moderate breeze from the west,W,W,Westerly,27,17,2024-01-22T09:46:00+00:00,2024-01-22T16:03:08.672Z,2634341,City of Westminster
A clear sky and a moderate breeze,0,5,41,43,27,70,2024-01-22,0,Precipitation is not expected,1018,8,47,21:00,1,Good,0,Clear Sky,A moderate breeze from the west,W,W,Westerly,26,16,2024-01-22T09:46:00+00:00,2024-01-22T16:03:08.672Z,2634341,City of Westminster
A clear sky and a moderate breeze,0,5,41,42,26,70,2024-01-22,0,Precipitation is not expected,1020,8,46,22:00,1,Good,0,Clear Sky,A moderate breeze from the west,W,W,Westerly,24,15,2024-01-22T09:46:00+00:00,2024-01-22T16:03:08.672Z,2634341,City of Westminster
A clear sky and a moderate breeze,0,5,40,38,24,71,2024-01-22,0,Precipitation is not expected,1021,8,46,23:00,1,Good,0,Clear Sky,A moderate breeze from the west,W,W,Westerly,23,14,2024-01-22T09:46:00+00:00,2024-01-22T16:03:08.672Z,2634341,City of Westminster
A clear sky and a moderate breeze,0,4,40,36,22,71,2024-01-23,0,Precipitation is not expected,1022,7,45,00:00,1,Good,0,Clear Sky,A moderate breeze from the west south west,WSW,WSW,West South Westerly,22,14,2024-01-22T09:46:00+00:00,2024-01-22T16:03:08.672Z,2634341,City of Westminster
A clear sky and a gentle breeze,0,4,39,34,21,73,2024-01-23,0,Precipitation is not expected,1023,7,45,01:00,1,Good,0,Clear Sky,A gentle breeze from the west south west,WSW,WSW,West South Westerly,20,12,2024-01-22T09:46:00+00:00,2024-01-22T16:03:08.672Z,2634341,City of Westminster
A clear sky and a gentle breeze,0,4,39,32,20,76,2024-01-23,0,Precipitation is not expected,1023,7,44,02:00,1,Good,0,Clear Sky,A gentle breeze from the west south west,WSW,WSW,West South Westerly,18,11,2024-01-22T09:46:00+00:00,2024-01-22T16:03:08.672Z,2634341,City of Westminster
A clear sky and a gentle breeze,0,3,38,30,19,79,2024-01-23,0,Precipitation is not expected,1024,6,43,03:00,1,Good,0,Clear Sky,A gentle breeze from the west south west,WSW,WSW,West South Westerly,17,10,2024-01-22T09:46:00+00:00,2024-01-22T16:03:08.672Z,2634341,City of Westminster
A clear sky and a gentle breeze,0,3,38,27,17,81,2024-01-23,0,Precipitation is not expected,1024,6,43,04:00,1,Good,0,Clear Sky,A gentle breeze from the west south west,WSW,WSW,West South Westerly,17,10,2024-01-22T09:46:00+00:00,2024-01-22T16:03:08.672Z,2634341,City of Westminster
Partly cloudy and a gentle breeze,2,3,38,24,15,83,2024-01-23,0,Precipitation is not expected,1025,6,43,05:00,1,Good,2,Partly Cloudy,A gentle breeze from the west south west,WSW,WSW,West South Westerly,17,10,2024-01-22T09:46:00+00:00,2024-01-22T16:03:08.672Z,2634341,City of Westminster
Partly cloudy and a gentle breeze,2,3,38,27,17,84,2024-01-23,0,Precipitation is not expected,1025,6,43,06:00,1,Good,2,Partly Cloudy,A gentle breeze from the south west,SW,SW,South Westerly,16,10,2024-01-22T09:46:00+00:00,2024-01-22T16:03:08.672Z,2634341,City of Westminster
Light cloud and a gentle breeze,36,4,39,30,19,84,2024-01-23,20,Low chance of precipitation,1024,7,44,07:00,1,Good,7,Light Cloud,A gentle breeze from the south west,SW,SW,South Westerly,17,10,2024-01-22T09:46:00+00:00,2024-01-22T16:03:08.672Z,2634341,City of Westminster
Drizzle and a gentle breeze,11,5,41,32,20,85,2024-01-23,42,Chance of precipitation,1024,7,45,08:00,1,Moderate,11,Drizzle,A gentle breeze from the south west,SW,SW,South Westerly,17,11,2024-01-22T09:46:00+00:00,2024-01-22T16:03:08.672Z,2634341,City of Westminster
Light rain and a gentle breeze,12,6,43,39,24,88,2024-01-23,80,High chance of precipitation,1024,8,47,09:00,1,Moderate,12,Light Rain,A gentle breeze from the south south west,SSW,SSW,South South Westerly,17,11,2024-01-22T09:46:00+00:00,2024-01-22T16:03:08.672Z,2634341,City of Westminster
Light rain and a moderate breeze,12,7,44,48,30,90,2024-01-23,80,High chance of precipitation,1023,9,48,10:00,1,Moderate,12,Light Rain,A moderate breeze from the south south west,SSW,SSW,South South Westerly,21,13,2024-01-22T09:46:00+00:00,2024-01-22T16:03:08.672Z,2634341,City of Westminster
Light rain and a moderate breeze,12,8,46,57,36,89,2024-01-23,80,High chance of precipitation,1022,10,49,11:00,1,Moderate,12,Light Rain,A moderate breeze from the south south west,SSW,SSW,South South Westerly,25,16,2024-01-22T09:46:00+00:00,2024-01-22T16:03:08.672Z,2634341,City of Westminster
