enhancedWeatherDescription,extendedWeatherType,feelsLikeTemperatureC,feelsLikeTemperatureF,gustSpeedKph,gustSpeedMph,humidity,localDate,precipitationProbabilityInPercent,precipitationProbabilityText,pressure,temperatureC,temperatureF,timeslot,timeslotLength,visibility,weatherType,weatherTypeText,windDescription,windDirection,windDirectionAbbreviation,windDirectionFull,windSpeedKph,windSpeedMph,issueDate,lastUpdated,location_id,location_name
Sunny and light winds,1,9,48,11,7,77,2023-02-14,0,Precipitation is not expected,1027,10,50,17:00,1,Good,1,Sunny,Light winds from the south east,SE,SE,South Easterly,9,6,2023-02-14T09:56:00+00:00,2023-02-14T16:01:35.162Z,2653822,Cardiff
A clear sky and light winds,0,6,43,11,7,80,2023-02-14,0,Precipitation is not expected,1027,8,46,18:00,1,Good,0,Clear Sky,Light winds from the south east,SE,SE,South Easterly,10,6,2023-02-14T09:56:00+00:00,2023-02-14T16:01:35.162Z,2653822,Cardiff
A clear sky and light winds,0,5,41,11,7,83,2023-02-14,0,Precipitation is not expected,1027,7,44,19:00,1,Good,0,Clear Sky,Light winds from the south east,SE,SE,South Easterly,9,6,2023-02-14T09:56:00+00:00,2023-02-14T16:01:35.162Z,2653822,Cardiff
A clear sky and light winds,0,4,40,11,7,84,2023-02-14,0,Precipitation is not expected,1027,6,43,20:00,1,Good,0,Clear Sky,Light winds from the south east,SE,SE,South Easterly,8,5,2023-02-14T09:56:00+00:00,2023-02-14T16:01:35.162Z,2653822,Cardiff
A clear sky and light winds,0,4,39,9,6,84,2023-02-14,0,Precipitation is not expected,1026,5,41,21:00,1,Good,0,Clear Sky,Light winds from the east south east,ESE,ESE,East South Easterly,8,5,2023-02-14T09:56:00+00:00,2023-02-14T16:01:35.162Z,2653822,Cardiff
A clear sky and light winds,0,5,41,9,6,85,2023-02-14,0,Precipitation is not expected,1026,5,41,22:00,1,Good,0,Clear Sky,Light winds from the east south east,ESE,ESE,East South Easterly,7,4,2023-02-14T09:56:00+00:00,2023-02-14T16:01:35.162Z,2653822,Cardiff
A clear sky and light winds,0,4,40,9,6,86,2023-02-14,0,Precipitation is not expected,1026,5,40,23:00,1,Good,0,Clear Sky,Light winds from the east,E,E,Easterly,7,5,2023-02-14T09:56:00+00:00,2023-02-14T16:01:35.162Z,2653822,Cardiff
A clear sky and light winds,0,2,36,9,6,87,2023-02-15,0,Precipitation is not expected,1025,4,39,00:00,1,Moderate,0,Clear Sky,Light winds from the east south east,ESE,ESE,East South Easterly,8,5,2023-02-14T09:56:00+00:00,2023-02-14T16:01:35.162Z,2653822,Cardiff
A clear sky and light winds,0,2,36,9,6,88,2023-02-15,0,Precipitation is not expected,1025,4,39,01:00,1,Moderate,0,Clear Sky,Light winds from the east south east,ESE,ESE,East South Easterly,8,5,2023-02-14T09:56:00+00:00,2023-02-14T16:01:35.162Z,2653822,Cardiff
A clear sky and light winds,0,2,36,9,6,88,2023-02-15,0,Precipitation is not expected,1024,4,39,02:00,1,Moderate,0,Clear Sky,Light winds from the east south east,ESE,ESE,East South Easterly,8,5,2023-02-14T09:56:00+00:00,2023-02-14T16:01:35.162Z,2653822,Cardiff
A clear sky and light winds,0,4,39,9,6,89,2023-02-15,0,Precipitation is not expected,1023,4,39,03:00,1,Moderate,0,Clear Sky,Light winds from the south east,SE,SE,South Easterly,7,5,2023-02-14T09:56:00+00:00,2023-02-14T16:01:35.162Z,2653822,Cardiff
