enhancedWeatherDescription,extendedWeatherType,feelsLikeTemperatureC,feelsLikeTemperatureF,gustSpeedKph,gustSpeedMph,humidity,localDate,precipitationProbabilityInPercent,precipitationProbabilityText,pressure,temperatureC,temperatureF,timeslot,timeslotLength,visibility,weatherType,weatherTypeText,windDescription,windDirection,windDirectionAbbreviation,windDirectionFull,windSpeedKph,windSpeedMph,issueDate,lastUpdated,location_id,location_name
Light rain showers and a fresh breeze,10,31,87,48,30,88,2024-03-02,35,Chance of precipitation,1014,24,75,12:00,1,Moderate,10,Light Rain Showers,A fresh breeze from the south,S,S,Southerly,34,21,2024-03-02T08:00:00+11:00,2024-03-02T11:02:25.168+11:00,2147714,Sydney
Light rain showers and a fresh breeze,10,30,85,45,28,90,2024-03-02,44,Chance of precipitation,1014,23,74,13:00,1,Moderate,10,Light Rain Showers,A fresh breeze from the south,S,S,Southerly,34,21,2024-03-02T08:00:00+11:00,2024-03-02T11:02:25.168+11:00,2147714,Sydney
Light rain showers and a fresh breeze,10,29,84,43,27,90,2024-03-02,64,Chance of precipitation,1014,23,73,14:00,1,Moderate,10,Light Rain Showers,A fresh breeze from the south,S,S,Southerly,33,21,2024-03-02T08:00:00+11:00,2024-03-02T11:02:25.168+11:00,2147714,Sydney
Light rain showers and a fresh breeze,10,28,83,43,27,90,2024-03-02,29,Low chance of precipitation,1013,22,72,15:00,1,Good,10,Light Rain Showers,A fresh breeze from the south,S,S,Southerly,32,20,2024-03-02T08:00:00+11:00,2024-03-02T11:02:25.168+11:00,2147714,Sydney
Light rain showers and a moderate breeze,10,28,83,41,25,86,2024-03-02,15,Low chance of precipitation,1014,23,73,16:00,1,Good,10,Light Rain Showers,A moderate breeze from the south,S,S,Southerly,29,18,2024-03-02T08:00:00+11:00,2024-03-02T11:02:25.168+11:00,2147714,Sydney
Light rain and a moderate breeze,12,28,82,39,24,86,2024-03-02,44,Chance of precipitation,1014,22,72,17:00,1,Good,12,Light Rain,A moderate breeze from the south,S,S,Southerly,27,17,2024-03-02T08:00:00+11:00,2024-03-02T11:02:25.168+11:00,2147714,Sydney
Light rain showers and a moderate breeze,10,27,81,37,23,86,2024-03-02,28,Low chance of precipitation,1015,22,72,18:00,1,Good,10,Light Rain Showers,A moderate breeze from the south,S,S,Southerly,25,16,2024-03-02T08:00:00+11:00,2024-03-02T11:02:25.168+11:00,2147714,Sydney
Light rain showers and a moderate breeze,10,27,81,33,21,86,2024-03-02,68,Chance of precipitation,1015,22,71,19:00,1,Good,10,Light Rain Showers,A moderate breeze from the south south east,SSE,SSE,South South Easterly,23,14,2024-03-02T08:00:00+11:00,2024-03-02T11:02:25.168+11:00,2147714,Sydney
Light rain showers and a moderate breeze,9,27,80,29,18,85,2024-03-02,68,Chance of precipitation,1016,22,71,20:00,1,Moderate,9,Light Rain Showers,A moderate breeze from the south south east,SSE,SSE,South South Easterly,21,13,2024-03-02T08:00:00+11:00,2024-03-02T11:02:25.168+11:00,2147714,Sydney
Drizzle and a gentle breeze,38,27,80,27,17,84,2024-03-02,51,Chance of precipitation,1017,22,71,21:00,1,Good,11,Drizzle,A gentle breeze from the south south east,SSE,SSE,South South Easterly,18,11,2024-03-02T08:00:00+11:00,2024-03-02T11:02:25.168+11:00,2147714,Sydney
Light rain showers and a gentle breeze,9,27,80,24,15,82,2024-03-02,43,Chance of precipitation,1017,22,72,22:00,1,Good,9,Light Rain Showers,A gentle breeze from the south south east,SSE,SSE,South South Easterly,17,11,2024-03-02T08:00:00+11:00,2024-03-02T11:02:25.168+11:00,2147714,Sydney
Thick cloud and a gentle breeze,37,27,80,20,12,80,2024-03-02,25,Low chance of precipitation,1017,22,72,23:00,1,Good,8,Thick Cloud,A gentle breeze from the south south east,SSE,SSE,South South Easterly,14,9,2024-03-02T08:00:00+11:00,2024-03-02T11:02:25.168+11:00,2147714,Sydney
Light rain showers and a gentle breeze,9,27,80,17,10,79,2024-03-03,37,Chance of precipitation,1017,22,72,00:00,1,Good,9,Light Rain Showers,A gentle breeze from the south south east,SSE,SSE,South South Easterly,13,8,2024-03-02T08:00:00+11:00,2024-03-02T11:02:25.168+11:00,2147714,Sydney
Thick cloud and light winds,37,27,80,14,9,80,2024-03-03,20,Low chance of precipitation,1016,22,71,01:00,1,Good,8,Thick Cloud,Light winds from the south,S,S,Southerly,10,6,2024-03-02T08:00:00+11:00,2024-03-02T11:02:25.168+11:00,2147714,Sydney
Light rain showers and light winds,9,26,79,12,7,80,2024-03-03,34,Chance of precipitation,1016,22,71,02:00,1,Good,9,Light Rain Showers,Light winds from the south,S,S,Southerly,8,5,2024-03-02T08:00:00+11:00,2024-03-02T11:02:25.168+11:00,2147714,Sydney
Light cloud and light winds,36,26,79,11,7,81,2024-03-03,27,Low chance of precipitation,1015,22,71,03:00,1,Good,7,Light Cloud,Light winds from the south,S,S,Southerly,6,4,2024-03-02T08:00:00+11:00,2024-03-02T11:02:25.168+11:00,2147714,Sydney
Light cloud and light winds,36,26,79,9,6,82,2024-03-03,24,Low chance of precipitation,1015,22,71,04:00,1,Good,7,Light Cloud,Light winds from the south south west,SSW,SSW,South South Westerly,6,4,2024-03-02T08:00:00+11:00,2024-03-02T11:02:25.168+11:00,2147714,Sydney
Partly cloudy and light winds,2,26,79,9,6,81,2024-03-03,20,Low chance of precipitation,1015,22,71,05:00,1,Good,2,Partly Cloudy,Light winds from the south south west,SSW,SSW,South South Westerly,5,3,2024-03-02T08:00:00+11:00,2024-03-02T11:02:25.168+11:00,2147714,Sydney
