enhancedWeatherDescription,extendedWeatherType,feelsLikeTemperatureC,feelsLikeTemperatureF,gustSpeedKph,gustSpeedMph,humidity,localDate,precipitationProbabilityInPercent,precipitationProbabilityText,pressure,temperatureC,temperatureF,timeslot,timeslotLength,visibility,weatherType,weatherTypeText,windDescription,windDirection,windDirectionAbbreviation,windDirectionFull,windSpeedKph,windSpeedMph,issueDate,lastUpdated,location_id,location_name
Light rain showers and light winds,10,21,70,18,11,76,2024-09-08,62,Chance of precipitation,1003,19,65,18:00,1,Moderate,10,Light Rain Showers,Light winds from the west south west,WSW,WSW,West South Westerly,8,5,2024-09-08T10:46:00+01:00,2024-09-08T17:01:47.722+01:00,2643743,Greater London
Light rain showers and light winds,10,20,68,17,11,82,2024-09-08,64,Chance of precipitation,1003,18,64,19:00,1,Good,10,Light Rain Showers,Light winds from the west south west,WSW,WSW,West South Westerly,8,5,2024-09-08T10:46:00+01:00,2024-09-08T17:01:47.722+01:00,2643743,Greater London
Partly cloudy and light winds,2,19,66,17,11,86,2024-09-08,16,Low chance of precipitation,1003,17,63,20:00,1,Good,2,Partly Cloudy,Light winds from the west south west,WSW,WSW,West South Westerly,7,4,2024-09-08T10:46:00+01:00,2024-09-08T17:01:47.722+01:00,2643743,Greater London
Partly cloudy and light winds,2,19,66,18,11,91,2024-09-08,9,Low chance of precipitation,1003,17,62,21:00,1,Good,2,Partly Cloudy,Light winds from the west south west,WSW,WSW,West South Westerly,7,4,2024-09-08T10:46:00+01:00,2024-09-08T17:01:47.722+01:00,2643743,Greater London
Partly cloudy and light winds,2,18,65,21,13,92,2024-09-08,21,Low chance of precipitation,1003,16,61,22:00,1,Good,2,Partly Cloudy,Light winds from the west south west,WSW,WSW,West South Westerly,7,5,2024-09-08T10:46:00+01:00,2024-09-08T17:01:47.722+01:00,2643743,Greater London
Partly cloudy and light winds,2,18,64,22,14,95,2024-09-08,10,Low chance of precipitation,1004,16,60,23:00,1,Good,2,Partly Cloudy,Light winds from the west,W,W,Westerly,8,5,2024-09-08T10:46:00+01:00,2024-09-08T17:01:47.722+01:00,2643743,Greater London
Light rain and light winds,39,18,64,23,15,95,2024-09-09,29,Low chance of precipitation,1004,16,60,00:00,1,Moderate,12,Light Rain,Light winds from the west,W,W,Westerly,9,6,2024-09-08T10:46:00+01:00,2024-09-08T17:01:47.722+01:00,2643743,Greater London
Light cloud and light winds,36,17,63,28,18,95,2024-09-09,26,Low chance of precipitation,1005,16,60,01:00,1,Moderate,7,Light Cloud,Light winds from the west,W,W,Westerly,10,6,2024-09-08T10:46:00+01:00,2024-09-08T17:01:47.722+01:00,2643743,Greater London
Light cloud and a gentle breeze,36,17,63,32,20,95,2024-09-09,26,Low chance of precipitation,1005,15,60,02:00,1,Good,7,Light Cloud,A gentle breeze from the west,W,W,Westerly,14,9,2024-09-08T10:46:00+01:00,2024-09-08T17:01:47.722+01:00,2643743,Greater London
Light rain and a gentle breeze,39,17,63,40,25,93,2024-09-09,46,Chance of precipitation,1005,16,60,03:00,1,Good,12,Light Rain,A gentle breeze from the west north west,WNW,WNW,West North Westerly,15,9,2024-09-08T10:46:00+01:00,2024-09-08T17:01:47.722+01:00,2643743,Greater London
