enhancedWeatherDescription,extendedWeatherType,feelsLikeTemperatureC,feelsLikeTemperatureF,gustSpeedKph,gustSpeedMph,humidity,localDate,precipitationProbabilityInPercent,precipitationProbabilityText,pressure,temperatureC,temperatureF,timeslot,timeslotLength,visibility,weatherType,weatherTypeText,windDescription,windDirection,windDirectionAbbreviation,windDirectionFull,windSpeedKph,windSpeedMph,issueDate,lastUpdated,location_id,location_name
A clear sky and light winds,0,37,99,15,9,39,2023-07-19,0,Precipitation is not expected,1001,32,90,05:00,1,Good,0,Clear Sky,Light winds from the north west,NW,NW,North Westerly,9,5,2023-07-19T00:00:00+03:00,2023-07-19T04:01:06.349+03:00,105343,Jeddah
Sunny and light winds,1,39,102,13,8,50,2023-07-19,0,Precipitation is not expected,1002,31,89,06:00,1,Moderate,1,Sunny,Light winds from the north west,NW,NW,North Westerly,8,5,2023-07-19T00:00:00+03:00,2023-07-19T04:01:06.349+03:00,105343,Jeddah
Sunny and light winds,1,40,104,15,9,50,2023-07-19,0,Precipitation is not expected,1002,32,90,07:00,1,Good,1,Sunny,Light winds from the north north west,NNW,NNW,North North Westerly,7,4,2023-07-19T00:00:00+03:00,2023-07-19T04:01:06.349+03:00,105343,Jeddah
Sunny and light winds,1,42,107,18,11,46,2023-07-19,0,Precipitation is not expected,1002,34,93,08:00,1,Good,1,Sunny,Light winds from the north north west,NNW,NNW,North North Westerly,8,5,2023-07-19T00:00:00+03:00,2023-07-19T04:01:06.349+03:00,105343,Jeddah
Sunny and light winds,1,44,111,18,11,40,2023-07-19,0,Precipitation is not expected,1003,36,97,09:00,1,Good,1,Sunny,Light winds from the north west,NW,NW,North Westerly,9,6,2023-07-19T00:00:00+03:00,2023-07-19T04:01:06.349+03:00,105343,Jeddah
Sunny and light winds,1,45,113,21,13,34,2023-07-19,0,Precipitation is not expected,1003,38,100,10:00,1,Good,1,Sunny,Light winds from the north west,NW,NW,North Westerly,11,7,2023-07-19T00:00:00+03:00,2023-07-19T04:01:06.349+03:00,105343,Jeddah
Sunny and a gentle breeze,1,46,115,24,15,32,2023-07-19,0,Precipitation is not expected,1003,39,103,11:00,1,Good,1,Sunny,A gentle breeze from the west north west,WNW,WNW,West North Westerly,14,9,2023-07-19T00:00:00+03:00,2023-07-19T04:01:06.349+03:00,105343,Jeddah
Sunny and a gentle breeze,1,47,116,28,17,28,2023-07-19,0,Precipitation is not expected,1003,41,105,12:00,1,Good,1,Sunny,A gentle breeze from the west north west,WNW,WNW,West North Westerly,17,11,2023-07-19T00:00:00+03:00,2023-07-19T04:01:06.349+03:00,105343,Jeddah
Sunny and a moderate breeze,1,46,115,29,18,26,2023-07-19,0,Precipitation is not expected,1003,41,105,13:00,1,Good,1,Sunny,A moderate breeze from the west north west,WNW,WNW,West North Westerly,20,13,2023-07-19T00:00:00+03:00,2023-07-19T04:01:06.349+03:00,105343,Jeddah
Sunny and a moderate breeze,1,45,114,31,19,25,2023-07-19,0,Precipitation is not expected,1002,41,105,14:00,1,Good,1,Sunny,A moderate breeze from the west north west,WNW,WNW,West North Westerly,22,14,2023-07-19T00:00:00+03:00,2023-07-19T04:01:06.349+03:00,105343,Jeddah
Sunny and a moderate breeze,1,46,114,29,18,25,2023-07-19,0,Precipitation is not expected,1002,41,105,15:00,1,Good,1,Sunny,A moderate breeze from the west north west,WNW,WNW,West North Westerly,22,14,2023-07-19T00:00:00+03:00,2023-07-19T04:01:06.349+03:00,105343,Jeddah
Sunny and a moderate breeze,1,45,112,28,17,24,2023-07-19,0,Precipitation is not expected,1002,40,104,16:00,1,Good,1,Sunny,A moderate breeze from the west north west,WNW,WNW,West North Westerly,22,14,2023-07-19T00:00:00+03:00,2023-07-19T04:01:06.349+03:00,105343,Jeddah
Sunny and a moderate breeze,1,44,111,26,16,23,2023-07-19,10,Low chance of precipitation,1002,40,104,17:00,1,Good,1,Sunny,A moderate breeze from the west north west,WNW,WNW,West North Westerly,22,14,2023-07-19T00:00:00+03:00,2023-07-19T04:01:06.349+03:00,105343,Jeddah
Sunny and a gentle breeze,1,43,109,24,15,22,2023-07-19,0,Precipitation is not expected,1002,40,103,18:00,1,Good,1,Sunny,A gentle breeze from the north west,NW,NW,North Westerly,20,12,2023-07-19T00:00:00+03:00,2023-07-19T04:01:06.349+03:00,105343,Jeddah
Sunny and a gentle breeze,1,41,106,21,13,22,2023-07-19,0,Precipitation is not expected,1002,39,101,19:00,1,Good,1,Sunny,A gentle breeze from the north west,NW,NW,North Westerly,18,11,2023-07-19T00:00:00+03:00,2023-07-19T04:01:06.349+03:00,105343,Jeddah
A clear sky and a gentle breeze,0,41,105,15,9,24,2023-07-19,0,Precipitation is not expected,1002,38,100,20:00,1,Good,0,Clear Sky,A gentle breeze from the north north west,NNW,NNW,North North Westerly,15,9,2023-07-19T00:00:00+03:00,2023-07-19T04:01:06.349+03:00,105343,Jeddah
