enhancedWeatherDescription,extendedWeatherType,feelsLikeTemperatureC,feelsLikeTemperatureF,gustSpeedKph,gustSpeedMph,humidity,localDate,precipitationProbabilityInPercent,precipitationProbabilityText,pressure,temperatureC,temperatureF,timeslot,timeslotLength,visibility,weatherType,weatherTypeText,windDescription,windDirection,windDirectionAbbreviation,windDirectionFull,windSpeedKph,windSpeedMph,issueDate,lastUpdated,location_id,location_name
Sunny intervals and a gentle breeze,3,18,65,30,19,60,2024-08-15,0,Precipitation is not expected,1010,18,64,18:00,1,Good,3,Sunny Intervals,A gentle breeze from the west north west,WNW,WNW,West North Westerly,16,10,2024-08-15T10:45:00+01:00,2024-08-15T17:00:10.945+01:00,2655984,Belfast
Sunny intervals and a gentle breeze,3,17,63,26,16,62,2024-08-15,0,Precipitation is not expected,1010,17,62,19:00,1,Good,3,Sunny Intervals,A gentle breeze from the west,W,W,Westerly,16,10,2024-08-15T10:45:00+01:00,2024-08-15T17:00:10.945+01:00,2655984,Belfast
Sunny and a gentle breeze,1,16,61,23,14,65,2024-08-15,0,Precipitation is not expected,1011,16,61,20:00,1,Good,1,Sunny,A gentle breeze from the west,W,W,Westerly,14,9,2024-08-15T10:45:00+01:00,2024-08-15T17:00:10.945+01:00,2655984,Belfast
A clear sky and light winds,0,15,59,18,11,70,2024-08-15,0,Precipitation is not expected,1012,15,59,21:00,1,Good,0,Clear Sky,Light winds from the west,W,W,Westerly,12,7,2024-08-15T10:45:00+01:00,2024-08-15T17:00:10.945+01:00,2655984,Belfast
A clear sky and light winds,0,14,57,19,12,74,2024-08-15,0,Precipitation is not expected,1013,14,57,22:00,1,Good,0,Clear Sky,Light winds from the west,W,W,Westerly,11,7,2024-08-15T10:45:00+01:00,2024-08-15T17:00:10.945+01:00,2655984,Belfast
A clear sky and light winds,0,13,56,18,11,78,2024-08-15,0,Precipitation is not expected,1014,13,56,23:00,1,Good,0,Clear Sky,Light winds from the west south west,WSW,WSW,West South Westerly,11,7,2024-08-15T10:45:00+01:00,2024-08-15T17:00:10.945+01:00,2655984,Belfast
A clear sky and light winds,0,12,54,16,10,83,2024-08-16,0,Precipitation is not expected,1014,12,54,00:00,1,Good,0,Clear Sky,Light winds from the west south west,WSW,WSW,West South Westerly,9,6,2024-08-15T10:45:00+01:00,2024-08-15T17:00:10.945+01:00,2655984,Belfast
A clear sky and light winds,0,12,53,17,11,85,2024-08-16,0,Precipitation is not expected,1014,12,53,01:00,1,Good,0,Clear Sky,Light winds from the west south west,WSW,WSW,West South Westerly,9,5,2024-08-15T10:45:00+01:00,2024-08-15T17:00:10.945+01:00,2655984,Belfast
A clear sky and light winds,0,11,52,18,11,87,2024-08-16,0,Precipitation is not expected,1014,11,53,02:00,1,Good,0,Clear Sky,Light winds from the south west,SW,SW,South Westerly,9,6,2024-08-15T10:45:00+01:00,2024-08-15T17:00:10.945+01:00,2655984,Belfast
A clear sky and light winds,0,11,51,18,11,87,2024-08-16,0,Precipitation is not expected,1014,11,52,03:00,1,Good,0,Clear Sky,Light winds from the south west,SW,SW,South Westerly,11,7,2024-08-15T10:45:00+01:00,2024-08-15T17:00:10.945+01:00,2655984,Belfast
A clear sky and light winds,0,10,50,19,12,88,2024-08-16,0,Precipitation is not expected,1014,11,51,04:00,1,Good,0,Clear Sky,Light winds from the south west,SW,SW,South Westerly,11,7,2024-08-15T10:45:00+01:00,2024-08-15T17:00:10.945+01:00,2655984,Belfast
A clear sky and light winds,0,10,50,21,13,90,2024-08-16,0,Precipitation is not expected,1014,11,51,05:00,1,Good,0,Clear Sky,Light winds from the south south west,SSW,SSW,South South Westerly,11,7,2024-08-15T10:45:00+01:00,2024-08-15T17:00:10.945+01:00,2655984,Belfast
A clear sky and light winds,0,10,49,21,13,91,2024-08-16,0,Precipitation is not expected,1014,10,51,06:00,1,Good,0,Clear Sky,Light winds from the south south west,SSW,SSW,South South Westerly,12,7,2024-08-15T10:45:00+01:00,2024-08-15T17:00:10.945+01:00,2655984,Belfast
Sunny and light winds,1,10,50,26,16,91,2024-08-16,0,Precipitation is not expected,1014,11,51,07:00,1,Good,1,Sunny,Light winds from the south south west,SSW,SSW,South South Westerly,12,7,2024-08-15T10:45:00+01:00,2024-08-15T17:00:10.945+01:00,2655984,Belfast
Sunny and a gentle breeze,1,11,52,31,19,87,2024-08-16,0,Precipitation is not expected,1014,12,53,08:00,1,Good,1,Sunny,A gentle breeze from the south west,SW,SW,South Westerly,14,9,2024-08-15T10:45:00+01:00,2024-08-15T17:00:10.945+01:00,2655984,Belfast
