enhancedWeatherDescription,extendedWeatherType,feelsLikeTemperatureC,feelsLikeTemperatureF,gustSpeedKph,gustSpeedMph,humidity,localDate,precipitationProbabilityInPercent,precipitationProbabilityText,pressure,temperatureC,temperatureF,timeslot,timeslotLength,visibility,weatherType,weatherTypeText,windDescription,windDirection,windDirectionAbbreviation,windDirectionFull,windSpeedKph,windSpeedMph,issueDate,lastUpdated,location_id,location_name
Partly cloudy and light winds,2,12,54,13,8,92,2024-09-23,0,Precipitation is not expected,1012,12,53,02:00,1,Moderate,2,Partly Cloudy,Light winds from the north east,NE,NE,North Easterly,8,5,2024-09-22T22:45:00+01:00,2024-09-23T01:02:58.327+01:00,2655984,Belfast
Partly cloudy and light winds,2,12,53,14,9,93,2024-09-23,0,Precipitation is not expected,1011,12,53,03:00,1,Moderate,2,Partly Cloudy,Light winds from the north north east,NNE,NNE,North North Easterly,8,5,2024-09-22T22:45:00+01:00,2024-09-23T01:02:58.327+01:00,2655984,Belfast
Light cloud and light winds,36,12,54,15,9,93,2024-09-23,0,Precipitation is not expected,1011,11,53,04:00,1,Moderate,7,Light Cloud,Light winds from the north north east,NNE,NNE,North North Easterly,7,4,2024-09-22T22:45:00+01:00,2024-09-23T01:02:58.327+01:00,2655984,Belfast
Light cloud and light winds,36,12,53,16,10,93,2024-09-23,0,Precipitation is not expected,1011,11,52,05:00,1,Moderate,7,Light Cloud,Light winds from the north north east,NNE,NNE,North North Easterly,7,4,2024-09-22T22:45:00+01:00,2024-09-23T01:02:58.327+01:00,2655984,Belfast
Light cloud and light winds,36,11,53,16,10,93,2024-09-23,0,Precipitation is not expected,1010,11,52,06:00,1,Moderate,7,Light Cloud,Light winds from the north north east,NNE,NNE,North North Easterly,8,5,2024-09-22T22:45:00+01:00,2024-09-23T01:02:58.327+01:00,2655984,Belfast
Light cloud and light winds,36,11,52,18,11,92,2024-09-23,0,Precipitation is not expected,1010,11,52,07:00,1,Moderate,7,Light Cloud,Light winds from the north north east,NNE,NNE,North North Easterly,8,5,2024-09-22T22:45:00+01:00,2024-09-23T01:02:58.327+01:00,2655984,Belfast
Light cloud and light winds,7,11,53,20,12,90,2024-09-23,0,Precipitation is not expected,1010,11,53,08:00,1,Good,7,Light Cloud,Light winds from the north,N,N,Northerly,8,5,2024-09-22T22:45:00+01:00,2024-09-23T01:02:58.327+01:00,2655984,Belfast
Light cloud and light winds,7,13,55,23,14,87,2024-09-23,0,Precipitation is not expected,1010,12,54,09:00,1,Good,7,Light Cloud,Light winds from the north,N,N,Northerly,9,6,2024-09-22T22:45:00+01:00,2024-09-23T01:02:58.327+01:00,2655984,Belfast
Light cloud and light winds,7,13,56,25,16,83,2024-09-23,0,Precipitation is not expected,1010,13,56,10:00,1,Good,7,Light Cloud,Light winds from the north,N,N,Northerly,10,6,2024-09-22T22:45:00+01:00,2024-09-23T01:02:58.327+01:00,2655984,Belfast
Light cloud and a gentle breeze,7,14,57,26,16,79,2024-09-23,0,Precipitation is not expected,1009,14,57,11:00,1,Good,7,Light Cloud,A gentle breeze from the north,N,N,Northerly,13,8,2024-09-22T22:45:00+01:00,2024-09-23T01:02:58.327+01:00,2655984,Belfast
