enhancedWeatherDescription,extendedWeatherType,feelsLikeTemperatureC,feelsLikeTemperatureF,gustSpeedKph,gustSpeedMph,humidity,localDate,precipitationProbabilityInPercent,precipitationProbabilityText,pressure,temperatureC,temperatureF,timeslot,timeslotLength,visibility,weatherType,weatherTypeText,windDescription,windDirection,windDirectionAbbreviation,windDirectionFull,windSpeedKph,windSpeedMph,issueDate,lastUpdated,location_id,location_name
Partly cloudy and light winds,2,8,47,15,9,87,2024-11-26,0,Precipitation is not expected,1021,9,49,18:00,1,Good,2,Partly Cloudy,Light winds from the south,S,S,Southerly,9,5,2024-11-26T10:41:00+01:00,2024-11-26T17:01:42.412+01:00,2988507,Paris
A clear sky and light winds,0,8,46,17,10,90,2024-11-26,10,Low chance of precipitation,1021,9,48,19:00,1,Good,0,Clear Sky,Light winds from the south,S,S,Southerly,8,5,2024-11-26T10:41:00+01:00,2024-11-26T17:01:42.412+01:00,2988507,Paris
A clear sky and light winds,0,8,46,18,11,92,2024-11-26,0,Precipitation is not expected,1021,9,48,20:00,1,Good,0,Clear Sky,Light winds from the south,S,S,Southerly,9,5,2024-11-26T10:41:00+01:00,2024-11-26T17:01:42.412+01:00,2988507,Paris
Partly cloudy and light winds,2,7,45,18,11,92,2024-11-26,0,Precipitation is not expected,1021,9,47,21:00,1,Good,2,Partly Cloudy,Light winds from the south,S,S,Southerly,10,6,2024-11-26T10:41:00+01:00,2024-11-26T17:01:42.412+01:00,2988507,Paris
Partly cloudy and light winds,2,7,45,20,12,93,2024-11-26,0,Precipitation is not expected,1021,9,47,22:00,1,Good,2,Partly Cloudy,Light winds from the south,S,S,Southerly,10,6,2024-11-26T10:41:00+01:00,2024-11-26T17:01:42.412+01:00,2988507,Paris
Partly cloudy and light winds,2,7,45,23,14,92,2024-11-26,0,Precipitation is not expected,1021,9,48,23:00,1,Good,2,Partly Cloudy,Light winds from the south,S,S,Southerly,12,7,2024-11-26T10:41:00+01:00,2024-11-26T17:01:42.412+01:00,2988507,Paris
Light cloud and light winds,36,8,46,25,15,93,2024-11-27,0,Precipitation is not expected,1020,9,48,00:00,1,Moderate,7,Light Cloud,Light winds from the south,S,S,Southerly,12,7,2024-11-26T10:41:00+01:00,2024-11-26T17:01:42.412+01:00,2988507,Paris
Light cloud and light winds,36,8,46,29,18,94,2024-11-27,0,Precipitation is not expected,1019,9,48,01:00,1,Moderate,7,Light Cloud,Light winds from the south,S,S,Southerly,12,7,2024-11-26T10:41:00+01:00,2024-11-26T17:01:42.412+01:00,2988507,Paris
Light rain and a gentle breeze,39,8,46,33,20,93,2024-11-27,39,Chance of precipitation,1019,9,49,02:00,1,Moderate,12,Light Rain,A gentle breeze from the south,S,S,Southerly,13,8,2024-11-26T10:41:00+01:00,2024-11-26T17:01:42.412+01:00,2988507,Paris
Light rain and a gentle breeze,39,8,47,39,24,93,2024-11-27,58,Chance of precipitation,1018,10,49,03:00,1,Moderate,12,Light Rain,A gentle breeze from the south,S,S,Southerly,14,9,2024-11-26T10:41:00+01:00,2024-11-26T17:01:42.412+01:00,2988507,Paris
Light rain and a gentle breeze,39,8,47,42,26,93,2024-11-27,74,High chance of precipitation,1017,10,50,04:00,1,Moderate,12,Light Rain,A gentle breeze from the south,S,S,Southerly,17,11,2024-11-26T10:41:00+01:00,2024-11-26T17:01:42.412+01:00,2988507,Paris
Light rain and a gentle breeze,39,9,48,45,28,92,2024-11-27,82,High chance of precipitation,1017,10,50,05:00,1,Moderate,12,Light Rain,A gentle breeze from the south,S,S,Southerly,18,11,2024-11-26T10:41:00+01:00,2024-11-26T17:01:42.412+01:00,2988507,Paris
