enhancedWeatherDescription,extendedWeatherType,feelsLikeTemperatureC,feelsLikeTemperatureF,gustSpeedKph,gustSpeedMph,humidity,localDate,precipitationProbabilityInPercent,precipitationProbabilityText,pressure,temperatureC,temperatureF,timeslot,timeslotLength,visibility,weatherType,weatherTypeText,windDescription,windDirection,windDirectionAbbreviation,windDirectionFull,windSpeedKph,windSpeedMph,issueDate,lastUpdated,location_id,location_name
Light rain showers and a gentle breeze,10,19,67,30,19,82,2022-08-15,30,Low chance of precipitation,1005,17,63,18:00,1,Good,10,Light Rain Showers,A gentle breeze from the north north west,NNW,NNW,North North Westerly,14,9,2022-08-15T10:02:00+01:00,2022-08-15T17:01:13.452+01:00,2655984,Belfast
Light cloud and a gentle breeze,7,19,66,29,18,79,2022-08-15,16,Low chance of precipitation,1005,17,63,19:00,1,Moderate,7,Light Cloud,A gentle breeze from the north north west,NNW,NNW,North North Westerly,15,9,2022-08-15T10:02:00+01:00,2022-08-15T17:01:13.452+01:00,2655984,Belfast
Light cloud and a gentle breeze,7,18,65,27,17,78,2022-08-15,11,Low chance of precipitation,1006,17,62,20:00,1,Moderate,7,Light Cloud,A gentle breeze from the north north west,NNW,NNW,North North Westerly,14,9,2022-08-15T10:02:00+01:00,2022-08-15T17:01:13.452+01:00,2655984,Belfast
Light cloud and a gentle breeze,36,17,63,26,16,80,2022-08-15,9,Low chance of precipitation,1006,16,61,21:00,1,Good,7,Light Cloud,A gentle breeze from the north north west,NNW,NNW,North North Westerly,14,9,2022-08-15T10:02:00+01:00,2022-08-15T17:01:13.452+01:00,2655984,Belfast
Light cloud and a gentle breeze,36,17,62,26,16,82,2022-08-15,8,Low chance of precipitation,1007,16,60,22:00,1,Good,7,Light Cloud,A gentle breeze from the north north west,NNW,NNW,North North Westerly,14,9,2022-08-15T10:02:00+01:00,2022-08-15T17:01:13.452+01:00,2655984,Belfast
Light cloud and a gentle breeze,36,16,61,28,17,84,2022-08-15,9,Low chance of precipitation,1007,15,59,23:00,1,Good,7,Light Cloud,A gentle breeze from the north north west,NNW,NNW,North North Westerly,14,9,2022-08-15T10:02:00+01:00,2022-08-15T17:01:13.452+01:00,2655984,Belfast
Light cloud and a gentle breeze,36,16,61,30,19,85,2022-08-16,12,Low chance of precipitation,1007,15,59,00:00,1,Good,7,Light Cloud,A gentle breeze from the north north west,NNW,NNW,North North Westerly,15,10,2022-08-15T10:02:00+01:00,2022-08-15T17:01:13.452+01:00,2655984,Belfast
Light rain showers and a gentle breeze,9,16,60,32,20,85,2022-08-16,32,Chance of precipitation,1007,15,59,01:00,1,Good,9,Light Rain Showers,A gentle breeze from the north north west,NNW,NNW,North North Westerly,17,10,2022-08-15T10:02:00+01:00,2022-08-15T17:01:13.452+01:00,2655984,Belfast
Light cloud and a gentle breeze,36,15,60,34,21,87,2022-08-16,11,Low chance of precipitation,1007,15,59,02:00,1,Good,7,Light Cloud,A gentle breeze from the north north west,NNW,NNW,North North Westerly,18,11,2022-08-15T10:02:00+01:00,2022-08-15T17:01:13.452+01:00,2655984,Belfast
Thick cloud and a gentle breeze,37,15,59,35,22,88,2022-08-16,8,Low chance of precipitation,1007,15,58,03:00,1,Good,8,Thick Cloud,A gentle breeze from the north north west,NNW,NNW,North North Westerly,18,11,2022-08-15T10:02:00+01:00,2022-08-15T17:01:13.452+01:00,2655984,Belfast
