enhancedWeatherDescription,extendedWeatherType,feelsLikeTemperatureC,feelsLikeTemperatureF,gustSpeedKph,gustSpeedMph,humidity,localDate,precipitationProbabilityInPercent,precipitationProbabilityText,pressure,temperatureC,temperatureF,timeslot,timeslotLength,visibility,weatherType,weatherTypeText,windDescription,windDirection,windDirectionAbbreviation,windDirectionFull,windSpeedKph,windSpeedMph,issueDate,lastUpdated,location_id,location_name
Sunny and a gentle breeze,1,17,63,32,20,53,2023-05-30,0,Precipitation is not expected,1023,17,63,11:00,1,Good,1,Sunny,A gentle breeze from the north east,NE,NE,North Easterly,18,11,2023-05-29T23:00:00+02:00,2023-05-30T10:01:23.519+02:00,2988507,Paris
Sunny and a gentle breeze,1,19,66,35,22,50,2023-05-30,0,Precipitation is not expected,1023,19,66,12:00,1,Good,1,Sunny,A gentle breeze from the north east,NE,NE,North Easterly,19,12,2023-05-29T23:00:00+02:00,2023-05-30T10:01:23.519+02:00,2988507,Paris
Sunny and a moderate breeze,1,21,69,37,23,47,2023-05-30,0,Precipitation is not expected,1023,20,68,13:00,1,Good,1,Sunny,A moderate breeze from the north east,NE,NE,North Easterly,21,13,2023-05-29T23:00:00+02:00,2023-05-30T10:01:23.519+02:00,2988507,Paris
Sunny and a moderate breeze,1,22,71,37,23,46,2023-05-30,0,Precipitation is not expected,1022,21,70,14:00,1,Good,1,Sunny,A moderate breeze from the north east,NE,NE,North Easterly,21,13,2023-05-29T23:00:00+02:00,2023-05-30T10:01:23.519+02:00,2988507,Paris
Sunny and a moderate breeze,1,23,73,39,24,42,2023-05-30,0,Precipitation is not expected,1022,22,72,15:00,1,Good,1,Sunny,A moderate breeze from the north east,NE,NE,North Easterly,22,14,2023-05-29T23:00:00+02:00,2023-05-30T10:01:23.519+02:00,2988507,Paris
Sunny and a moderate breeze,1,23,73,39,24,39,2023-05-30,0,Precipitation is not expected,1022,23,73,16:00,1,Good,1,Sunny,A moderate breeze from the north east,NE,NE,North Easterly,22,14,2023-05-29T23:00:00+02:00,2023-05-30T10:01:23.519+02:00,2988507,Paris
Sunny and a moderate breeze,1,23,73,41,25,39,2023-05-30,0,Precipitation is not expected,1022,22,72,17:00,1,Good,1,Sunny,A moderate breeze from the north east,NE,NE,North Easterly,23,14,2023-05-29T23:00:00+02:00,2023-05-30T10:01:23.519+02:00,2988507,Paris
Sunny and a moderate breeze,1,22,72,41,25,39,2023-05-30,0,Precipitation is not expected,1022,22,72,18:00,1,Good,1,Sunny,A moderate breeze from the north east,NE,NE,North Easterly,23,14,2023-05-29T23:00:00+02:00,2023-05-30T10:01:23.519+02:00,2988507,Paris
Sunny and a moderate breeze,1,21,71,42,26,39,2023-05-30,0,Precipitation is not expected,1022,21,71,19:00,1,Good,1,Sunny,A moderate breeze from the north east,NE,NE,North Easterly,22,14,2023-05-29T23:00:00+02:00,2023-05-30T10:01:23.519+02:00,2988507,Paris
Sunny and a moderate breeze,1,21,70,41,26,43,2023-05-30,0,Precipitation is not expected,1022,21,69,20:00,1,Good,1,Sunny,A moderate breeze from the north east,NE,NE,North Easterly,22,14,2023-05-29T23:00:00+02:00,2023-05-30T10:01:23.519+02:00,2988507,Paris
Sunny and a moderate breeze,1,20,67,39,24,47,2023-05-30,0,Precipitation is not expected,1022,19,67,21:00,1,Good,1,Sunny,A moderate breeze from the north east,NE,NE,North Easterly,21,13,2023-05-29T23:00:00+02:00,2023-05-30T10:01:23.519+02:00,2988507,Paris
