enhancedWeatherDescription,extendedWeatherType,feelsLikeTemperatureC,feelsLikeTemperatureF,gustSpeedKph,gustSpeedMph,humidity,localDate,precipitationProbabilityInPercent,precipitationProbabilityText,pressure,temperatureC,temperatureF,timeslot,timeslotLength,visibility,weatherType,weatherTypeText,windDescription,windDirection,windDirectionAbbreviation,windDirectionFull,windSpeedKph,windSpeedMph,issueDate,lastUpdated,location_id,location_name
Sunny intervals and a gentle breeze,3,7,44,26,16,67,2024-02-27,0,Precipitation is not expected,1016,9,48,17:00,1,Good,3,Sunny Intervals,A gentle breeze from the west,W,W,Westerly,16,10,2024-02-27T09:45:00+00:00,2024-02-27T16:00:43.44Z,2655984,Belfast
A clear sky and a gentle breeze,0,6,42,25,15,71,2024-02-27,0,Precipitation is not expected,1017,8,46,18:00,1,Good,0,Clear Sky,A gentle breeze from the west,W,W,Westerly,13,8,2024-02-27T09:45:00+00:00,2024-02-27T16:00:43.44Z,2655984,Belfast
Partly cloudy and light winds,2,5,41,22,14,75,2024-02-27,0,Precipitation is not expected,1017,7,44,19:00,1,Good,2,Partly Cloudy,Light winds from the west south west,WSW,WSW,West South Westerly,10,6,2024-02-27T09:45:00+00:00,2024-02-27T16:00:43.44Z,2655984,Belfast
Partly cloudy and light winds,2,4,40,21,13,78,2024-02-27,0,Precipitation is not expected,1017,6,43,20:00,1,Good,2,Partly Cloudy,Light winds from the west south west,WSW,WSW,West South Westerly,10,6,2024-02-27T09:45:00+00:00,2024-02-27T16:00:43.44Z,2655984,Belfast
A clear sky and light winds,0,4,39,21,13,82,2024-02-27,0,Precipitation is not expected,1018,6,42,21:00,1,Good,0,Clear Sky,Light winds from the south west,SW,SW,South Westerly,11,7,2024-02-27T09:45:00+00:00,2024-02-27T16:00:43.44Z,2655984,Belfast
Partly cloudy and light winds,2,3,38,22,14,84,2024-02-27,0,Precipitation is not expected,1018,5,42,22:00,1,Good,2,Partly Cloudy,Light winds from the south west,SW,SW,South Westerly,10,6,2024-02-27T09:45:00+00:00,2024-02-27T16:00:43.44Z,2655984,Belfast
Partly cloudy and light winds,2,3,37,21,13,84,2024-02-27,0,Precipitation is not expected,1018,5,41,23:00,1,Good,2,Partly Cloudy,Light winds from the south west,SW,SW,South Westerly,11,7,2024-02-27T09:45:00+00:00,2024-02-27T16:00:43.44Z,2655984,Belfast
Partly cloudy and light winds,2,3,37,22,14,85,2024-02-28,0,Precipitation is not expected,1017,5,41,00:00,1,Good,2,Partly Cloudy,Light winds from the south west,SW,SW,South Westerly,10,6,2024-02-27T09:45:00+00:00,2024-02-27T16:00:43.44Z,2655984,Belfast
Partly cloudy and light winds,2,3,37,23,14,84,2024-02-28,0,Precipitation is not expected,1017,5,41,01:00,1,Good,2,Partly Cloudy,Light winds from the south west,SW,SW,South Westerly,12,7,2024-02-27T09:45:00+00:00,2024-02-27T16:00:43.44Z,2655984,Belfast
Partly cloudy and light winds,2,3,37,23,15,83,2024-02-28,0,Precipitation is not expected,1015,5,41,02:00,1,Good,2,Partly Cloudy,Light winds from the south south west,SSW,SSW,South South Westerly,11,7,2024-02-27T09:45:00+00:00,2024-02-27T16:00:43.44Z,2655984,Belfast
Light cloud and light winds,36,3,37,26,16,81,2024-02-28,0,Precipitation is not expected,1015,5,41,03:00,1,Good,7,Light Cloud,Light winds from the south south west,SSW,SSW,South South Westerly,11,7,2024-02-27T09:45:00+00:00,2024-02-27T16:00:43.44Z,2655984,Belfast
Light rain showers and a gentle breeze,9,3,37,30,19,81,2024-02-28,41,Chance of precipitation,1014,5,42,04:00,1,Good,9,Light Rain Showers,A gentle breeze from the south south west,SSW,SSW,South South Westerly,12,8,2024-02-27T09:45:00+00:00,2024-02-27T16:00:43.44Z,2655984,Belfast
Light rain showers and a gentle breeze,9,3,37,34,21,82,2024-02-28,38,Chance of precipitation,1012,5,42,05:00,1,Good,9,Light Rain Showers,A gentle breeze from the south,S,S,Southerly,13,8,2024-02-27T09:45:00+00:00,2024-02-27T16:00:43.44Z,2655984,Belfast
