enhancedWeatherDescription,extendedWeatherType,feelsLikeTemperatureC,feelsLikeTemperatureF,gustSpeedKph,gustSpeedMph,humidity,localDate,precipitationProbabilityInPercent,precipitationProbabilityText,pressure,temperatureC,temperatureF,timeslot,timeslotLength,visibility,weatherType,weatherTypeText,windDescription,windDirection,windDirectionAbbreviation,windDirectionFull,windSpeedKph,windSpeedMph,issueDate,lastUpdated,location_id,location_name
Sunny and light winds,1,35,96,28,18,35,2022-07-24,1,Low chance of precipitation,1014,32,89,19:00,1,Very Good,1,Sunny,Light winds from the south south west,SSW,SSW,South South Westerly,9,5,2022-07-24T11:00:00+02:00,2022-07-24T18:15:10.541+02:00,2988507,Paris
Sunny and light winds,1,33,92,26,16,38,2022-07-24,1,Low chance of precipitation,1013,30,86,20:00,1,Very Good,1,Sunny,Light winds from the south,S,S,Southerly,7,5,2022-07-24T11:00:00+02:00,2022-07-24T18:15:10.541+02:00,2988507,Paris
Sunny and light winds,1,31,88,21,13,44,2022-07-24,1,Low chance of precipitation,1013,28,82,21:00,1,Very Good,1,Sunny,Light winds from the south,S,S,Southerly,6,4,2022-07-24T11:00:00+02:00,2022-07-24T18:15:10.541+02:00,2988507,Paris
A clear sky and light winds,0,28,83,18,11,52,2022-07-24,1,Low chance of precipitation,1013,25,77,22:00,1,Very Good,0,Clear Sky,Light winds from the south,S,S,Southerly,5,3,2022-07-24T11:00:00+02:00,2022-07-24T18:15:10.541+02:00,2988507,Paris
A clear sky and light winds,0,27,80,16,10,58,2022-07-24,1,Low chance of precipitation,1014,23,74,23:00,1,Very Good,0,Clear Sky,Light winds from the south,S,S,Southerly,4,3,2022-07-24T11:00:00+02:00,2022-07-24T18:15:10.541+02:00,2988507,Paris
A clear sky and light winds,0,26,79,15,9,61,2022-07-25,1,Low chance of precipitation,1013,23,73,00:00,1,Very Good,0,Clear Sky,Light winds from the south,S,S,Southerly,4,3,2022-07-24T11:00:00+02:00,2022-07-24T18:15:10.541+02:00,2988507,Paris
A clear sky and light winds,0,26,79,16,10,62,2022-07-25,1,Low chance of precipitation,1013,23,73,01:00,1,Very Good,0,Clear Sky,Light winds from the south,S,S,Southerly,4,3,2022-07-24T11:00:00+02:00,2022-07-24T18:15:10.541+02:00,2988507,Paris
A clear sky and light winds,0,26,79,19,12,63,2022-07-25,2,Low chance of precipitation,1012,23,73,02:00,1,Very Good,0,Clear Sky,Light winds from the south south west,SSW,SSW,South South Westerly,4,3,2022-07-24T11:00:00+02:00,2022-07-24T18:15:10.541+02:00,2988507,Paris
A clear sky and light winds,0,25,77,24,15,66,2022-07-25,2,Low chance of precipitation,1012,22,72,03:00,1,Very Good,0,Clear Sky,Light winds from the south west,SW,SW,South Westerly,5,3,2022-07-24T11:00:00+02:00,2022-07-24T18:15:10.541+02:00,2988507,Paris
A clear sky and light winds,0,25,76,26,16,67,2022-07-25,2,Low chance of precipitation,1011,22,71,04:00,1,Very Good,0,Clear Sky,Light winds from the west south west,WSW,WSW,West South Westerly,6,4,2022-07-24T11:00:00+02:00,2022-07-24T18:15:10.541+02:00,2988507,Paris
