enhancedWeatherDescription,extendedWeatherType,feelsLikeTemperatureC,feelsLikeTemperatureF,gustSpeedKph,gustSpeedMph,humidity,localDate,precipitationProbabilityInPercent,precipitationProbabilityText,pressure,temperatureC,temperatureF,timeslot,timeslotLength,visibility,weatherType,weatherTypeText,windDescription,windDirection,windDirectionAbbreviation,windDirectionFull,windSpeedKph,windSpeedMph,issueDate,lastUpdated,location_id,location_name
A clear sky and light winds,0,18,64,18,11,89,2023-08-20,0,Precipitation is not expected,1020,16,61,02:00,1,Good,0,Clear Sky,Light winds from the south west,SW,SW,South Westerly,10,6,2023-08-19T22:51:00+01:00,2023-08-20T01:03:28.66+01:00,2634341,City of Westminster
A clear sky and light winds,0,18,64,18,11,90,2023-08-20,0,Precipitation is not expected,1020,16,61,03:00,1,Good,0,Clear Sky,Light winds from the south west,SW,SW,South Westerly,10,6,2023-08-19T22:51:00+01:00,2023-08-20T01:03:28.66+01:00,2634341,City of Westminster
A clear sky and light winds,0,17,63,18,11,92,2023-08-20,0,Precipitation is not expected,1020,16,60,04:00,1,Moderate,0,Clear Sky,Light winds from the south west,SW,SW,South Westerly,10,6,2023-08-19T22:51:00+01:00,2023-08-20T01:03:28.66+01:00,2634341,City of Westminster
Partly cloudy and light winds,2,17,63,17,10,93,2023-08-20,0,Precipitation is not expected,1021,15,60,05:00,1,Moderate,2,Partly Cloudy,Light winds from the south west,SW,SW,South Westerly,10,6,2023-08-19T22:51:00+01:00,2023-08-20T01:03:28.66+01:00,2634341,City of Westminster
Sunny intervals and light winds,3,17,63,18,11,94,2023-08-20,0,Precipitation is not expected,1021,16,60,06:00,1,Good,3,Sunny Intervals,Light winds from the south west,SW,SW,South Westerly,10,6,2023-08-19T22:51:00+01:00,2023-08-20T01:03:28.66+01:00,2634341,City of Westminster
Sunny intervals and light winds,3,18,64,18,11,93,2023-08-20,0,Precipitation is not expected,1021,16,61,07:00,1,Good,3,Sunny Intervals,Light winds from the south west,SW,SW,South Westerly,10,6,2023-08-19T22:51:00+01:00,2023-08-20T01:03:28.66+01:00,2634341,City of Westminster
Light cloud and a gentle breeze,7,19,67,22,14,87,2023-08-20,0,Precipitation is not expected,1022,17,63,08:00,1,Good,7,Light Cloud,A gentle breeze from the south west,SW,SW,South Westerly,12,8,2023-08-19T22:51:00+01:00,2023-08-20T01:03:28.66+01:00,2634341,City of Westminster
Light cloud and a gentle breeze,7,21,69,24,15,78,2023-08-20,0,Precipitation is not expected,1022,19,65,09:00,1,Good,7,Light Cloud,A gentle breeze from the south west,SW,SW,South Westerly,14,9,2023-08-19T22:51:00+01:00,2023-08-20T01:03:28.66+01:00,2634341,City of Westminster
Sunny intervals and a gentle breeze,3,23,73,24,15,69,2023-08-20,0,Precipitation is not expected,1022,20,68,10:00,1,Good,3,Sunny Intervals,A gentle breeze from the south west,SW,SW,South Westerly,15,9,2023-08-19T22:51:00+01:00,2023-08-20T01:03:28.66+01:00,2634341,City of Westminster
Sunny intervals and a gentle breeze,3,24,75,24,15,63,2023-08-20,0,Precipitation is not expected,1022,21,70,11:00,1,Good,3,Sunny Intervals,A gentle breeze from the west south west,WSW,WSW,West South Westerly,16,10,2023-08-19T22:51:00+01:00,2023-08-20T01:03:28.66+01:00,2634341,City of Westminster
Sunny intervals and a gentle breeze,3,25,76,27,17,58,2023-08-20,0,Precipitation is not expected,1022,22,72,12:00,1,Good,3,Sunny Intervals,A gentle breeze from the south west,SW,SW,South Westerly,16,10,2023-08-19T22:51:00+01:00,2023-08-20T01:03:28.66+01:00,2634341,City of Westminster
Sunny intervals and a gentle breeze,3,25,78,29,18,53,2023-08-20,0,Precipitation is not expected,1022,23,74,13:00,1,Good,3,Sunny Intervals,A gentle breeze from the south west,SW,SW,South Westerly,17,11,2023-08-19T22:51:00+01:00,2023-08-20T01:03:28.66+01:00,2634341,City of Westminster
Sunny intervals and a gentle breeze,3,26,79,29,18,52,2023-08-20,0,Precipitation is not expected,1022,24,75,14:00,1,Good,3,Sunny Intervals,A gentle breeze from the south west,SW,SW,South Westerly,17,11,2023-08-19T22:51:00+01:00,2023-08-20T01:03:28.66+01:00,2634341,City of Westminster
Sunny intervals and a gentle breeze,3,26,79,31,19,50,2023-08-20,0,Precipitation is not expected,1021,24,75,15:00,1,Good,3,Sunny Intervals,A gentle breeze from the south west,SW,SW,South Westerly,18,11,2023-08-19T22:51:00+01:00,2023-08-20T01:03:28.66+01:00,2634341,City of Westminster
Sunny intervals and a gentle breeze,3,26,79,29,18,49,2023-08-20,0,Precipitation is not expected,1021,24,75,16:00,1,Good,3,Sunny Intervals,A gentle breeze from the south west,SW,SW,South Westerly,18,11,2023-08-19T22:51:00+01:00,2023-08-20T01:03:28.66+01:00,2634341,City of Westminster
Sunny intervals and a gentle breeze,3,26,79,28,17,49,2023-08-20,0,Precipitation is not expected,1021,24,75,17:00,1,Good,3,Sunny Intervals,A gentle breeze from the south west,SW,SW,South Westerly,18,11,2023-08-19T22:51:00+01:00,2023-08-20T01:03:28.66+01:00,2634341,City of Westminster
Sunny and a gentle breeze,1,25,78,28,17,52,2023-08-20,0,Precipitation is not expected,1021,23,74,18:00,1,Good,1,Sunny,A gentle breeze from the south west,SW,SW,South Westerly,17,10,2023-08-19T22:51:00+01:00,2023-08-20T01:03:28.66+01:00,2634341,City of Westminster
Sunny and a gentle breeze,1,25,77,27,17,54,2023-08-20,0,Precipitation is not expected,1022,23,73,19:00,1,Good,1,Sunny,A gentle breeze from the south west,SW,SW,South Westerly,16,10,2023-08-19T22:51:00+01:00,2023-08-20T01:03:28.66+01:00,2634341,City of Westminster
Sunny and a gentle breeze,1,23,74,24,15,60,2023-08-20,0,Precipitation is not expected,1022,21,70,20:00,1,Good,1,Sunny,A gentle breeze from the south west,SW,SW,South Westerly,15,9,2023-08-19T22:51:00+01:00,2023-08-20T01:03:28.66+01:00,2634341,City of Westminster
A clear sky and a gentle breeze,0,23,72,24,15,67,2023-08-20,0,Precipitation is not expected,1023,20,68,21:00,1,Good,0,Clear Sky,A gentle breeze from the south west,SW,SW,South Westerly,14,9,2023-08-19T22:51:00+01:00,2023-08-20T01:03:28.66+01:00,2634341,City of Westminster
A clear sky and a gentle breeze,0,21,70,20,13,74,2023-08-20,0,Precipitation is not expected,1023,19,66,22:00,1,Good,0,Clear Sky,A gentle breeze from the south west,SW,SW,South Westerly,12,8,2023-08-19T22:51:00+01:00,2023-08-20T01:03:28.66+01:00,2634341,City of Westminster
A clear sky and light winds,0,20,69,18,11,79,2023-08-20,0,Precipitation is not expected,1024,18,65,23:00,1,Good,0,Clear Sky,Light winds from the south west,SW,SW,South Westerly,11,7,2023-08-19T22:51:00+01:00,2023-08-20T01:03:28.66+01:00,2634341,City of Westminster
A clear sky and light winds,0,20,67,14,9,83,2023-08-21,0,Precipitation is not expected,1024,17,63,00:00,1,Good,0,Clear Sky,Light winds from the south west,SW,SW,South Westerly,10,6,2023-08-19T22:51:00+01:00,2023-08-20T01:03:28.66+01:00,2634341,City of Westminster
A clear sky and light winds,0,19,66,13,8,86,2023-08-21,0,Precipitation is not expected,1024,17,62,01:00,1,Good,0,Clear Sky,Light winds from the south west,SW,SW,South Westerly,9,5,2023-08-19T22:51:00+01:00,2023-08-20T01:03:28.66+01:00,2634341,City of Westminster
A clear sky and light winds,0,18,65,13,8,88,2023-08-21,0,Precipitation is not expected,1023,16,61,02:00,1,Good,0,Clear Sky,Light winds from the south west,SW,SW,South Westerly,8,5,2023-08-19T22:51:00+01:00,2023-08-20T01:03:28.66+01:00,2634341,City of Westminster
