enhancedWeatherDescription,extendedWeatherType,feelsLikeTemperatureC,feelsLikeTemperatureF,gustSpeedKph,gustSpeedMph,humidity,localDate,precipitationProbabilityInPercent,precipitationProbabilityText,pressure,temperatureC,temperatureF,timeslot,timeslotLength,visibility,weatherType,weatherTypeText,windDescription,windDirection,windDirectionAbbreviation,windDirectionFull,windSpeedKph,windSpeedMph,issueDate,lastUpdated,location_id,location_name
Partly cloudy and a gentle breeze,2,27,80,24,15,88,2024-11-18,4,Low chance of precipitation,1010,21,71,04:00,1,Good,2,Partly Cloudy,A gentle breeze from the west north west,WNW,WNW,West North Westerly,15,9,2024-11-17T20:00:00+11:00,2024-11-18T03:00:30.804+11:00,2147714,Sydney
Partly cloudy and a gentle breeze,2,26,79,23,14,86,2024-11-18,6,Low chance of precipitation,1011,21,71,05:00,1,Good,2,Partly Cloudy,A gentle breeze from the west,W,W,Westerly,14,9,2024-11-17T20:00:00+11:00,2024-11-18T03:00:30.804+11:00,2147714,Sydney
Sunny intervals and a gentle breeze,3,24,75,21,13,77,2024-11-18,15,Low chance of precipitation,1013,21,69,06:00,1,Good,3,Sunny Intervals,A gentle breeze from the west south west,WSW,WSW,West South Westerly,15,9,2024-11-17T20:00:00+11:00,2024-11-18T03:00:30.804+11:00,2147714,Sydney
Light cloud and a gentle breeze,7,23,73,21,13,72,2024-11-18,15,Low chance of precipitation,1014,20,68,07:00,1,Good,7,Light Cloud,A gentle breeze from the west south west,WSW,WSW,West South Westerly,14,8,2024-11-17T20:00:00+11:00,2024-11-18T03:00:30.804+11:00,2147714,Sydney
Light cloud and a gentle breeze,7,21,71,20,12,64,2024-11-18,12,Low chance of precipitation,1014,20,67,08:00,1,Good,7,Light Cloud,A gentle breeze from the west south west,WSW,WSW,West South Westerly,14,9,2024-11-17T20:00:00+11:00,2024-11-18T03:00:30.804+11:00,2147714,Sydney
Sunny intervals and a gentle breeze,3,22,72,18,11,61,2024-11-18,0,Precipitation is not expected,1015,20,68,09:00,1,Good,3,Sunny Intervals,A gentle breeze from the south west,SW,SW,South Westerly,13,8,2024-11-17T20:00:00+11:00,2024-11-18T03:00:30.804+11:00,2147714,Sydney
Sunny intervals and light winds,3,23,73,18,11,57,2024-11-18,0,Precipitation is not expected,1015,21,70,10:00,1,Good,3,Sunny Intervals,Light winds from the west south west,WSW,WSW,West South Westerly,10,6,2024-11-17T20:00:00+11:00,2024-11-18T03:00:30.804+11:00,2147714,Sydney
Sunny and light winds,1,24,75,19,12,54,2024-11-18,0,Precipitation is not expected,1015,22,71,11:00,1,Good,1,Sunny,Light winds from the west south west,WSW,WSW,West South Westerly,7,5,2024-11-17T20:00:00+11:00,2024-11-18T03:00:30.804+11:00,2147714,Sydney
Sunny and light winds,1,25,77,21,13,54,2024-11-18,0,Precipitation is not expected,1014,23,73,12:00,1,Good,1,Sunny,Light winds from the south east,SE,SE,South Easterly,8,5,2024-11-17T20:00:00+11:00,2024-11-18T03:00:30.804+11:00,2147714,Sydney
Sunny and a gentle breeze,1,26,78,21,13,53,2024-11-18,0,Precipitation is not expected,1014,23,74,13:00,1,Good,1,Sunny,A gentle breeze from the east,E,E,Easterly,13,8,2024-11-17T20:00:00+11:00,2024-11-18T03:00:30.804+11:00,2147714,Sydney
Sunny and a gentle breeze,1,26,78,24,15,55,2024-11-18,0,Precipitation is not expected,1014,23,74,14:00,1,Good,1,Sunny,A gentle breeze from the east,E,E,Easterly,16,10,2024-11-17T20:00:00+11:00,2024-11-18T03:00:30.804+11:00,2147714,Sydney
Sunny and a gentle breeze,1,25,78,29,18,56,2024-11-18,0,Precipitation is not expected,1014,23,73,15:00,1,Good,1,Sunny,A gentle breeze from the east south east,ESE,ESE,East South Easterly,18,11,2024-11-17T20:00:00+11:00,2024-11-18T03:00:30.804+11:00,2147714,Sydney
Sunny and a moderate breeze,1,25,76,32,20,61,2024-11-18,0,Precipitation is not expected,1014,22,72,16:00,1,Good,1,Sunny,A moderate breeze from the east south east,ESE,ESE,East South Easterly,21,13,2024-11-17T20:00:00+11:00,2024-11-18T03:00:30.804+11:00,2147714,Sydney
Sunny and a gentle breeze,1,24,75,32,20,63,2024-11-18,0,Precipitation is not expected,1014,22,71,17:00,1,Good,1,Sunny,A gentle breeze from the east south east,ESE,ESE,East South Easterly,20,12,2024-11-17T20:00:00+11:00,2024-11-18T03:00:30.804+11:00,2147714,Sydney
Sunny and a moderate breeze,1,24,75,33,21,66,2024-11-18,10,Low chance of precipitation,1015,21,70,18:00,1,Good,1,Sunny,A moderate breeze from the east south east,ESE,ESE,East South Easterly,21,13,2024-11-17T20:00:00+11:00,2024-11-18T03:00:30.804+11:00,2147714,Sydney
Sunny and a moderate breeze,1,23,74,34,21,68,2024-11-18,10,Low chance of precipitation,1017,21,69,19:00,1,Good,1,Sunny,A moderate breeze from the east south east,ESE,ESE,East South Easterly,21,13,2024-11-17T20:00:00+11:00,2024-11-18T03:00:30.804+11:00,2147714,Sydney
