enhancedWeatherDescription,extendedWeatherType,feelsLikeTemperatureC,feelsLikeTemperatureF,gustSpeedKph,gustSpeedMph,humidity,localDate,precipitationProbabilityInPercent,precipitationProbabilityText,pressure,temperatureC,temperatureF,timeslot,timeslotLength,visibility,weatherType,weatherTypeText,windDescription,windDirection,windDirectionAbbreviation,windDirectionFull,windSpeedKph,windSpeedMph,issueDate,lastUpdated,location_id,location_name
A clear sky and light winds,0,1,34,7,5,64,2023-12-15,0,Precipitation is not expected,1034,1,35,04:00,1,Good,0,Clear Sky,Light winds from the west south west,WSW,WSW,West South Westerly,7,4,2023-12-14T16:43:00-05:00,2023-12-15T03:01:37.501-05:00,4140963,Washington DC
A clear sky and light winds,0,1,34,9,6,63,2023-12-15,0,Precipitation is not expected,1034,1,35,05:00,1,Good,0,Clear Sky,Light winds from the west,W,W,Westerly,6,4,2023-12-14T16:43:00-05:00,2023-12-15T03:01:37.501-05:00,4140963,Washington DC
A clear sky and light winds,0,1,35,9,6,62,2023-12-15,0,Precipitation is not expected,1034,2,35,06:00,1,Good,0,Clear Sky,Light winds from the west,W,W,Westerly,7,4,2023-12-14T16:43:00-05:00,2023-12-15T03:01:37.501-05:00,4140963,Washington DC
A clear sky and light winds,0,0,31,11,7,60,2023-12-15,0,Precipitation is not expected,1034,2,36,07:00,1,Good,0,Clear Sky,Light winds from the west,W,W,Westerly,8,5,2023-12-14T16:43:00-05:00,2023-12-15T03:01:37.501-05:00,4140963,Washington DC
Sunny and light winds,1,0,33,13,8,60,2023-12-15,0,Precipitation is not expected,1034,3,37,08:00,1,Good,1,Sunny,Light winds from the west,W,W,Westerly,8,5,2023-12-14T16:43:00-05:00,2023-12-15T03:01:37.501-05:00,4140963,Washington DC
Sunny and light winds,1,3,37,17,10,52,2023-12-15,0,Precipitation is not expected,1034,5,41,09:00,1,Good,1,Sunny,Light winds from the west,W,W,Westerly,10,6,2023-12-14T16:43:00-05:00,2023-12-15T03:01:37.501-05:00,4140963,Washington DC
Sunny and light winds,1,5,41,20,13,47,2023-12-15,0,Precipitation is not expected,1034,7,45,10:00,1,Good,1,Sunny,Light winds from the west north west,WNW,WNW,West North Westerly,12,7,2023-12-14T16:43:00-05:00,2023-12-15T03:01:37.501-05:00,4140963,Washington DC
Sunny and a gentle breeze,1,7,45,22,14,42,2023-12-15,0,Precipitation is not expected,1034,9,49,11:00,1,Good,1,Sunny,A gentle breeze from the west north west,WNW,WNW,West North Westerly,14,9,2023-12-14T16:43:00-05:00,2023-12-15T03:01:37.501-05:00,4140963,Washington DC
Sunny and a gentle breeze,1,9,49,24,15,39,2023-12-15,0,Precipitation is not expected,1033,11,53,12:00,1,Good,1,Sunny,A gentle breeze from the west north west,WNW,WNW,West North Westerly,14,9,2023-12-14T16:43:00-05:00,2023-12-15T03:01:37.501-05:00,4140963,Washington DC
Sunny and a gentle breeze,1,11,51,22,14,37,2023-12-15,0,Precipitation is not expected,1032,13,55,13:00,1,Good,1,Sunny,A gentle breeze from the west north west,WNW,WNW,West North Westerly,15,9,2023-12-14T16:43:00-05:00,2023-12-15T03:01:37.501-05:00,4140963,Washington DC
Sunny and a gentle breeze,1,11,53,20,13,37,2023-12-15,0,Precipitation is not expected,1031,13,56,14:00,1,Good,1,Sunny,A gentle breeze from the west north west,WNW,WNW,West North Westerly,15,9,2023-12-14T16:43:00-05:00,2023-12-15T03:01:37.501-05:00,4140963,Washington DC
Sunny and a gentle breeze,1,11,53,15,9,38,2023-12-15,0,Precipitation is not expected,1031,13,56,15:00,1,Good,1,Sunny,A gentle breeze from the west north west,WNW,WNW,West North Westerly,13,8,2023-12-14T16:43:00-05:00,2023-12-15T03:01:37.501-05:00,4140963,Washington DC
Sunny and light winds,1,11,52,13,8,41,2023-12-15,0,Precipitation is not expected,1031,13,55,16:00,1,Good,1,Sunny,Light winds from the west north west,WNW,WNW,West North Westerly,11,7,2023-12-14T16:43:00-05:00,2023-12-15T03:01:37.501-05:00,4140963,Washington DC
A clear sky and light winds,0,9,48,9,6,47,2023-12-15,0,Precipitation is not expected,1031,11,51,17:00,1,Good,0,Clear Sky,Light winds from the west,W,W,Westerly,10,6,2023-12-14T16:43:00-05:00,2023-12-15T03:01:37.501-05:00,4140963,Washington DC
