enhancedWeatherDescription,extendedWeatherType,feelsLikeTemperatureC,feelsLikeTemperatureF,gustSpeedKph,gustSpeedMph,humidity,localDate,precipitationProbabilityInPercent,precipitationProbabilityText,pressure,temperatureC,temperatureF,timeslot,timeslotLength,visibility,weatherType,weatherTypeText,windDescription,windDirection,windDirectionAbbreviation,windDirectionFull,windSpeedKph,windSpeedMph,issueDate,lastUpdated,location_id,location_name
A clear sky and light winds,0,34,94,4,3,65,2025-01-14,0,Precipitation is not expected,1015,27,81,20:00,1,Good,0,Clear Sky,Light winds from the south west,SW,SW,South Westerly,7,4,2025-01-14T12:00:00+03:00,2025-01-14T19:02:38.987+03:00,105343,Jeddah
A clear sky and light winds,0,34,93,5,3,67,2025-01-14,0,Precipitation is not expected,1015,27,81,21:00,1,Good,0,Clear Sky,Light winds from the south south west,SSW,SSW,South South Westerly,2,1,2025-01-14T12:00:00+03:00,2025-01-14T19:02:38.987+03:00,105343,Jeddah
A clear sky and light winds,0,34,93,6,4,70,2025-01-14,0,Precipitation is not expected,1015,27,80,22:00,1,Good,0,Clear Sky,Light winds from the south south west,SSW,SSW,South South Westerly,2,1,2025-01-14T12:00:00+03:00,2025-01-14T19:02:38.987+03:00,105343,Jeddah
A clear sky and light winds,0,33,92,8,5,68,2025-01-14,0,Precipitation is not expected,1016,27,80,23:00,1,Good,0,Clear Sky,Light winds from the south east,SE,SE,South Easterly,2,2,2025-01-14T12:00:00+03:00,2025-01-14T19:02:38.987+03:00,105343,Jeddah
A clear sky and light winds,0,33,91,9,6,68,2025-01-15,0,Precipitation is not expected,1015,26,79,00:00,1,Good,0,Clear Sky,Light winds from the north east,NE,NE,North Easterly,3,2,2025-01-14T12:00:00+03:00,2025-01-14T19:02:38.987+03:00,105343,Jeddah
A clear sky and light winds,0,32,89,8,5,69,2025-01-15,0,Precipitation is not expected,1015,26,78,01:00,1,Good,0,Clear Sky,Light winds from the north north east,NNE,NNE,North North Easterly,4,2,2025-01-14T12:00:00+03:00,2025-01-14T19:02:38.987+03:00,105343,Jeddah
A clear sky and light winds,0,31,88,8,5,69,2025-01-15,0,Precipitation is not expected,1014,25,78,02:00,1,Good,0,Clear Sky,Light winds from the north,N,N,Northerly,3,2,2025-01-14T12:00:00+03:00,2025-01-14T19:02:38.987+03:00,105343,Jeddah
A clear sky and light winds,0,30,87,7,5,66,2025-01-15,0,Precipitation is not expected,1014,25,77,03:00,1,Good,0,Clear Sky,Light winds from the north,N,N,Northerly,3,2,2025-01-14T12:00:00+03:00,2025-01-14T19:02:38.987+03:00,105343,Jeddah
A clear sky and light winds,0,30,85,8,5,66,2025-01-15,0,Precipitation is not expected,1013,25,77,04:00,1,Good,0,Clear Sky,Light winds from the north,N,N,Northerly,3,2,2025-01-14T12:00:00+03:00,2025-01-14T19:02:38.987+03:00,105343,Jeddah
A clear sky and light winds,0,29,84,7,5,66,2025-01-15,0,Precipitation is not expected,1014,24,76,05:00,1,Good,0,Clear Sky,Light winds from the north,N,N,Northerly,3,2,2025-01-14T12:00:00+03:00,2025-01-14T19:02:38.987+03:00,105343,Jeddah
