enhancedWeatherDescription,extendedWeatherType,feelsLikeTemperatureC,feelsLikeTemperatureF,gustSpeedKph,gustSpeedMph,humidity,localDate,precipitationProbabilityInPercent,precipitationProbabilityText,pressure,temperatureC,temperatureF,timeslot,timeslotLength,visibility,weatherType,weatherTypeText,windDescription,windDirection,windDirectionAbbreviation,windDirectionFull,windSpeedKph,windSpeedMph,detailed.issueDate,detailed.lastUpdated,location_id,location_name
A clear sky and a gentle breeze,0,41,107,30,19,50,2022-07-24,0,Precipitation is not expected,1002,33,92,23:00,1,Moderate,0,Clear Sky,A gentle breeze from the south south west,SSW,SSW,South South Westerly,12,8,2022-07-17T00:00:00+03:00,2022-07-17T11:02:11.748+03:00,105343,Jeddah
A clear sky and a gentle breeze,0,41,106,31,19,51,2022-07-25,0,Precipitation is not expected,1002,33,91,00:00,1,Moderate,0,Clear Sky,A gentle breeze from the south south west,SSW,SSW,South South Westerly,12,8,2022-07-17T00:00:00+03:00,2022-07-17T11:02:11.748+03:00,105343,Jeddah
A clear sky and a gentle breeze,0,41,106,31,19,53,2022-07-25,0,Precipitation is not expected,1002,32,90,01:00,1,Moderate,0,Clear Sky,A gentle breeze from the south south west,SSW,SSW,South South Westerly,13,8,2022-07-17T00:00:00+03:00,2022-07-17T11:02:11.748+03:00,105343,Jeddah
A clear sky and a gentle breeze,0,41,106,31,19,55,2022-07-25,0,Precipitation is not expected,1002,32,90,02:00,1,Moderate,0,Clear Sky,A gentle breeze from the south south west,SSW,SSW,South South Westerly,13,8,2022-07-17T00:00:00+03:00,2022-07-17T11:02:11.748+03:00,105343,Jeddah
A clear sky and a gentle breeze,0,41,106,31,19,57,2022-07-25,0,Precipitation is not expected,1001,32,89,03:00,1,Moderate,0,Clear Sky,A gentle breeze from the south south west,SSW,SSW,South South Westerly,13,8,2022-07-17T00:00:00+03:00,2022-07-17T11:02:11.748+03:00,105343,Jeddah
A clear sky and a gentle breeze,0,41,106,30,19,60,2022-07-25,0,Precipitation is not expected,1002,31,89,04:00,1,Moderate,0,Clear Sky,A gentle breeze from the south,S,S,Southerly,13,8,2022-07-17T00:00:00+03:00,2022-07-17T11:02:11.748+03:00,105343,Jeddah
A clear sky and a gentle breeze,0,41,107,29,18,63,2022-07-25,0,Precipitation is not expected,1002,31,88,05:00,1,Moderate,0,Clear Sky,A gentle breeze from the south,S,S,Southerly,13,8,2022-07-17T00:00:00+03:00,2022-07-17T11:02:11.748+03:00,105343,Jeddah
Sunny and a gentle breeze,1,42,107,29,18,65,2022-07-25,0,Precipitation is not expected,1002,31,88,06:00,1,Moderate,1,Sunny,A gentle breeze from the south,S,S,Southerly,13,8,2022-07-17T11:02:11+03:00,2022-07-17T11:02:11.748+03:00,105343,Jeddah
Sunny and a gentle breeze,1,43,109,31,19,63,2022-07-25,0,Precipitation is not expected,1003,32,89,07:00,1,Moderate,1,Sunny,A gentle breeze from the south,S,S,Southerly,14,9,2022-07-17T11:02:11+03:00,2022-07-17T11:02:11.748+03:00,105343,Jeddah
Sunny and a gentle breeze,1,44,110,32,20,58,2022-07-25,0,Precipitation is not expected,1003,33,91,08:00,1,Moderate,1,Sunny,A gentle breeze from the south,S,S,Southerly,16,10,2022-07-17T11:02:11+03:00,2022-07-17T11:02:11.748+03:00,105343,Jeddah
Sunny and a gentle breeze,1,44,112,35,22,52,2022-07-25,0,Precipitation is not expected,1003,34,94,09:00,1,Moderate,1,Sunny,A gentle breeze from the south,S,S,Southerly,18,11,2022-07-17T11:02:11+03:00,2022-07-17T11:02:11.748+03:00,105343,Jeddah
Sunny and a gentle breeze,1,45,113,39,24,47,2022-07-25,0,Precipitation is not expected,1003,36,96,10:00,1,Moderate,1,Sunny,A gentle breeze from the south,S,S,Southerly,19,12,2022-07-17T11:02:11+03:00,2022-07-17T11:02:11.748+03:00,105343,Jeddah
Sunny and a moderate breeze,1,46,115,42,26,44,2022-07-25,0,Precipitation is not expected,1003,37,98,11:00,1,Moderate,1,Sunny,A moderate breeze from the south,S,S,Southerly,21,13,2022-07-17T11:02:11+03:00,2022-07-17T11:02:11.748+03:00,105343,Jeddah
Sunny and a moderate breeze,1,47,117,44,27,43,2022-07-25,0,Precipitation is not expected,1002,37,99,12:00,1,Moderate,1,Sunny,A moderate breeze from the south south west,SSW,SSW,South South Westerly,23,14,2022-07-17T11:02:11+03:00,2022-07-17T11:02:11.748+03:00,105343,Jeddah
Sunny and a moderate breeze,1,47,117,44,28,43,2022-07-25,0,Precipitation is not expected,1002,38,100,13:00,1,Moderate,1,Sunny,A moderate breeze from the south south west,SSW,SSW,South South Westerly,24,15,2022-07-17T11:02:11+03:00,2022-07-17T11:02:11.748+03:00,105343,Jeddah
Sunny and a moderate breeze,1,47,117,44,27,44,2022-07-25,0,Precipitation is not expected,1001,37,99,14:00,1,Moderate,1,Sunny,A moderate breeze from the south south west,SSW,SSW,South South Westerly,24,15,2022-07-17T11:02:11+03:00,2022-07-17T11:02:11.748+03:00,105343,Jeddah
Sunny and a moderate breeze,1,47,117,44,27,45,2022-07-25,0,Precipitation is not expected,1001,37,99,15:00,1,Moderate,1,Sunny,A moderate breeze from the south south west,SSW,SSW,South South Westerly,24,15,2022-07-17T11:02:11+03:00,2022-07-17T11:02:11.748+03:00,105343,Jeddah
Sunny and a moderate breeze,1,47,116,43,27,46,2022-07-25,0,Precipitation is not expected,1001,37,98,16:00,1,Moderate,1,Sunny,A moderate breeze from the south south west,SSW,SSW,South South Westerly,23,14,2022-07-17T11:02:11+03:00,2022-07-17T11:02:11.748+03:00,105343,Jeddah
Sunny and a moderate breeze,1,46,115,41,25,47,2022-07-25,0,Precipitation is not expected,1001,36,97,17:00,1,Moderate,1,Sunny,A moderate breeze from the south south west,SSW,SSW,South South Westerly,22,14,2022-07-17T11:02:11+03:00,2022-07-17T11:02:11.748+03:00,105343,Jeddah
Sunny and a moderate breeze,1,45,113,37,23,49,2022-07-25,0,Precipitation is not expected,1002,35,95,18:00,1,Moderate,1,Sunny,A moderate breeze from the south south west,SSW,SSW,South South Westerly,21,13,2022-07-17T11:02:11+03:00,2022-07-17T11:02:11.748+03:00,105343,Jeddah
Sunny and a gentle breeze,1,44,112,34,21,50,2022-07-25,0,Precipitation is not expected,1002,35,94,19:00,1,Moderate,1,Sunny,A gentle breeze from the south south west,SSW,SSW,South South Westerly,19,12,2022-07-17T11:02:11+03:00,2022-07-17T11:02:11.748+03:00,105343,Jeddah
A clear sky and a gentle breeze,0,44,111,32,20,52,2022-07-25,0,Precipitation is not expected,1002,34,93,20:00,1,Moderate,0,Clear Sky,A gentle breeze from the south south west,SSW,SSW,South South Westerly,17,11,2022-07-17T11:02:11+03:00,2022-07-17T11:02:11.748+03:00,105343,Jeddah
A clear sky and a gentle breeze,0,43,109,31,19,53,2022-07-25,0,Precipitation is not expected,1002,33,92,21:00,1,Moderate,0,Clear Sky,A gentle breeze from the south south west,SSW,SSW,South South Westerly,16,10,2022-07-17T11:02:11+03:00,2022-07-17T11:02:11.748+03:00,105343,Jeddah
A clear sky and a gentle breeze,0,43,109,30,19,53,2022-07-25,0,Precipitation is not expected,1002,33,92,22:00,1,Moderate,0,Clear Sky,A gentle breeze from the south,S,S,Southerly,15,9,2022-07-17T11:02:11+03:00,2022-07-17T11:02:11.748+03:00,105343,Jeddah
A clear sky and a gentle breeze,0,42,108,29,18,53,2022-07-25,0,Precipitation is not expected,1002,33,92,23:00,1,Moderate,0,Clear Sky,A gentle breeze from the south,S,S,Southerly,14,9,2022-07-17T11:02:11+03:00,2022-07-17T11:02:11.748+03:00,105343,Jeddah
A clear sky and a gentle breeze,0,42,107,28,18,54,2022-07-26,0,Precipitation is not expected,1002,33,91,00:00,1,Moderate,0,Clear Sky,A gentle breeze from the south south west,SSW,SSW,South South Westerly,14,8,2022-07-17T11:02:11+03:00,2022-07-17T11:02:11.748+03:00,105343,Jeddah
A clear sky and a gentle breeze,0,42,107,28,17,56,2022-07-26,0,Precipitation is not expected,1002,32,90,01:00,1,Moderate,0,Clear Sky,A gentle breeze from the south south west,SSW,SSW,South South Westerly,13,8,2022-07-17T11:02:11+03:00,2022-07-17T11:02:11.748+03:00,105343,Jeddah
A clear sky and a gentle breeze,0,42,107,27,17,59,2022-07-26,0,Precipitation is not expected,1001,32,89,02:00,1,Moderate,0,Clear Sky,A gentle breeze from the south south west,SSW,SSW,South South Westerly,13,8,2022-07-17T11:02:11+03:00,2022-07-17T11:02:11.748+03:00,105343,Jeddah
A clear sky and a gentle breeze,0,42,107,27,17,61,2022-07-26,0,Precipitation is not expected,1001,32,89,03:00,1,Moderate,0,Clear Sky,A gentle breeze from the south,S,S,Southerly,13,8,2022-07-17T11:02:11+03:00,2022-07-17T11:02:11.748+03:00,105343,Jeddah
A clear sky and a gentle breeze,0,42,107,27,17,64,2022-07-26,0,Precipitation is not expected,1002,31,88,04:00,1,Moderate,0,Clear Sky,A gentle breeze from the south,S,S,Southerly,13,8,2022-07-17T11:02:11+03:00,2022-07-17T11:02:11.748+03:00,105343,Jeddah
A clear sky and a gentle breeze,0,42,108,26,16,67,2022-07-26,0,Precipitation is not expected,1002,31,88,05:00,1,Moderate,0,Clear Sky,A gentle breeze from the south,S,S,Southerly,13,8,2022-07-17T11:02:11+03:00,2022-07-17T11:02:11.748+03:00,105343,Jeddah
Sunny and a gentle breeze,1,43,109,27,17,70,2022-07-26,0,Precipitation is not expected,1003,31,88,06:00,1,Moderate,1,Sunny,A gentle breeze from the south south east,SSE,SSE,South South Easterly,13,8,2022-07-17T11:02:11+03:00,2022-07-17T11:02:11.748+03:00,105343,Jeddah
Sunny and a gentle breeze,1,43,110,30,19,69,2022-07-26,0,Precipitation is not expected,1003,31,89,07:00,1,Moderate,1,Sunny,A gentle breeze from the south south east,SSE,SSE,South South Easterly,14,9,2022-07-17T11:02:11+03:00,2022-07-17T11:02:11.748+03:00,105343,Jeddah
Sunny and a gentle breeze,1,45,112,32,20,64,2022-07-26,0,Precipitation is not expected,1004,33,91,08:00,1,Moderate,1,Sunny,A gentle breeze from the south,S,S,Southerly,16,10,2022-07-17T11:02:11+03:00,2022-07-17T11:02:11.748+03:00,105343,Jeddah
Sunny and a gentle breeze,1,45,113,34,21,58,2022-07-26,0,Precipitation is not expected,1004,34,93,09:00,1,Moderate,1,Sunny,A gentle breeze from the south,S,S,Southerly,18,11,2022-07-17T11:02:11+03:00,2022-07-17T11:02:11.748+03:00,105343,Jeddah
Sunny and a gentle breeze,1,45,114,38,24,52,2022-07-26,0,Precipitation is not expected,1004,35,95,10:00,1,Moderate,1,Sunny,A gentle breeze from the south,S,S,Southerly,20,12,2022-07-17T11:02:11+03:00,2022-07-17T11:02:11.748+03:00,105343,Jeddah
Sunny and a moderate breeze,1,46,115,41,26,48,2022-07-26,1,Low chance of precipitation,1003,36,97,11:00,1,Moderate,1,Sunny,A moderate breeze from the south,S,S,Southerly,21,13,2022-07-17T11:02:11+03:00,2022-07-17T11:02:11.748+03:00,105343,Jeddah
Sunny and a moderate breeze,1,47,116,43,27,47,2022-07-26,1,Low chance of precipitation,1003,37,98,12:00,1,Moderate,1,Sunny,A moderate breeze from the south south west,SSW,SSW,South South Westerly,23,14,2022-07-17T11:02:11+03:00,2022-07-17T11:02:11.748+03:00,105343,Jeddah
Sunny and a moderate breeze,1,47,116,44,27,46,2022-07-26,1,Low chance of precipitation,1003,37,98,13:00,1,Moderate,1,Sunny,A moderate breeze from the south south west,SSW,SSW,South South Westerly,24,15,2022-07-17T11:02:11+03:00,2022-07-17T11:02:11.748+03:00,105343,Jeddah
Sunny and a moderate breeze,1,46,115,44,27,46,2022-07-26,1,Low chance of precipitation,1002,36,97,14:00,1,Moderate,1,Sunny,A moderate breeze from the south west,SW,SW,South Westerly,24,15,2022-07-17T11:02:11+03:00,2022-07-17T11:02:11.748+03:00,105343,Jeddah
Sunny and a moderate breeze,1,46,115,43,27,47,2022-07-26,1,Low chance of precipitation,1002,36,97,15:00,1,Moderate,1,Sunny,A moderate breeze from the south west,SW,SW,South Westerly,24,15,2022-07-17T11:02:11+03:00,2022-07-17T11:02:11.748+03:00,105343,Jeddah
Sunny and a moderate breeze,1,46,115,41,25,48,2022-07-26,1,Low chance of precipitation,1002,36,97,16:00,1,Moderate,1,Sunny,A moderate breeze from the south west,SW,SW,South Westerly,23,14,2022-07-17T11:02:11+03:00,2022-07-17T11:02:11.748+03:00,105343,Jeddah
Sunny and a moderate breeze,1,46,114,37,23,49,2022-07-26,1,Low chance of precipitation,1002,35,96,17:00,1,Moderate,1,Sunny,A moderate breeze from the south west,SW,SW,South Westerly,22,14,2022-07-17T11:02:11+03:00,2022-07-17T11:02:11.748+03:00,105343,Jeddah
Sunny and a gentle breeze,1,45,113,33,21,50,2022-07-26,1,Low chance of precipitation,1003,35,95,18:00,1,Moderate,1,Sunny,A gentle breeze from the south west,SW,SW,South Westerly,19,12,2022-07-17T11:02:11+03:00,2022-07-17T11:02:11.748+03:00,105343,Jeddah
Sunny and a gentle breeze,1,44,112,29,18,52,2022-07-26,1,Low chance of precipitation,1003,34,94,19:00,1,Moderate,1,Sunny,A gentle breeze from the south west,SW,SW,South Westerly,17,11,2022-07-17T11:02:11+03:00,2022-07-17T11:02:11.748+03:00,105343,Jeddah
A clear sky and a gentle breeze,0,44,111,26,16,53,2022-07-26,0,Precipitation is not expected,1003,34,93,20:00,1,Moderate,0,Clear Sky,A gentle breeze from the south south west,SSW,SSW,South South Westerly,15,9,2022-07-17T11:02:11+03:00,2022-07-17T11:02:11.748+03:00,105343,Jeddah
A clear sky and a gentle breeze,0,43,110,26,16,54,2022-07-26,0,Precipitation is not expected,1004,34,93,21:00,1,Moderate,0,Clear Sky,A gentle breeze from the south south west,SSW,SSW,South South Westerly,13,8,2022-07-17T11:02:11+03:00,2022-07-17T11:02:11.748+03:00,105343,Jeddah
A clear sky and a gentle breeze,0,43,110,25,15,54,2022-07-26,0,Precipitation is not expected,1003,33,92,22:00,1,Moderate,0,Clear Sky,A gentle breeze from the south south west,SSW,SSW,South South Westerly,12,8,2022-07-17T11:02:11+03:00,2022-07-17T11:02:11.748+03:00,105343,Jeddah
A clear sky and light winds,0,43,109,24,15,54,2022-07-26,0,Precipitation is not expected,1003,33,92,23:00,1,Moderate,0,Clear Sky,Light winds from the south south west,SSW,SSW,South South Westerly,12,7,2022-07-17T11:02:11+03:00,2022-07-17T11:02:11.748+03:00,105343,Jeddah
A clear sky and light winds,0,43,109,23,14,55,2022-07-27,0,Precipitation is not expected,1003,33,91,00:00,1,Moderate,0,Clear Sky,Light winds from the south west,SW,SW,South Westerly,11,7,2022-07-17T11:02:11+03:00,2022-07-17T11:02:11.748+03:00,105343,Jeddah
A clear sky and light winds,0,42,108,22,14,57,2022-07-27,0,Precipitation is not expected,1003,32,90,01:00,1,Moderate,0,Clear Sky,Light winds from the south west,SW,SW,South Westerly,11,7,2022-07-17T11:02:11+03:00,2022-07-17T11:02:11.748+03:00,105343,Jeddah
A clear sky and light winds,0,42,108,22,14,60,2022-07-27,0,Precipitation is not expected,1003,32,90,02:00,1,Moderate,0,Clear Sky,Light winds from the south west,SW,SW,South Westerly,10,6,2022-07-17T11:02:11+03:00,2022-07-17T11:02:11.748+03:00,105343,Jeddah
A clear sky and light winds,0,42,108,22,14,62,2022-07-27,0,Precipitation is not expected,1003,32,89,03:00,1,Moderate,0,Clear Sky,Light winds from the south west,SW,SW,South Westerly,10,6,2022-07-17T11:02:11+03:00,2022-07-17T11:02:11.748+03:00,105343,Jeddah
A clear sky and light winds,0,42,108,21,13,64,2022-07-27,0,Precipitation is not expected,1003,31,89,04:00,1,Moderate,0,Clear Sky,Light winds from the south west,SW,SW,South Westerly,10,6,2022-07-17T11:02:11+03:00,2022-07-17T11:02:11.748+03:00,105343,Jeddah
A clear sky and light winds,0,43,109,21,13,68,2022-07-27,0,Precipitation is not expected,1003,31,88,05:00,1,Moderate,0,Clear Sky,Light winds from the south south west,SSW,SSW,South South Westerly,10,6,2022-07-17T11:02:11+03:00,2022-07-17T11:02:11.748+03:00,105343,Jeddah
Sunny and light winds,1,43,109,21,13,70,2022-07-27,0,Precipitation is not expected,1004,31,88,06:00,1,Moderate,1,Sunny,Light winds from the south south west,SSW,SSW,South South Westerly,10,6,2022-07-17T11:02:11+03:00,2022-07-17T11:02:11.748+03:00,105343,Jeddah
Sunny and light winds,1,44,111,23,14,70,2022-07-27,0,Precipitation is not expected,1004,32,89,07:00,1,Moderate,1,Sunny,Light winds from the south,S,S,Southerly,11,7,2022-07-17T11:02:11+03:00,2022-07-17T11:02:11.748+03:00,105343,Jeddah
Sunny and a gentle breeze,1,45,112,25,16,66,2022-07-27,0,Precipitation is not expected,1004,33,91,08:00,1,Moderate,1,Sunny,A gentle breeze from the south,S,S,Southerly,12,8,2022-07-17T11:02:11+03:00,2022-07-17T11:02:11.748+03:00,105343,Jeddah
Sunny and a gentle breeze,1,45,113,27,17,59,2022-07-27,0,Precipitation is not expected,1004,33,92,09:00,1,Moderate,1,Sunny,A gentle breeze from the south,S,S,Southerly,14,9,2022-07-17T11:02:11+03:00,2022-07-17T11:02:11.748+03:00,105343,Jeddah
Sunny and a gentle breeze,1,45,113,31,19,52,2022-07-27,0,Precipitation is not expected,1004,35,95,10:00,1,Moderate,1,Sunny,A gentle breeze from the south south west,SSW,SSW,South South Westerly,15,9,2022-07-17T11:02:11+03:00,2022-07-17T11:02:11.748+03:00,105343,Jeddah
Sunny and a gentle breeze,1,46,115,36,22,48,2022-07-27,1,Low chance of precipitation,1003,36,97,11:00,1,Moderate,1,Sunny,A gentle breeze from the south west,SW,SW,South Westerly,17,10,2022-07-17T11:02:11+03:00,2022-07-17T11:02:11.748+03:00,105343,Jeddah
Sunny and a gentle breeze,1,46,115,40,25,45,2022-07-27,1,Low chance of precipitation,1003,37,98,12:00,1,Moderate,1,Sunny,A gentle breeze from the south west,SW,SW,South Westerly,19,12,2022-07-17T11:02:11+03:00,2022-07-17T11:02:11.748+03:00,105343,Jeddah
Sunny and a moderate breeze,1,46,115,41,26,44,2022-07-27,2,Low chance of precipitation,1002,37,98,13:00,1,Moderate,1,Sunny,A moderate breeze from the west south west,WSW,WSW,West South Westerly,21,13,2022-07-17T11:02:11+03:00,2022-07-17T11:02:11.748+03:00,105343,Jeddah
Sunny and a moderate breeze,1,46,114,41,26,43,2022-07-27,2,Low chance of precipitation,1002,37,98,14:00,1,Moderate,1,Sunny,A moderate breeze from the west south west,WSW,WSW,West South Westerly,22,13,2022-07-17T11:02:11+03:00,2022-07-17T11:02:11.748+03:00,105343,Jeddah
Sunny and a moderate breeze,1,45,114,40,25,43,2022-07-27,2,Low chance of precipitation,1001,37,98,15:00,1,Moderate,1,Sunny,A moderate breeze from the west south west,WSW,WSW,West South Westerly,21,13,2022-07-17T11:02:11+03:00,2022-07-17T11:02:11.748+03:00,105343,Jeddah
Sunny and a moderate breeze,1,45,113,38,24,44,2022-07-27,2,Low chance of precipitation,1001,36,97,16:00,1,Moderate,1,Sunny,A moderate breeze from the west south west,WSW,WSW,West South Westerly,21,13,2022-07-17T11:02:11+03:00,2022-07-17T11:02:11.748+03:00,105343,Jeddah
Sunny and a gentle breeze,1,45,113,34,21,45,2022-07-27,2,Low chance of precipitation,1002,36,96,17:00,1,Moderate,1,Sunny,A gentle breeze from the west,W,W,Westerly,19,12,2022-07-17T11:02:11+03:00,2022-07-17T11:02:11.748+03:00,105343,Jeddah
Sunny and a gentle breeze,1,44,112,31,19,46,2022-07-27,1,Low chance of precipitation,1002,35,95,18:00,1,Moderate,1,Sunny,A gentle breeze from the west,W,W,Westerly,17,11,2022-07-17T11:02:11+03:00,2022-07-17T11:02:11.748+03:00,105343,Jeddah
Sunny and a gentle breeze,1,44,111,27,17,48,2022-07-27,1,Low chance of precipitation,1002,35,94,19:00,1,Moderate,1,Sunny,A gentle breeze from the west,W,W,Westerly,15,9,2022-07-17T11:02:11+03:00,2022-07-17T11:02:11.748+03:00,105343,Jeddah
A clear sky and a gentle breeze,0,43,110,25,15,50,2022-07-27,0,Precipitation is not expected,1002,34,93,20:00,1,Moderate,0,Clear Sky,A gentle breeze from the west north west,WNW,WNW,West North Westerly,13,8,2022-07-17T11:02:11+03:00,2022-07-17T11:02:11.748+03:00,105343,Jeddah
A clear sky and a gentle breeze,0,43,109,24,15,50,2022-07-27,0,Precipitation is not expected,1002,34,93,21:00,1,Moderate,0,Clear Sky,A gentle breeze from the north west,NW,NW,North Westerly,12,8,2022-07-17T11:02:11+03:00,2022-07-17T11:02:11.748+03:00,105343,Jeddah
A clear sky and light winds,0,43,109,23,14,50,2022-07-27,0,Precipitation is not expected,1002,34,93,22:00,1,Moderate,0,Clear Sky,Light winds from the north west,NW,NW,North Westerly,11,7,2022-07-17T11:02:11+03:00,2022-07-17T11:02:11.748+03:00,105343,Jeddah
A clear sky and light winds,0,42,108,22,14,51,2022-07-27,0,Precipitation is not expected,1002,33,92,23:00,1,Moderate,0,Clear Sky,Light winds from the north west,NW,NW,North Westerly,11,7,2022-07-17T11:02:11+03:00,2022-07-17T11:02:11.748+03:00,105343,Jeddah
A clear sky and light winds,0,42,107,22,14,52,2022-07-28,0,Precipitation is not expected,1001,33,92,00:00,1,Moderate,0,Clear Sky,Light winds from the west,W,W,Westerly,10,6,2022-07-17T11:02:11+03:00,2022-07-17T11:02:11.748+03:00,105343,Jeddah
A clear sky and light winds,0,42,107,21,13,53,2022-07-28,0,Precipitation is not expected,1001,33,91,01:00,1,Moderate,0,Clear Sky,Light winds from the west,W,W,Westerly,10,6,2022-07-17T11:02:11+03:00,2022-07-17T11:02:11.748+03:00,105343,Jeddah
A clear sky and light winds,0,41,107,21,13,56,2022-07-28,0,Precipitation is not expected,1001,32,90,02:00,1,Moderate,0,Clear Sky,Light winds from the west,W,W,Westerly,10,6,2022-07-17T11:02:11+03:00,2022-07-17T11:02:11.748+03:00,105343,Jeddah
A clear sky and light winds,0,41,107,20,13,58,2022-07-28,0,Precipitation is not expected,1001,32,89,03:00,1,Moderate,0,Clear Sky,Light winds from the west south west,WSW,WSW,West South Westerly,9,6,2022-07-17T11:02:11+03:00,2022-07-17T11:02:11.748+03:00,105343,Jeddah
A clear sky and light winds,0,42,107,20,13,60,2022-07-28,0,Precipitation is not expected,1001,32,89,04:00,1,Moderate,0,Clear Sky,Light winds from the west south west,WSW,WSW,West South Westerly,9,6,2022-07-17T11:02:11+03:00,2022-07-17T11:02:11.748+03:00,105343,Jeddah
A clear sky and light winds,0,42,107,20,12,63,2022-07-28,0,Precipitation is not expected,1001,31,89,05:00,1,Moderate,0,Clear Sky,Light winds from the west south west,WSW,WSW,West South Westerly,9,6,2022-07-17T11:02:11+03:00,2022-07-17T11:02:11.748+03:00,105343,Jeddah
Sunny and light winds,1,42,108,21,13,66,2022-07-28,0,Precipitation is not expected,1001,31,88,06:00,1,Moderate,1,Sunny,Light winds from the west south west,WSW,WSW,West South Westerly,9,6,2022-07-17T11:02:11+03:00,2022-07-17T11:02:11.748+03:00,105343,Jeddah
Sunny and light winds,1,43,110,23,14,65,2022-07-28,0,Precipitation is not expected,1002,32,89,07:00,1,Moderate,1,Sunny,Light winds from the west south west,WSW,WSW,West South Westerly,10,6,2022-07-17T11:02:11+03:00,2022-07-17T11:02:11.748+03:00,105343,Jeddah
Sunny and light winds,1,44,111,25,16,61,2022-07-28,0,Precipitation is not expected,1002,33,91,08:00,1,Moderate,1,Sunny,Light winds from the south west,SW,SW,South Westerly,12,7,2022-07-17T11:02:11+03:00,2022-07-17T11:02:11.748+03:00,105343,Jeddah
Sunny and a gentle breeze,1,45,112,27,17,55,2022-07-28,0,Precipitation is not expected,1002,34,93,09:00,1,Moderate,1,Sunny,A gentle breeze from the south west,SW,SW,South Westerly,12,8,2022-07-17T11:02:11+03:00,2022-07-17T11:02:11.748+03:00,105343,Jeddah
Sunny and a gentle breeze,1,45,113,31,19,49,2022-07-28,1,Low chance of precipitation,1002,35,95,10:00,1,Moderate,1,Sunny,A gentle breeze from the south west,SW,SW,South Westerly,13,8,2022-07-17T11:02:11+03:00,2022-07-17T11:02:11.748+03:00,105343,Jeddah
Sunny and a gentle breeze,1,46,115,36,22,45,2022-07-28,2,Low chance of precipitation,1002,36,97,11:00,1,Moderate,1,Sunny,A gentle breeze from the south west,SW,SW,South Westerly,15,10,2022-07-17T11:02:11+03:00,2022-07-17T11:02:11.748+03:00,105343,Jeddah
Sunny and a gentle breeze,1,47,116,40,25,43,2022-07-28,2,Low chance of precipitation,1001,37,99,12:00,1,Moderate,1,Sunny,A gentle breeze from the south west,SW,SW,South Westerly,18,11,2022-07-17T11:02:11+03:00,2022-07-17T11:02:11.748+03:00,105343,Jeddah
Sunny and a gentle breeze,1,47,116,41,26,42,2022-07-28,3,Low chance of precipitation,1001,37,99,13:00,1,Moderate,1,Sunny,A gentle breeze from the west south west,WSW,WSW,West South Westerly,20,12,2022-07-17T11:02:11+03:00,2022-07-17T11:02:11.748+03:00,105343,Jeddah
Sunny and a moderate breeze,1,46,115,41,26,42,2022-07-28,4,Low chance of precipitation,1001,37,99,14:00,1,Moderate,1,Sunny,A moderate breeze from the west south west,WSW,WSW,West South Westerly,21,13,2022-07-17T11:02:11+03:00,2022-07-17T11:02:11.748+03:00,105343,Jeddah
Sunny and a moderate breeze,1,46,114,40,25,42,2022-07-28,4,Low chance of precipitation,1000,37,98,15:00,1,Moderate,1,Sunny,A moderate breeze from the west south west,WSW,WSW,West South Westerly,21,13,2022-07-17T11:02:11+03:00,2022-07-17T11:02:11.748+03:00,105343,Jeddah
Sunny and a gentle breeze,1,45,114,38,23,43,2022-07-28,4,Low chance of precipitation,1000,36,97,16:00,1,Moderate,1,Sunny,A gentle breeze from the west south west,WSW,WSW,West South Westerly,20,12,2022-07-17T11:02:11+03:00,2022-07-17T11:02:11.748+03:00,105343,Jeddah
Sunny and a gentle breeze,1,45,113,34,21,44,2022-07-28,3,Low chance of precipitation,1000,36,97,17:00,1,Moderate,1,Sunny,A gentle breeze from the west south west,WSW,WSW,West South Westerly,18,11,2022-07-17T11:02:11+03:00,2022-07-17T11:02:11.748+03:00,105343,Jeddah
Sunny and a gentle breeze,1,44,111,30,19,45,2022-07-28,2,Low chance of precipitation,1000,35,95,18:00,1,Moderate,1,Sunny,A gentle breeze from the west south west,WSW,WSW,West South Westerly,16,10,2022-07-17T11:02:11+03:00,2022-07-17T11:02:11.748+03:00,105343,Jeddah
Sunny and a gentle breeze,1,43,110,26,16,47,2022-07-28,2,Low chance of precipitation,1000,35,94,19:00,1,Moderate,1,Sunny,A gentle breeze from the west south west,WSW,WSW,West South Westerly,14,9,2022-07-17T11:02:11+03:00,2022-07-17T11:02:11.748+03:00,105343,Jeddah
A clear sky and a gentle breeze,0,43,109,24,15,48,2022-07-28,1,Low chance of precipitation,1001,34,93,20:00,1,Moderate,0,Clear Sky,A gentle breeze from the west south west,WSW,WSW,West South Westerly,13,8,2022-07-17T11:02:11+03:00,2022-07-17T11:02:11.748+03:00,105343,Jeddah
A clear sky and light winds,0,42,108,24,15,49,2022-07-28,0,Precipitation is not expected,1001,34,93,21:00,1,Moderate,0,Clear Sky,Light winds from the west south west,WSW,WSW,West South Westerly,12,7,2022-07-17T11:02:11+03:00,2022-07-17T11:02:11.748+03:00,105343,Jeddah
A clear sky and light winds,0,42,107,24,15,49,2022-07-28,0,Precipitation is not expected,1000,33,92,22:00,1,Moderate,0,Clear Sky,Light winds from the south west,SW,SW,South Westerly,11,7,2022-07-17T11:02:11+03:00,2022-07-17T11:02:11.748+03:00,105343,Jeddah
