enhancedWeatherDescription,extendedWeatherType,feelsLikeTemperatureC,feelsLikeTemperatureF,gustSpeedKph,gustSpeedMph,humidity,localDate,precipitationProbabilityInPercent,precipitationProbabilityText,pressure,temperatureC,temperatureF,timeslot,timeslotLength,visibility,weatherType,weatherTypeText,windDescription,windDirection,windDirectionAbbreviation,windDirectionFull,windSpeedKph,windSpeedMph,issueDate,lastUpdated,location_id,location_name
Gusty winds and rain,39,9,49,79,49,76,2024-01-21,24,Low chance of precipitation,1009,11,53,17:00,1,Moderate,12,Light Rain,Gusty winds from the south south west,SSW,SSW,South South Westerly,37,23,2024-01-21T09:45:00+00:00,2024-01-21T16:01:27.387Z,2643743,Greater London
Gusty winds and rain,39,10,49,80,50,78,2024-01-21,44,Chance of precipitation,1008,12,53,18:00,1,Good,12,Light Rain,Gusty winds from the south south west,SSW,SSW,South South Westerly,39,24,2024-01-21T09:45:00+00:00,2024-01-21T16:01:27.387Z,2643743,Greater London
Strong winds and rain,39,10,50,83,51,78,2024-01-21,62,Chance of precipitation,1007,12,53,19:00,1,Moderate,12,Light Rain,Strong winds from the south south west,SSW,SSW,South South Westerly,41,25,2024-01-21T09:45:00+00:00,2024-01-21T16:01:27.387Z,2643743,Greater London
Strong winds and rain,39,10,50,88,55,81,2024-01-21,84,High chance of precipitation,1005,12,54,20:00,1,Moderate,12,Light Rain,Strong winds from the south south west,SSW,SSW,South South Westerly,42,26,2024-01-21T09:45:00+00:00,2024-01-21T16:01:27.387Z,2643743,Greater London
Strong winds and rain,39,10,51,84,52,82,2024-01-21,90,High chance of precipitation,1003,12,54,21:00,1,Moderate,12,Light Rain,Strong winds from the south south west,SSW,SSW,South South Westerly,44,28,2024-01-21T09:45:00+00:00,2024-01-21T16:01:27.387Z,2643743,Greater London
Strong winds and rain,39,11,51,81,51,84,2024-01-21,90,High chance of precipitation,1002,12,54,22:00,1,Moderate,12,Light Rain,Strong winds from the south south west,SSW,SSW,South South Westerly,45,28,2024-01-21T09:45:00+00:00,2024-01-21T16:01:27.387Z,2643743,Greater London
Strong winds and heavy rain,40,11,52,81,51,85,2024-01-21,90,High chance of precipitation,1001,13,55,23:00,1,Moderate,15,Heavy Rain,Strong winds from the south west,SW,SW,South Westerly,45,28,2024-01-21T09:45:00+00:00,2024-01-21T16:01:27.387Z,2643743,Greater London
Strong winds and rain,39,11,52,80,50,86,2024-01-22,90,High chance of precipitation,1000,13,55,00:00,1,Moderate,12,Light Rain,Strong winds from the south west,SW,SW,South Westerly,45,28,2024-01-21T09:45:00+00:00,2024-01-21T16:01:27.387Z,2643743,Greater London
Strong winds and rain,39,11,52,74,46,87,2024-01-22,85,High chance of precipitation,1000,13,55,01:00,1,Moderate,12,Light Rain,Strong winds from the south west,SW,SW,South Westerly,43,27,2024-01-21T09:45:00+00:00,2024-01-21T16:01:27.387Z,2643743,Greater London
Strong winds and rain,39,12,53,66,41,85,2024-01-22,85,High chance of precipitation,1000,13,55,02:00,1,Moderate,12,Light Rain,Strong winds from the south west,SW,SW,South Westerly,41,25,2024-01-21T09:45:00+00:00,2024-01-21T16:01:27.387Z,2643743,Greater London
