enhancedWeatherDescription,extendedWeatherType,feelsLikeTemperatureC,feelsLikeTemperatureF,gustSpeedKph,gustSpeedMph,humidity,localDate,precipitationProbabilityInPercent,precipitationProbabilityText,pressure,temperatureC,temperatureF,timeslot,timeslotLength,visibility,weatherType,weatherTypeText,windDescription,windDirection,windDirectionAbbreviation,windDirectionFull,windSpeedKph,windSpeedMph,issueDate,lastUpdated,location_id,location_name
Partly cloudy and light winds,2,4,39,29,18,75,2023-01-26,1,Low chance of precipitation,1034,6,43,17:00,1,Good,2,Partly Cloudy,Light winds from the north north east,NNE,NNE,North North Easterly,12,7,2023-01-26T09:11:00+00:00,2023-01-26T16:00:05.509Z,2653822,Cardiff
Partly cloudy and light winds,2,2,36,27,17,81,2023-01-26,1,Low chance of precipitation,1034,5,41,18:00,1,Good,2,Partly Cloudy,Light winds from the north north east,NNE,NNE,North North Easterly,12,7,2023-01-26T09:11:00+00:00,2023-01-26T16:00:05.509Z,2653822,Cardiff
Partly cloudy and light winds,2,2,35,25,16,84,2023-01-26,1,Low chance of precipitation,1034,4,40,19:00,1,Good,2,Partly Cloudy,Light winds from the north north east,NNE,NNE,North North Easterly,12,7,2023-01-26T09:11:00+00:00,2023-01-26T16:00:05.509Z,2653822,Cardiff
Partly cloudy and a gentle breeze,2,1,34,23,14,86,2023-01-26,1,Low chance of precipitation,1034,4,39,20:00,1,Good,2,Partly Cloudy,A gentle breeze from the north north east,NNE,NNE,North North Easterly,12,8,2023-01-26T09:11:00+00:00,2023-01-26T16:00:05.509Z,2653822,Cardiff
Partly cloudy and a gentle breeze,2,1,33,23,14,88,2023-01-26,1,Low chance of precipitation,1034,4,39,21:00,1,Good,2,Partly Cloudy,A gentle breeze from the north north east,NNE,NNE,North North Easterly,12,8,2023-01-26T09:11:00+00:00,2023-01-26T16:00:05.509Z,2653822,Cardiff
Partly cloudy and a gentle breeze,2,1,33,24,15,89,2023-01-26,1,Low chance of precipitation,1034,4,39,22:00,1,Good,2,Partly Cloudy,A gentle breeze from the north,N,N,Northerly,12,8,2023-01-26T09:11:00+00:00,2023-01-26T16:00:05.509Z,2653822,Cardiff
Partly cloudy and a gentle breeze,2,1,33,24,15,87,2023-01-26,1,Low chance of precipitation,1034,4,39,23:00,1,Good,2,Partly Cloudy,A gentle breeze from the north north east,NNE,NNE,North North Easterly,12,8,2023-01-26T09:11:00+00:00,2023-01-26T16:00:05.509Z,2653822,Cardiff
Partly cloudy and a gentle breeze,2,1,33,24,15,86,2023-01-27,0,Precipitation is not expected,1034,3,38,00:00,1,Good,2,Partly Cloudy,A gentle breeze from the north north east,NNE,NNE,North North Easterly,12,8,2023-01-26T09:11:00+00:00,2023-01-26T16:00:05.509Z,2653822,Cardiff
Partly cloudy and a gentle breeze,2,0,32,23,14,87,2023-01-27,0,Precipitation is not expected,1033,3,38,01:00,1,Good,2,Partly Cloudy,A gentle breeze from the north,N,N,Northerly,12,8,2023-01-26T09:11:00+00:00,2023-01-26T16:00:05.509Z,2653822,Cardiff
Partly cloudy and a gentle breeze,2,-1,31,23,14,89,2023-01-27,0,Precipitation is not expected,1033,3,37,02:00,1,Good,2,Partly Cloudy,A gentle breeze from the north,N,N,Northerly,12,8,2023-01-26T09:11:00+00:00,2023-01-26T16:00:05.509Z,2653822,Cardiff
Partly cloudy and a gentle breeze,2,-1,30,23,14,91,2023-01-27,1,Low chance of precipitation,1032,2,36,03:00,1,Good,2,Partly Cloudy,A gentle breeze from the north,N,N,Northerly,12,8,2023-01-26T09:11:00+00:00,2023-01-26T16:00:05.509Z,2653822,Cardiff
Partly cloudy and a gentle breeze,2,-1,29,22,14,93,2023-01-27,2,Low chance of precipitation,1032,2,35,04:00,1,Good,2,Partly Cloudy,A gentle breeze from the north,N,N,Northerly,12,8,2023-01-26T09:11:00+00:00,2023-01-26T16:00:05.509Z,2653822,Cardiff
Partly cloudy and a gentle breeze,2,-1,29,23,14,94,2023-01-27,4,Low chance of precipitation,1032,2,36,05:00,1,Good,2,Partly Cloudy,A gentle breeze from the north north east,NNE,NNE,North North Easterly,13,8,2023-01-26T09:11:00+00:00,2023-01-26T16:00:05.509Z,2653822,Cardiff
Partly cloudy and a gentle breeze,2,-1,29,24,15,95,2023-01-27,6,Low chance of precipitation,1032,2,36,06:00,1,Good,2,Partly Cloudy,A gentle breeze from the north north east,NNE,NNE,North North Easterly,13,8,2023-01-26T09:11:00+00:00,2023-01-26T16:00:05.509Z,2653822,Cardiff
