issueDate,lastUpdated,report.enhancedWeatherDescription,report.gustSpeedKph,report.gustSpeedMph,report.localDate,report.lowermaxTemperatureC,report.lowermaxTemperatureF,report.lowerminTemperatureC,report.lowerminTemperatureF,report.maxTempC,report.maxTempF,report.minTempC,report.minTempF,report.mostLikelyHighTemperatureC,report.mostLikelyHighTemperatureF,report.mostLikelyLowTemperatureC,report.mostLikelyLowTemperatureF,report.pollenIndex,report.pollenIndexBand,report.pollenIndexIconText,report.pollenIndexText,report.pollutionIndex,report.pollutionIndexBand,report.pollutionIndexIconText,report.pollutionIndexText,report.precipitationProbabilityInPercent,report.precipitationProbabilityText,report.sunrise,report.sunset,report.uppermaxTemperatureC,report.uppermaxTemperatureF,report.upperminTemperatureC,report.upperminTemperatureF,report.uvIndex,report.uvIndexBand,report.uvIndexIconText,report.uvIndexText,report.weatherType,report.weatherTypeText,report.windDescription,report.windDirection,report.windDirectionAbbreviation,report.windDirectionFull,report.windSpeedKph,report.windSpeedMph,location_id,location_name
2023-06-15T19:00:00+10:00,2023-06-16T10:38:51.152+10:00,Sunny and a gentle breeze,21,13,2023-06-16,,,,,18,65,7,45,19,67,6,43,,,,,,,,,0,Precipitation is not expected,06:58,16:53,,,,,4,MODERATE,M,Moderate,1,Sunny,A gentle breeze from the west,W,W,Westerly,16,10,2147714,Sydney
2023-06-15T19:00:00+10:00,2023-06-16T10:38:51.152+10:00,Sunny and a gentle breeze,17,10,2023-06-17,,,,,19,66,8,47,20,67,7,44,,,,,,,,,0,Precipitation is not expected,06:59,16:53,,,,,4,MODERATE,M,Moderate,1,Sunny,A gentle breeze from the north west,NW,NW,North Westerly,12,8,2147714,Sydney
2023-06-15T19:00:00+10:00,2023-06-16T10:38:51.152+10:00,Sunny and a moderate breeze,43,27,2023-06-18,,,,,19,66,7,45,20,69,6,43,,,,,,,,,9,Low chance of precipitation,06:59,16:53,,,,,4,MODERATE,M,Moderate,1,Sunny,A moderate breeze from the north west,NW,NW,North Westerly,24,15,2147714,Sydney
2023-06-15T19:00:00+10:00,2023-06-16T10:38:51.152+10:00,Sunny and a gentle breeze,33,21,2023-06-19,,,,,17,63,9,48,18,65,7,45,,,,,,,,,0,Precipitation is not expected,06:59,16:53,,,,,4,MODERATE,M,Moderate,1,Sunny,A gentle breeze from the north west,NW,NW,North Westerly,18,11,2147714,Sydney
2023-06-15T19:00:00+10:00,2023-06-16T10:38:51.152+10:00,Sunny and a moderate breeze,29,18,2023-06-20,,,,,16,60,7,45,17,62,5,41,,,,,,,,,0,Precipitation is not expected,07:00,16:53,,,,,4,MODERATE,M,Moderate,1,Sunny,A moderate breeze from the west,W,W,Westerly,22,14,2147714,Sydney
2023-06-15T19:00:00+10:00,2023-06-16T10:38:51.152+10:00,Sunny and a gentle breeze,18,11,2023-06-21,,,,,16,60,7,46,17,62,6,43,,,,,,,,,0,Precipitation is not expected,07:00,16:54,,,,,4,MODERATE,M,Moderate,1,Sunny,A gentle breeze from the west,W,W,Westerly,15,9,2147714,Sydney
2023-06-15T19:00:00+10:00,2023-06-16T10:38:51.152+10:00,Sunny intervals and a gentle breeze,20,12,2023-06-22,,,,,17,62,9,48,19,66,6,42,,,,,,,,,24,Low chance of precipitation,07:00,16:54,,,,,4,MODERATE,M,Moderate,3,Sunny Intervals,A gentle breeze from the north west,NW,NW,North Westerly,15,9,2147714,Sydney
2023-06-15T19:00:00+10:00,2023-06-16T10:38:51.152+10:00,Sunny and a moderate breeze,41,25,2023-06-23,,,,,17,63,9,47,19,66,6,43,,,,,,,,,21,Low chance of precipitation,07:00,16:54,,,,,4,MODERATE,M,Moderate,1,Sunny,A moderate breeze from the west,W,W,Westerly,23,14,2147714,Sydney
2023-06-16T10:38:51+10:00,2023-06-16T10:38:51.152+10:00,Sunny and a moderate breeze,33,20,2023-06-24,,,,,17,63,9,47,20,68,5,42,,,,,,,,,0,Precipitation is not expected,07:00,16:54,,,,,4,MODERATE,M,Moderate,1,Sunny,A moderate breeze from the north west,NW,NW,North Westerly,23,14,2147714,Sydney
2023-06-16T10:38:51+10:00,2023-06-16T10:38:51.152+10:00,Sunny and a moderate breeze,41,25,2023-06-25,,,,,18,64,9,47,21,70,5,41,,,,,,,,,0,Precipitation is not expected,07:01,16:55,,,,,4,MODERATE,M,Moderate,1,Sunny,A moderate breeze from the west,W,W,Westerly,22,14,2147714,Sydney
