issueDate,lastUpdated,report.enhancedWeatherDescription,report.gustSpeedKph,report.gustSpeedMph,report.localDate,report.lowermaxTemperatureC,report.lowermaxTemperatureF,report.lowerminTemperatureC,report.lowerminTemperatureF,report.maxTempC,report.maxTempF,report.minTempC,report.minTempF,report.mostLikelyHighTemperatureC,report.mostLikelyHighTemperatureF,report.mostLikelyLowTemperatureC,report.mostLikelyLowTemperatureF,report.pollenIndex,report.pollenIndexBand,report.pollenIndexIconText,report.pollenIndexText,report.pollutionIndex,report.pollutionIndexBand,report.pollutionIndexIconText,report.pollutionIndexText,report.precipitationProbabilityInPercent,report.precipitationProbabilityText,report.sunrise,report.sunset,report.uppermaxTemperatureC,report.uppermaxTemperatureF,report.upperminTemperatureC,report.upperminTemperatureF,report.uvIndex,report.uvIndexBand,report.uvIndexIconText,report.uvIndexText,report.weatherType,report.weatherTypeText,report.windDescription,report.windDirection,report.windDirectionAbbreviation,report.windDirectionFull,report.windSpeedKph,report.windSpeedMph,location_id,location_name
2024-09-20T22:45:00+01:00,2024-09-21T09:01:27.184+01:00,Sunny intervals and a gentle breeze,32,20,2024-09-21,,,,,23,74,15,60,25,76,15,58,,,,,3.0,LOW,L,Low,39,Chance of precipitation,06:46,19:00,,,,,4,MODERATE,M,Moderate,3,Sunny Intervals,A gentle breeze from the east,E,E,Easterly,16,10,2634341,City of Westminster
2024-09-20T22:45:00+01:00,2024-09-21T09:01:27.184+01:00,Thundery showers and a gentle breeze,27,17,2024-09-22,,,,,19,67,15,58,20,68,13,56,,,,,3.0,LOW,L,Low,70,Chance of precipitation,06:47,18:57,,,,,1,LOW,L,Low,29,Thundery Showers,A gentle breeze from the east,E,E,Easterly,14,9,2634341,City of Westminster
2024-09-20T22:45:00+01:00,2024-09-21T09:01:27.184+01:00,Light rain showers and a gentle breeze,28,18,2024-09-23,,,,,19,67,12,54,20,68,11,52,,,,,3.0,LOW,L,Low,37,Chance of precipitation,06:49,18:55,,,,,3,MODERATE,M,Moderate,10,Light Rain Showers,A gentle breeze from the south west,SW,SW,South Westerly,17,11,2634341,City of Westminster
2024-09-20T22:45:00+01:00,2024-09-21T09:01:27.184+01:00,Light cloud and light winds,23,14,2024-09-24,,,,,18,65,12,54,19,67,10,49,,,,,3.0,LOW,L,Low,36,Chance of precipitation,06:51,18:53,,,,,2,LOW,L,Low,7,Light Cloud,Light winds from the west,W,W,Westerly,12,7,2634341,City of Westminster
2024-09-20T22:45:00+01:00,2024-09-21T09:01:27.184+01:00,Light rain showers and a gentle breeze,34,21,2024-09-25,,,,,17,62,11,52,18,65,10,49,,,,,3.0,LOW,L,Low,70,Chance of precipitation,06:52,18:51,,,,,2,LOW,L,Low,10,Light Rain Showers,A gentle breeze from the south west,SW,SW,South Westerly,16,10,2634341,City of Westminster
2024-09-20T22:45:00+01:00,2024-09-21T09:01:27.184+01:00,Light rain and a moderate breeze,41,26,2024-09-26,,,,,15,58,8,46,17,62,6,42,,,,,,,,,68,Chance of precipitation,06:54,18:48,,,,,2,LOW,L,Low,12,Light Rain,A moderate breeze from the west,W,W,Westerly,22,14,2634341,City of Westminster
2024-09-20T22:45:00+01:00,2024-09-21T09:01:27.184+01:00,Sunny intervals and a moderate breeze,40,25,2024-09-27,,,,,14,57,5,41,15,59,3,37,,,,,,,,,32,Chance of precipitation,06:56,18:46,,,,,4,MODERATE,M,Moderate,3,Sunny Intervals,A moderate breeze from the west,W,W,Westerly,23,14,2634341,City of Westminster
2024-09-20T22:45:00+01:00,2024-09-21T09:01:27.184+01:00,Drizzle and a gentle breeze,25,15,2024-09-28,,,,,14,58,6,43,16,61,3,37,,,,,,,,,48,Chance of precipitation,06:57,18:44,,,,,4,MODERATE,M,Moderate,11,Drizzle,A gentle breeze from the west,W,W,Westerly,18,11,2634341,City of Westminster
2024-09-21T09:01:27+01:00,2024-09-21T09:01:27.184+01:00,Light rain and a gentle breeze,18,11,2024-09-29,,,,,14,58,6,43,18,64,3,37,,,,,,,,,29,Low chance of precipitation,06:59,18:41,,,,,4,MODERATE,M,Moderate,12,Light Rain,A gentle breeze from the west,W,W,Westerly,16,10,2634341,City of Westminster
2024-09-21T09:01:27+01:00,2024-09-21T09:01:27.184+01:00,Sunny and a gentle breeze,26,16,2024-09-30,,,,,16,60,7,45,19,67,3,38,,,,,,,,,48,Chance of precipitation,07:00,18:39,,,,,4,MODERATE,M,Moderate,1,Sunny,A gentle breeze from the south west,SW,SW,South Westerly,17,11,2634341,City of Westminster
