issueDate,lastUpdated,report.enhancedWeatherDescription,report.gustSpeedKph,report.gustSpeedMph,report.localDate,report.lowermaxTemperatureC,report.lowermaxTemperatureF,report.lowerminTemperatureC,report.lowerminTemperatureF,report.maxTempC,report.maxTempF,report.minTempC,report.minTempF,report.mostLikelyHighTemperatureC,report.mostLikelyHighTemperatureF,report.mostLikelyLowTemperatureC,report.mostLikelyLowTemperatureF,report.pollenIndex,report.pollenIndexBand,report.pollenIndexIconText,report.pollenIndexText,report.pollutionIndex,report.pollutionIndexBand,report.pollutionIndexIconText,report.pollutionIndexText,report.precipitationProbabilityInPercent,report.precipitationProbabilityText,report.sunrise,report.sunset,report.uppermaxTemperatureC,report.uppermaxTemperatureF,report.upperminTemperatureC,report.upperminTemperatureF,report.uvIndex,report.uvIndexBand,report.uvIndexIconText,report.uvIndexText,report.weatherType,report.weatherTypeText,report.windDescription,report.windDirection,report.windDirectionAbbreviation,report.windDirectionFull,report.windSpeedKph,report.windSpeedMph,location_id,location_name
2024-11-22T16:41:00-05:00,2024-11-22T19:36:45.11-05:00,Light rain and a moderate breeze,48,30,2024-11-22,,,,,14,57,4,39,15,60,2,35,,,,,,,,,96,Precipitation is expected,06:59,16:49,,,,,0,LOW,L,Low,39,Light Rain,A moderate breeze from the north west,NW,NW,North Westerly,24,15,4140963,Washington DC
2024-11-22T16:41:00-05:00,2024-11-22T19:36:45.11-05:00,Sunny intervals and a moderate breeze,49,31,2024-11-23,,,,,14,57,7,45,15,60,5,41,,,,,,,,,0,Precipitation is not expected,07:00,16:49,,,,,4,MODERATE,M,Moderate,3,Sunny Intervals,A moderate breeze from the north west,NW,NW,North Westerly,27,17,4140963,Washington DC
2024-11-22T16:41:00-05:00,2024-11-22T19:36:45.11-05:00,Sunny and a gentle breeze,33,21,2024-11-24,,,,,15,60,4,40,17,62,2,35,,,,,,,,,0,Precipitation is not expected,07:01,16:49,,,,,4,MODERATE,M,Moderate,1,Sunny,A gentle breeze from the west,W,W,Westerly,18,11,4140963,Washington DC
2024-11-22T16:41:00-05:00,2024-11-22T19:36:45.11-05:00,Sunny and light winds,13,8,2024-11-25,,,,,18,64,11,52,20,68,9,48,,,,,,,,,0,Precipitation is not expected,07:02,16:48,,,,,4,MODERATE,M,Moderate,1,Sunny,Light winds from the south,S,S,Southerly,10,6,4140963,Washington DC
2024-11-22T16:41:00-05:00,2024-11-22T19:36:45.11-05:00,Light rain and a moderate breeze,47,29,2024-11-26,,,,,16,61,3,38,18,65,2,35,,,,,,,,,70,Chance of precipitation,07:04,16:48,,,,,4,MODERATE,M,Moderate,12,Light Rain,A moderate breeze from the west,W,W,Westerly,25,15,4140963,Washington DC
2024-11-22T16:41:00-05:00,2024-11-22T19:36:45.11-05:00,Sunny intervals and a gentle breeze,20,13,2024-11-27,,,,,11,53,5,41,14,57,3,37,,,,,,,,,0,Precipitation is not expected,07:04,16:47,,,,,4,MODERATE,M,Moderate,3,Sunny Intervals,A gentle breeze from the north west,NW,NW,North Westerly,14,9,4140963,Washington DC
2024-11-22T16:41:00-05:00,2024-11-22T19:36:45.11-05:00,Heavy rain and light winds,20,13,2024-11-28,,,,,10,50,5,41,13,55,3,37,,,,,,,,,70,Chance of precipitation,07:06,16:47,,,,,1,LOW,L,Low,15,Heavy Rain,Light winds from the north east,NE,NE,North Easterly,12,7,4140963,Washington DC
2024-11-22T16:41:00-05:00,2024-11-22T19:36:45.11-05:00,Sunny intervals and a moderate breeze,41,25,2024-11-29,,,,,9,48,0,32,11,52,-1,29,,,,,,,,,70,Chance of precipitation,07:07,16:47,,,,,2,LOW,L,Low,3,Sunny Intervals,A moderate breeze from the north west,NW,NW,North Westerly,22,14,4140963,Washington DC
2024-11-22T19:36:45-05:00,2024-11-22T19:36:45.11-05:00,Sunny intervals and a moderate breeze,46,28,2024-11-30,,,,,6,43,-2,28,8,47,-4,24,,,,,,,,,10,Low chance of precipitation,07:08,16:47,,,,,4,MODERATE,M,Moderate,3,Sunny Intervals,A moderate breeze from the north west,NW,NW,North Westerly,26,16,4140963,Washington DC
2024-11-22T19:36:45-05:00,2024-11-22T19:36:45.11-05:00,Sunny and a moderate breeze,50,31,2024-12-01,,,,,7,44,-3,27,9,48,-5,23,,,,,,,,,0,Precipitation is not expected,07:08,16:46,,,,,4,MODERATE,M,Moderate,1,Sunny,A moderate breeze from the west,W,W,Westerly,21,13,4140963,Washington DC
2024-11-22T19:36:45-05:00,2024-11-22T19:36:45.11-05:00,Sunny and a moderate breeze,55,34,2024-12-02,,,,,5,42,-3,27,8,47,-6,22,,,,,,,,,0,Precipitation is not expected,07:09,16:46,,,,,4,MODERATE,M,Moderate,1,Sunny,A moderate breeze from the north west,NW,NW,North Westerly,25,15,4140963,Washington DC
2024-11-22T19:36:45-05:00,2024-11-22T19:36:45.11-05:00,Sunny and a gentle breeze,41,25,2024-12-03,,,,,7,44,-1,29,10,49,-5,24,,,,,,,,,0,Precipitation is not expected,07:10,16:46,,,,,4,MODERATE,M,Moderate,1,Sunny,A gentle breeze from the north west,NW,NW,North Westerly,19,12,4140963,Washington DC
2024-11-22T19:36:45-05:00,2024-11-22T19:36:45.11-05:00,Sunny and a gentle breeze,24,15,2024-12-04,,,,,7,45,0,32,11,51,-3,26,,,,,,,,,10,Low chance of precipitation,07:11,16:46,,,,,4,MODERATE,M,Moderate,1,Sunny,A gentle breeze from the north west,NW,NW,North Westerly,14,9,4140963,Washington DC
2024-11-22T19:36:45-05:00,2024-11-22T19:36:45.11-05:00,Sunny intervals and a gentle breeze,13,8,2024-12-05,,,,,8,46,1,33,12,53,-3,26,,,,,,,,,10,Low chance of precipitation,07:12,16:46,,,,,3,MODERATE,M,Moderate,3,Sunny Intervals,A gentle breeze from the north west,NW,NW,North Westerly,12,8,4140963,Washington DC
