issueDate,lastUpdated,report.enhancedWeatherDescription,report.gustSpeedKph,report.gustSpeedMph,report.localDate,report.lowermaxTemperatureC,report.lowermaxTemperatureF,report.lowerminTemperatureC,report.lowerminTemperatureF,report.maxTempC,report.maxTempF,report.minTempC,report.minTempF,report.mostLikelyHighTemperatureC,report.mostLikelyHighTemperatureF,report.mostLikelyLowTemperatureC,report.mostLikelyLowTemperatureF,report.pollenIndex,report.pollenIndexBand,report.pollenIndexIconText,report.pollenIndexText,report.pollutionIndex,report.pollutionIndexBand,report.pollutionIndexIconText,report.pollutionIndexText,report.precipitationProbabilityInPercent,report.precipitationProbabilityText,report.sunrise,report.sunset,report.uppermaxTemperatureC,report.uppermaxTemperatureF,report.upperminTemperatureC,report.upperminTemperatureF,report.uvIndex,report.uvIndexBand,report.uvIndexIconText,report.uvIndexText,report.weatherType,report.weatherTypeText,report.windDescription,report.windDirection,report.windDirectionAbbreviation,report.windDirectionFull,report.windSpeedKph,report.windSpeedMph,location_id,location_name
2024-08-03T22:41:00+01:00,2024-08-04T09:00:11.233+01:00,Sunny intervals and a gentle breeze,25,15,2024-08-04,,,,,23,73,13,56,24,75,12,54,6.0,HIGH,H,High,2.0,LOW,L,Low,0,Precipitation is not expected,05:30,20:43,,,,,4,MODERATE,M,Moderate,3,Sunny Intervals,A gentle breeze from the west,W,W,Westerly,13,8,2643743,Greater London
2024-08-03T22:41:00+01:00,2024-08-04T09:00:11.233+01:00,Sunny intervals and a gentle breeze,31,19,2024-08-05,,,,,25,77,16,62,26,79,15,60,6.0,HIGH,H,High,3.0,LOW,L,Low,0,Precipitation is not expected,05:31,20:41,,,,,5,MODERATE,M,Moderate,3,Sunny Intervals,A gentle breeze from the south west,SW,SW,South Westerly,18,11,2643743,Greater London
2024-08-03T22:41:00+01:00,2024-08-04T09:00:11.233+01:00,Light rain showers and a gentle breeze,33,21,2024-08-06,,,,,24,76,12,54,25,78,11,53,4.0,MODERATE,M,Moderate,2.0,LOW,L,Low,34,Chance of precipitation,05:33,20:39,,,,,2,LOW,L,Low,10,Light Rain Showers,A gentle breeze from the south west,SW,SW,South Westerly,19,12,2643743,Greater London
2024-08-03T22:41:00+01:00,2024-08-04T09:00:11.233+01:00,Sunny intervals and a moderate breeze,32,20,2024-08-07,,,,,23,74,14,57,25,77,12,54,6.0,HIGH,H,High,2.0,LOW,L,Low,0,Precipitation is not expected,05:34,20:37,,,,,4,MODERATE,M,Moderate,3,Sunny Intervals,A moderate breeze from the west,W,W,Westerly,20,13,2643743,Greater London
2024-08-03T22:41:00+01:00,2024-08-04T09:00:11.233+01:00,Sunny intervals and a moderate breeze,34,21,2024-08-08,,,,,24,76,16,61,26,78,16,60,6.0,HIGH,H,High,2.0,LOW,L,Low,0,Precipitation is not expected,05:36,20:35,,,,,6,HIGH,H,High,3,Sunny Intervals,A moderate breeze from the south west,SW,SW,South Westerly,21,13,2643743,Greater London
2024-08-03T22:41:00+01:00,2024-08-04T09:00:11.233+01:00,Sunny intervals and a moderate breeze,35,22,2024-08-09,,,,,25,77,14,58,27,80,13,55,,,,,,,,,19,Low chance of precipitation,05:37,20:33,,,,,5,MODERATE,M,Moderate,3,Sunny Intervals,A moderate breeze from the west,W,W,Westerly,20,13,2643743,Greater London
2024-08-03T22:41:00+01:00,2024-08-04T09:00:11.233+01:00,Sunny intervals and a gentle breeze,23,14,2024-08-10,,,,,25,77,15,59,28,83,13,55,,,,,,,,,10,Low chance of precipitation,05:39,20:32,,,,,5,MODERATE,M,Moderate,3,Sunny Intervals,A gentle breeze from the west,W,W,Westerly,16,10,2643743,Greater London
2024-08-03T22:41:00+01:00,2024-08-04T09:00:11.233+01:00,Sunny intervals and a gentle breeze,31,19,2024-08-11,,,,,25,77,16,61,28,83,15,58,,,,,,,,,14,Low chance of precipitation,05:41,20:30,,,,,4,MODERATE,M,Moderate,3,Sunny Intervals,A gentle breeze from the west,W,W,Westerly,15,9,2643743,Greater London
2024-08-04T09:00:11+01:00,2024-08-04T09:00:11.233+01:00,Sunny intervals and a gentle breeze,41,26,2024-08-12,,,,,25,76,14,58,26,79,12,54,,,,,,,,,62,Chance of precipitation,05:42,20:28,,,,,6,HIGH,H,High,3,Sunny Intervals,A gentle breeze from the west,W,W,Westerly,18,11,2643743,Greater London
2024-08-04T09:00:11+01:00,2024-08-04T09:00:11.233+01:00,Light cloud and a gentle breeze,42,26,2024-08-13,,,,,23,73,14,57,25,77,12,53,,,,,,,,,26,Low chance of precipitation,05:44,20:26,,,,,2,LOW,L,Low,7,Light Cloud,A gentle breeze from the south west,SW,SW,South Westerly,18,11,2643743,Greater London
2024-08-04T09:00:11+01:00,2024-08-04T09:00:11.233+01:00,Light rain showers and a moderate breeze,48,30,2024-08-14,,,,,23,73,14,57,25,77,11,52,,,,,,,,,43,Chance of precipitation,05:45,20:24,,,,,4,MODERATE,M,Moderate,10,Light Rain Showers,A moderate breeze from the south west,SW,SW,South Westerly,22,14,2643743,Greater London
2024-08-04T09:00:11+01:00,2024-08-04T09:00:11.233+01:00,Light rain and a gentle breeze,31,19,2024-08-15,,,,,21,71,13,55,25,76,9,49,,,,,,,,,46,Chance of precipitation,05:47,20:22,,,,,3,MODERATE,M,Moderate,12,Light Rain,A gentle breeze from the south west,SW,SW,South Westerly,19,12,2643743,Greater London
2024-08-04T09:00:11+01:00,2024-08-04T09:00:11.233+01:00,Light rain and a gentle breeze,44,27,2024-08-16,,,,,22,71,13,56,25,77,10,50,,,,,,,,,50,Chance of precipitation,05:48,20:20,,,,,2,LOW,L,Low,12,Light Rain,A gentle breeze from the south west,SW,SW,South Westerly,18,11,2643743,Greater London
2024-08-04T09:00:11+01:00,2024-08-04T09:00:11.233+01:00,Sunny intervals and a gentle breeze,27,17,2024-08-17,,,,,22,72,12,53,26,78,7,45,,,,,,,,,65,Chance of precipitation,05:50,20:18,,,,,6,HIGH,H,High,3,Sunny Intervals,A gentle breeze from the west,W,W,Westerly,19,12,2643743,Greater London
