issueDate,lastUpdated,report.enhancedWeatherDescription,report.gustSpeedKph,report.gustSpeedMph,report.localDate,report.lowermaxTemperatureC,report.lowermaxTemperatureF,report.lowerminTemperatureC,report.lowerminTemperatureF,report.maxTempC,report.maxTempF,report.minTempC,report.minTempF,report.mostLikelyHighTemperatureC,report.mostLikelyHighTemperatureF,report.mostLikelyLowTemperatureC,report.mostLikelyLowTemperatureF,report.pollenIndex,report.pollenIndexBand,report.pollenIndexIconText,report.pollenIndexText,report.pollutionIndex,report.pollutionIndexBand,report.pollutionIndexIconText,report.pollutionIndexText,report.precipitationProbabilityInPercent,report.precipitationProbabilityText,report.sunrise,report.sunset,report.uppermaxTemperatureC,report.uppermaxTemperatureF,report.upperminTemperatureC,report.upperminTemperatureF,report.uvIndex,report.uvIndexBand,report.uvIndexIconText,report.uvIndexText,report.weatherType,report.weatherTypeText,report.windDescription,report.windDirection,report.windDirectionAbbreviation,report.windDirectionFull,report.windSpeedKph,report.windSpeedMph,location_id,location_name
2023-02-13T09:44:00+00:00,2023-02-13T16:01:08.036Z,Sunny and light winds,15,9,2023-02-13,,,,,12,53,0,31,13,55,-2,28,,,,,2.0,LOW,L,Low,0,Precipitation is not expected,07:19,17:11,,,,,2,LOW,L,Low,1,Sunny,Light winds from the south,S,S,Southerly,10,6,2643743,Greater London
2023-02-13T09:44:00+00:00,2023-02-13T16:01:08.036Z,Sunny and light winds,15,9,2023-02-14,,,,,13,56,3,37,15,58,2,35,,,,,3.0,LOW,L,Low,0,Precipitation is not expected,07:17,17:13,,,,,3,MODERATE,M,Moderate,1,Sunny,Light winds from the south,S,S,Southerly,9,6,2643743,Greater London
2023-02-13T09:44:00+00:00,2023-02-13T16:01:08.036Z,Sunny and a gentle breeze,33,21,2023-02-15,,,,,13,56,5,41,14,58,4,39,,,,,2.0,LOW,L,Low,13,Low chance of precipitation,07:15,17:15,,,,,3,MODERATE,M,Moderate,1,Sunny,A gentle breeze from the south west,SW,SW,South Westerly,18,11,2643743,Greater London
2023-02-13T09:44:00+00:00,2023-02-13T16:01:08.036Z,Light rain and a moderate breeze,47,29,2023-02-16,,,,,12,53,11,51,14,57,6,43,,,,,2.0,LOW,L,Low,70,Chance of precipitation,07:13,17:17,,,,,1,LOW,L,Low,12,Light Rain,A moderate breeze from the south west,SW,SW,South Westerly,24,15,2643743,Greater London
2023-02-13T09:44:00+00:00,2023-02-13T16:01:08.036Z,Sunny intervals and a moderate breeze,59,37,2023-02-17,,,,,14,57,4,40,17,63,1,35,,,,,2.0,LOW,L,Low,32,Chance of precipitation,07:11,17:19,,,,,2,LOW,L,Low,3,Sunny Intervals,A moderate breeze from the west,W,W,Westerly,27,17,2643743,Greater London
2023-02-13T09:44:00+00:00,2023-02-13T16:01:08.036Z,Light cloud and a gentle breeze,48,30,2023-02-18,,,,,15,58,9,48,17,62,6,43,,,,,,,,,11,Low chance of precipitation,07:09,17:21,,,,,1,LOW,L,Low,7,Light Cloud,A gentle breeze from the south west,SW,SW,South Westerly,19,12,2643743,Greater London
2023-02-13T09:44:00+00:00,2023-02-13T16:01:08.036Z,Light rain and a gentle breeze,39,24,2023-02-19,,,,,13,55,6,42,15,59,0,32,,,,,,,,,48,Chance of precipitation,07:07,17:22,,,,,2,LOW,L,Low,12,Light Rain,A gentle breeze from the west,W,W,Westerly,17,11,2643743,Greater London
2023-02-13T09:44:00+00:00,2023-02-13T16:01:08.036Z,Sunny intervals and light winds,15,9,2023-02-20,,,,,12,53,3,37,16,60,-1,31,,,,,,,,,17,Low chance of precipitation,07:05,17:24,,,,,2,LOW,L,Low,3,Sunny Intervals,Light winds from the north west,NW,NW,North Westerly,12,7,2643743,Greater London
2023-02-13T16:01:08+00:00,2023-02-13T16:01:08.036Z,Sunny and a gentle breeze,20,12,2023-02-21,,,,,11,53,1,34,15,59,-4,25,,,,,,,,,0,Precipitation is not expected,07:03,17:26,,,,,3,MODERATE,M,Moderate,1,Sunny,A gentle breeze from the west,W,W,Westerly,12,8,2643743,Greater London
2023-02-13T16:01:08+00:00,2023-02-13T16:01:08.036Z,Sunny and light winds,34,21,2023-02-22,,,,,10,50,1,34,11,52,1,33,,,,,,,,,10,Low chance of precipitation,07:01,17:28,,,,,3,MODERATE,M,Moderate,1,Sunny,Light winds from the north west,NW,NW,North Westerly,10,6,2643743,Greater London
2023-02-13T16:01:08+00:00,2023-02-13T16:01:08.036Z,Sunny intervals and light winds,16,10,2023-02-23,,,,,11,52,1,33,12,53,0,32,,,,,,,,,0,Precipitation is not expected,06:59,17:30,,,,,3,MODERATE,M,Moderate,3,Sunny Intervals,Light winds from the west,W,W,Westerly,9,5,2643743,Greater London
2023-02-13T16:01:08+00:00,2023-02-13T16:01:08.036Z,Light rain and a gentle breeze,61,38,2023-02-24,,,,,11,52,3,37,12,53,2,36,,,,,,,,,50,Chance of precipitation,06:57,17:31,,,,,2,LOW,L,Low,12,Light Rain,A gentle breeze from the west,W,W,Westerly,14,9,2643743,Greater London
2023-02-13T16:01:08+00:00,2023-02-13T16:01:08.036Z,Gusty winds and drizzle,75,46,2023-02-25,,,,,10,51,2,36,11,52,1,35,,,,,,,,,57,Chance of precipitation,06:55,17:33,,,,,1,LOW,L,Low,11,Drizzle,Gusty winds from the west,W,W,Westerly,13,8,2643743,Greater London
2023-02-13T16:01:08+00:00,2023-02-13T16:01:08.036Z,Light rain and light winds,46,29,2023-02-26,,,,,11,52,5,41,12,53,4,40,,,,,,,,,50,Chance of precipitation,06:53,17:35,,,,,1,LOW,L,Low,12,Light Rain,Light winds from the west,W,W,Westerly,12,7,2643743,Greater London
