issueDate,lastUpdated,report.enhancedWeatherDescription,report.gustSpeedKph,report.gustSpeedMph,report.localDate,report.lowermaxTemperatureC,report.lowermaxTemperatureF,report.lowerminTemperatureC,report.lowerminTemperatureF,report.maxTempC,report.maxTempF,report.minTempC,report.minTempF,report.mostLikelyHighTemperatureC,report.mostLikelyHighTemperatureF,report.mostLikelyLowTemperatureC,report.mostLikelyLowTemperatureF,report.pollenIndex,report.pollenIndexBand,report.pollenIndexIconText,report.pollenIndexText,report.pollutionIndex,report.pollutionIndexBand,report.pollutionIndexIconText,report.pollutionIndexText,report.precipitationProbabilityInPercent,report.precipitationProbabilityText,report.sunrise,report.sunset,report.uppermaxTemperatureC,report.uppermaxTemperatureF,report.upperminTemperatureC,report.upperminTemperatureF,report.uvIndex,report.uvIndexBand,report.uvIndexIconText,report.uvIndexText,report.weatherType,report.weatherTypeText,report.windDescription,report.windDirection,report.windDirectionAbbreviation,report.windDirectionFull,report.windSpeedKph,report.windSpeedMph,location_id,location_name
2023-02-14T21:54:00+00:00,2023-02-15T08:00:34.957Z,Light rain and a moderate breeze,48,30,2023-02-15,,,,,10,50,6,43,10,51,5,41,,,,,2.0,LOW,L,Low,90,High chance of precipitation,07:39,17:16,,,,,2,LOW,L,Low,12,Light Rain,A moderate breeze from the south west,SW,SW,South Westerly,25,15,2650225,Edinburgh
2023-02-14T21:54:00+00:00,2023-02-15T08:00:34.957Z,Thick cloud and a gentle breeze,28,17,2023-02-16,,,,,10,50,8,46,11,51,6,42,,,,,2.0,LOW,L,Low,28,Low chance of precipitation,07:37,17:18,,,,,1,LOW,L,Low,8,Thick Cloud,A gentle breeze from the south west,SW,SW,South Westerly,14,9,2650225,Edinburgh
2023-02-14T21:54:00+00:00,2023-02-15T08:00:34.957Z,Strong winds and rain,97,60,2023-02-17,,,,,12,53,5,40,13,55,3,37,,,,,3.0,LOW,L,Low,70,Chance of precipitation,07:34,17:21,,,,,1,LOW,L,Low,12,Light Rain,Strong winds from the west,W,W,Westerly,50,31,2650225,Edinburgh
2023-02-14T21:54:00+00:00,2023-02-15T08:00:34.957Z,Light rain and a gentle breeze,16,10,2023-02-18,,,,,9,48,3,37,11,51,-1,31,,,,,3.0,LOW,L,Low,35,Chance of precipitation,07:32,17:23,,,,,2,LOW,L,Low,12,Light Rain,A gentle breeze from the west,W,W,Westerly,13,8,2650225,Edinburgh
2023-02-14T21:54:00+00:00,2023-02-15T08:00:34.957Z,Sunny intervals and a gentle breeze,39,24,2023-02-19,,,,,10,51,5,41,12,54,3,38,,,,,3.0,LOW,L,Low,0,Precipitation is not expected,07:30,17:25,,,,,2,LOW,L,Low,3,Sunny Intervals,A gentle breeze from the south west,SW,SW,South Westerly,17,11,2650225,Edinburgh
2023-02-14T21:54:00+00:00,2023-02-15T08:00:34.957Z,Light cloud and a moderate breeze,56,35,2023-02-20,,,,,12,53,9,48,13,55,7,45,,,,,,,,,11,Low chance of precipitation,07:27,17:27,,,,,1,LOW,L,Low,7,Light Cloud,A moderate breeze from the west,W,W,Westerly,28,17,2650225,Edinburgh
2023-02-14T21:54:00+00:00,2023-02-15T08:00:34.957Z,Light cloud and a moderate breeze,49,31,2023-02-21,,,,,11,53,5,41,15,58,1,34,,,,,,,,,21,Low chance of precipitation,07:25,17:29,,,,,1,LOW,L,Low,7,Light Cloud,A moderate breeze from the south west,SW,SW,South Westerly,27,17,2650225,Edinburgh
2023-02-14T21:54:00+00:00,2023-02-15T08:00:34.957Z,Sunny intervals and a fresh breeze,56,35,2023-02-22,,,,,9,49,4,38,10,51,1,33,,,,,,,,,19,Low chance of precipitation,07:23,17:31,,,,,2,LOW,L,Low,3,Sunny Intervals,A fresh breeze from the west,W,W,Westerly,32,20,2650225,Edinburgh
2023-02-15T08:00:34+00:00,2023-02-15T08:00:34.957Z,Sunny intervals and a moderate breeze,46,28,2023-02-23,,,,,9,49,3,37,12,53,3,37,,,,,,,,,10,Low chance of precipitation,07:20,17:34,,,,,2,LOW,L,Low,3,Sunny Intervals,A moderate breeze from the north west,NW,NW,North Westerly,27,17,2650225,Edinburgh
2023-02-15T08:00:34+00:00,2023-02-15T08:00:34.957Z,Sunny intervals and a moderate breeze,27,17,2023-02-24,,,,,10,49,3,38,10,50,3,37,,,,,,,,,0,Precipitation is not expected,07:18,17:36,,,,,2,LOW,L,Low,3,Sunny Intervals,A moderate breeze from the west,W,W,Westerly,21,13,2650225,Edinburgh
2023-02-15T08:00:34+00:00,2023-02-15T08:00:34.957Z,Light cloud and a gentle breeze,27,17,2023-02-25,,,,,10,51,4,40,11,51,4,40,,,,,,,,,11,Low chance of precipitation,07:15,17:38,,,,,1,LOW,L,Low,7,Light Cloud,A gentle breeze from the west,W,W,Westerly,18,11,2650225,Edinburgh
2023-02-15T08:00:34+00:00,2023-02-15T08:00:34.957Z,Sunny intervals and a gentle breeze,15,9,2023-02-26,,,,,11,52,3,38,11,52,3,38,,,,,,,,,17,Low chance of precipitation,07:13,17:40,,,,,2,LOW,L,Low,3,Sunny Intervals,A gentle breeze from the west,W,W,Westerly,15,9,2650225,Edinburgh
2023-02-15T08:00:34+00:00,2023-02-15T08:00:34.957Z,Sunny and a gentle breeze,13,8,2023-02-27,,,,,11,53,4,39,11,53,4,39,,,,,,,,,0,Precipitation is not expected,07:10,17:42,,,,,3,MODERATE,M,Moderate,1,Sunny,A gentle breeze from the west,W,W,Westerly,13,8,2650225,Edinburgh
2023-02-15T08:00:34+00:00,2023-02-15T08:00:34.957Z,Sunny and a gentle breeze,14,9,2023-02-28,,,,,12,53,4,39,12,53,4,39,,,,,,,,,0,Precipitation is not expected,07:08,17:44,,,,,3,MODERATE,M,Moderate,1,Sunny,A gentle breeze from the west,W,W,Westerly,14,9,2650225,Edinburgh
