issueDate,lastUpdated,report.enhancedWeatherDescription,report.gustSpeedKph,report.gustSpeedMph,report.localDate,report.lowermaxTemperatureC,report.lowermaxTemperatureF,report.lowerminTemperatureC,report.lowerminTemperatureF,report.maxTempC,report.maxTempF,report.minTempC,report.minTempF,report.mostLikelyHighTemperatureC,report.mostLikelyHighTemperatureF,report.mostLikelyLowTemperatureC,report.mostLikelyLowTemperatureF,report.pollenIndex,report.pollenIndexBand,report.pollenIndexIconText,report.pollenIndexText,report.pollutionIndex,report.pollutionIndexBand,report.pollutionIndexIconText,report.pollutionIndexText,report.precipitationProbabilityInPercent,report.precipitationProbabilityText,report.sunrise,report.sunset,report.uppermaxTemperatureC,report.uppermaxTemperatureF,report.upperminTemperatureC,report.upperminTemperatureF,report.uvIndex,report.uvIndexBand,report.uvIndexIconText,report.uvIndexText,report.weatherType,report.weatherTypeText,report.windDescription,report.windDirection,report.windDirectionAbbreviation,report.windDirectionFull,report.windSpeedKph,report.windSpeedMph,location_id,location_name
2023-03-25T00:00:00+03:00,2023-03-25T11:02:33.777+03:00,Sunny and a fresh breeze,44,28,2023-03-25,,,,,35,95,24,75,36,97,20,68,,,,,,,,,0,Precipitation is not expected,06:23,18:36,,,,,8,VERY_HIGH,VH,Very High,1,Sunny,A fresh breeze from the south,S,S,Southerly,33,20,105343,Jeddah
2023-03-25T00:00:00+03:00,2023-03-25T11:02:33.777+03:00,Light rain showers and a moderate breeze,37,23,2023-03-26,,,,,32,89,17,63,33,91,17,62,,,,,,,,,27,Low chance of precipitation,06:22,18:36,,,,,8,VERY_HIGH,VH,Very High,10,Light Rain Showers,A moderate breeze from the north west,NW,NW,North Westerly,29,18,105343,Jeddah
2023-03-25T00:00:00+03:00,2023-03-25T11:02:33.777+03:00,Sunny and a moderate breeze,32,20,2023-03-27,,,,,30,87,17,63,31,87,16,61,,,,,,,,,0,Precipitation is not expected,06:21,18:36,,,,,8,VERY_HIGH,VH,Very High,1,Sunny,A moderate breeze from the north west,NW,NW,North Westerly,27,17,105343,Jeddah
2023-03-25T00:00:00+03:00,2023-03-25T11:02:33.777+03:00,Sunny and a moderate breeze,32,20,2023-03-28,,,,,32,90,18,65,33,91,18,64,,,,,,,,,0,Precipitation is not expected,06:21,18:37,,,,,8,VERY_HIGH,VH,Very High,1,Sunny,A moderate breeze from the north west,NW,NW,North Westerly,27,17,105343,Jeddah
2023-03-25T00:00:00+03:00,2023-03-25T11:02:33.777+03:00,Sunny and a moderate breeze,25,16,2023-03-29,,,,,33,91,19,67,34,94,18,65,,,,,,,,,0,Precipitation is not expected,06:20,18:37,,,,,8,VERY_HIGH,VH,Very High,1,Sunny,A moderate breeze from the north west,NW,NW,North Westerly,24,15,105343,Jeddah
2023-03-25T00:00:00+03:00,2023-03-25T11:02:33.777+03:00,Sunny and a moderate breeze,30,18,2023-03-30,,,,,33,91,21,69,34,93,17,62,,,,,,,,,0,Precipitation is not expected,06:19,18:37,,,,,8,VERY_HIGH,VH,Very High,1,Sunny,A moderate breeze from the north west,NW,NW,North Westerly,25,16,105343,Jeddah
2023-03-25T00:00:00+03:00,2023-03-25T11:02:33.777+03:00,Sunny and a moderate breeze,37,23,2023-03-31,,,,,31,88,18,64,32,90,16,61,,,,,,,,,0,Precipitation is not expected,06:18,18:38,,,,,8,VERY_HIGH,VH,Very High,1,Sunny,A moderate breeze from the north west,NW,NW,North Westerly,29,18,105343,Jeddah
2023-03-25T00:00:00+03:00,2023-03-25T11:02:33.777+03:00,Sunny and a moderate breeze,30,19,2023-04-01,,,,,31,88,18,64,32,89,16,61,,,,,,,,,0,Precipitation is not expected,06:17,18:38,,,,,8,VERY_HIGH,VH,Very High,1,Sunny,A moderate breeze from the north west,NW,NW,North Westerly,27,17,105343,Jeddah
2023-03-25T11:02:33+03:00,2023-03-25T11:02:33.777+03:00,Sunny and a moderate breeze,24,15,2023-04-02,,,,,32,89,19,66,33,91,18,65,,,,,,,,,0,Precipitation is not expected,06:16,18:38,,,,,8,VERY_HIGH,VH,Very High,1,Sunny,A moderate breeze from the north west,NW,NW,North Westerly,24,15,105343,Jeddah
2023-03-25T11:02:33+03:00,2023-03-25T11:02:33.777+03:00,Sunny and a moderate breeze,24,15,2023-04-03,,,,,32,89,20,67,32,90,19,67,,,,,,,,,0,Precipitation is not expected,06:15,18:39,,,,,8,VERY_HIGH,VH,Very High,1,Sunny,A moderate breeze from the west,W,W,Westerly,21,13,105343,Jeddah
